slug,nu,cand,basis,gamma_form,solver,entry_age_label,entry_age,peak_an,peak_age,peak_depth,peak_pct,improve_span_yr,breakeven_an,tail_value,plateau_p05_yr,plateau_p10_yr,plateau_p25_yr,tail_an_cut,tail_sign_changes,tail_nonmonotone
ALL_W_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,mean,38.53315118397086,2.932527111945766,41.465678295916625,-0.007246722687757412,-0.007220528505085686,5.865054223891532,5.894469409160016,0.056249318447083974,1.290311929256137,1.8768173516452902,2.932527111945766,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,p10,26.5,2.932527111945766,29.432527111945767,-0.007246722687757412,-0.007220528505085686,5.865054223891532,5.894469409160016,0.056249318447083974,1.290311929256137,1.8768173516452902,2.932527111945766,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,p50,40.5,2.932527111945766,43.43252711194577,-0.007246722687757412,-0.007220528505085686,5.865054223891532,5.894469409160016,0.056249318447083974,1.290311929256137,1.8768173516452902,2.932527111945766,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,p90,53.0,2.932527111945766,55.93252711194577,-0.007246722687757412,-0.007220528505085686,5.865054223891532,5.894469409160016,0.056249318447083974,1.290311929256137,1.8768173516452902,2.932527111945766,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-goff,poly2,off,anderson,mean,38.53315118397086,2.991177654184681,41.52432883815554,-0.007642306333600229,-0.007613178159926187,5.923704766130447,5.953104884724464,0.057566757601709324,1.3489624714950523,1.8768173516452902,2.991177654184681,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-goff,poly2,off,anderson,p10,26.5,2.991177654184681,29.491177654184682,-0.007642306333600229,-0.007613178159926187,5.923704766130447,5.953104884724464,0.057566757601709324,1.3489624714950523,1.8768173516452902,2.991177654184681,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-goff,poly2,off,anderson,p50,40.5,2.991177654184681,43.49117765418468,-0.007642306333600229,-0.007613178159926187,5.923704766130447,5.953104884724464,0.057566757601709324,1.3489624714950523,1.8768173516452902,2.991177654184681,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-goff,poly2,off,anderson,p90,53.0,2.991177654184681,55.99117765418468,-0.007642306333600229,-0.007613178159926187,5.923704766130447,5.953104884724464,0.057566757601709324,1.3489624714950523,1.8768173516452902,2.991177654184681,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,mean,38.53315118397086,3.108478738662512,41.64162992263337,-0.007853782419006035,-0.00782302205095287,6.216957477325024,6.231258982419673,0.051369714017532216,1.4076130137339677,1.9354678938842056,3.108478738662512,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,p10,26.5,3.9882368722462416,30.48823687224624,-0.012967824477906875,-0.012884104521366374,7.976473744492483,8.007062926194608,0.03460111289687142,1.8181668094063748,2.5219733162733586,3.9882368722462416,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,p50,40.5,2.991177654184681,43.49117765418468,-0.007138849327544599,-0.007113428271018023,5.923704766130447,5.940979952895193,0.054110584032077566,1.290311929256137,1.8768173516452902,2.932527111945766,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,p90,53.0,2.052768978362036,55.05276897836204,-0.0033940394931869754,-0.003388286251896245,4.046887414485157,4.096283430448334,0.07152975468851162,0.8797581335837298,1.290311929256137,2.052768978362036,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gscalar,poly2,scalar,anderson,mean,38.53315118397086,3.6363336188127495,42.16948480278361,-0.010574788637204038,-0.01051907212955633,7.272667237625499,7.278752998868315,0.04093224627270989,1.5835646404507135,2.2873711473176974,3.6363336188127495,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gscalar,poly2,scalar,anderson,p10,26.5,6.744812357475261,33.24481235747526,-0.03602773111966566,-0.03538645670138187,11.671457905544148,,-0.016435550364414138,3.0498281964235967,4.222839041201903,6.686161815236346,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gscalar,poly2,scalar,anderson,p50,40.5,3.108478738662512,43.60847873866251,-0.00785238238744618,-0.007821632970898404,6.216957477325024,6.272482234711208,0.050309156873171036,1.4076130137339677,1.9941184361231208,3.167129280901427,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gscalar,poly2,scalar,anderson,p90,53.0,0.0,53.0,0.0,0.0,0.0,,0.1099026454781578,0.05865054223891532,0.05865054223891532,0.05865054223891532,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gvarying,poly2,varying,anderson,mean,38.53315118397086,3.343080907618173,41.87623209158903,-0.00757997138686091,-0.007551315852170186,6.627511272997431,6.641093745806334,0.040362009042262226,1.5249140982117984,2.1114195206009514,3.284430365379258,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gvarying,poly2,varying,anderson,p10,26.5,11.671457905544148,38.171457905544145,-0.023733857008015807,-0.023454424063017003,11.671457905544148,,-0.023733857008015807,2.6392744007511895,3.694984161051665,5.865054223891532,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gvarying,poly2,varying,anderson,p50,40.5,2.991177654184681,43.49117765418468,-0.007003310986663593,-0.006978844952008994,5.982355308369362,6.025700353540469,0.05083863950472024,1.3489624714950523,1.8768173516452902,3.0498281964235967,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly2-gvarying,poly2,varying,anderson,p90,53.0,1.9941184361231208,54.994118436123124,-0.005136419334083817,-0.005123250488847359,3.9295863300073264,3.966541443378512,0.11742122567680599,0.8797581335837298,1.2316613870172217,1.9941184361231208,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gvarying,poly2,varying,anderson,mean,38.53315118397086,3.5776830765738343,42.11083426054469,-0.009968281043204439,-0.009918762404883822,7.155366153147669,7.160976524737117,0.04093313394164965,1.5835646404507135,2.2873711473176974,3.5776830765738343,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gvarying,poly2,varying,anderson,p10,26.5,7.155366153147669,33.65536615314767,-0.03466953940785796,-0.034075436474908335,11.671457905544148,,-0.02058821817729238,3.167129280901427,4.4574412101575644,7.155366153147669,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gvarying,poly2,varying,anderson,p50,40.5,3.108478738662512,43.60847873866251,-0.007531342106459781,-0.007503052613331254,6.158306935086109,6.163230206014602,0.050988953628918206,1.4076130137339677,1.9941184361231208,3.0498281964235967,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly2-gvarying,poly2,varying,anderson,p90,53.0,0.2932527111945766,53.293252711194576,-8.976625528759555e-05,-8.976222641785446e-05,0.5865054223891532,0.6356505281552962,0.11489714274160623,0.11730108447783064,0.23460216895566127,0.35190325343349194,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-goff,poly3,off,anderson,mean,38.53315118397086,2.4633227740344434,40.9964739580053,-0.009842898088219452,-0.009794615310836842,5.395849885980209,5.4109569181156925,0.03526282076544092,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-goff,poly3,off,anderson,p10,26.5,2.4633227740344434,28.963322774034445,-0.009842898088219452,-0.009794615310836842,5.395849885980209,5.4109569181156925,0.03526282076544092,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-goff,poly3,off,anderson,p50,40.5,2.4633227740344434,42.963322774034445,-0.009842898088219452,-0.009794615310836842,5.395849885980209,5.4109569181156925,0.03526282076544092,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-goff,poly3,off,anderson,p90,53.0,2.4633227740344434,55.463322774034445,-0.009842898088219452,-0.009794615310836842,5.395849885980209,5.4109569181156925,0.03526282076544092,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-goff,poly3,off,anderson,mean,38.53315118397086,2.4633227740344434,40.9964739580053,-0.010048301418872158,-0.00999798590766824,5.395849885980209,5.432340647308319,0.034978632200007354,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-goff,poly3,off,anderson,p10,26.5,2.4633227740344434,28.963322774034445,-0.010048301418872158,-0.00999798590766824,5.395849885980209,5.432340647308319,0.034978632200007354,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-goff,poly3,off,anderson,p50,40.5,2.4633227740344434,42.963322774034445,-0.010048301418872158,-0.00999798590766824,5.395849885980209,5.432340647308319,0.034978632200007354,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-goff,poly3,off,anderson,p90,53.0,2.4633227740344434,55.463322774034445,-0.010048301418872158,-0.00999798590766824,5.395849885980209,5.432340647308319,0.034978632200007354,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-gscalar,poly3,scalar,anderson,mean,38.53315118397086,2.580623858512274,41.113775042483134,-0.010368319029884753,-0.010314753298840462,5.747753139413701,5.749077381197468,0.03047641899649691,1.2316613870172217,1.7595162671674596,2.8152260274679355,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-gscalar,poly3,scalar,anderson,p10,26.5,3.167129280901427,29.667129280901428,-0.0144618249506307,-0.014357755044452015,7.4486188643422455,7.4900777331458155,0.013786599775228621,1.5835646404507135,2.2287206050787822,3.5776830765738343,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-gscalar,poly3,scalar,anderson,p50,40.5,2.5219733162733586,43.02197331627336,-0.009774204372687086,-0.009726592087465158,5.51315097045804,5.515573698830225,0.033204411911504854,1.2316613870172217,1.7008657249285442,2.6979249429901047,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-gscalar,poly3,scalar,anderson,p90,53.0,1.9941184361231208,54.994118436123124,-0.006466277978058299,-0.006445416592006602,4.164188498962988,4.21332086684394,0.0505417441760372,0.9384086758226451,1.3489624714950523,2.052768978362036,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-gscalar,poly3,scalar,anderson,mean,38.53315118397086,2.8738765697068507,41.40702775367771,-0.012078944793824592,-0.012006287176836258,6.568860730758516,6.616588983345742,0.02070853381499094,1.4076130137339677,2.052768978362036,3.2257798231403423,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-gscalar,poly3,scalar,anderson,p10,26.5,11.671457905544148,38.171457905544145,-0.03645618977437656,-0.035799665194760626,11.671457905544148,,-0.03645618977437656,0.5278548801502378,1.2316613870172217,8.562979166881636,7.991786447638604,1.0,1.0
ALL_W_14-25_mrc2,8,poly3-gscalar,poly3,scalar,anderson,p50,40.5,2.580623858512274,43.080623858512276,-0.009898307139425315,-0.009849480131683535,5.689102597174786,5.701486936817437,0.03005225161520876,1.2316613870172217,1.7595162671674596,2.75657548522902,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,8,poly3-gscalar,poly3,scalar,anderson,p90,53.0,0.8797581335837298,53.87975813358373,-0.0013704892575226064,-0.0013695505659913041,1.7595162671674596,1.7839935295193539,0.08943478857019566,0.41055379567240724,0.5278548801502378,0.8797581335837298,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-gvarying,poly3,varying,anderson,mean,38.53315118397086,2.580623858512274,41.113775042483134,-0.009989925614546414,-0.009940192056946644,5.865054223891532,5.8739722813361945,0.01783439153523416,1.2316613870172217,1.7595162671674596,2.8738765697068507,7.991786447638604,1.0,1.0
ALL_W_14-25_mrc2,inf,poly3-gvarying,poly3,varying,anderson,p10,26.5,11.671457905544148,38.171457905544145,-0.048954351625631894,-0.04777540378874015,11.671457905544148,,-0.048954351625631894,0.17595162671674597,0.35190325343349194,0.9970592180615604,7.991786447638604,0.0,0.0
ALL_W_14-25_mrc2,inf,poly3-gvarying,poly3,varying,anderson,p50,40.5,2.4633227740344434,42.963322774034445,-0.009677000715822845,-0.009630329212444706,5.4545004282191245,5.46073987033801,0.02875117953213148,1.2316613870172217,1.7008657249285442,2.6392744007511895,7.991786447638604,1.0,1.0
