race_id,competition_id,series_key,country,year,course_id,temp_field,wbgt_field,wbgt_max,total_gain_m,net_gain_m
358,3765163291,stockholm_marathon,SWE,2017,1.0,14.26,12.499,12.745,436.9,-1.0
359,2744648389,stockholm_marathon,SWE,2018,1.0,23.915,21.872,22.325,436.9,-1.0
360,602858984,stockholm_marathon,SWE,2019,1.0,13.277,11.745,15.041,436.9,-1.0
361,1289503712,stockholm_marathon,SWE,2021,1.0,13.28,12.708,13.153,436.9,-1.0
362,2655367851,stockholm_marathon,SWE,2022,1.0,18.288,16.908,17.177,436.9,-1.0
363,1138689162,stockholm_marathon,SWE,2023,2.0,17.522,14.563,15.508,170.8,0.1
364,4129825558,stockholm_marathon,SWE,2024,2.0,22.863,20.999,21.534,170.8,0.1
365,3548025101,stockholm_marathon,SWE,2025,3.0,16.658,13.71,14.036,171.0,-0.7
13,3054946732,sydney_marathon,AUS,2022,1.0,16.848,14.019,17.566,258.0,-42.5
14,3495222677,sydney_marathon,AUS,2023,1.0,22.927,18.266,22.142,258.0,-42.5
15,1705245193,sydney_marathon,AUS,2024,1.0,11.761,8.949,12.796,258.0,-42.5
16,518319295,sydney_marathon,AUS,2025,1.0,12.451,10.926,17.253,258.0,-42.5
285,2512640100,tokyo_marathon,JPN,2015,1.0,6.381,5.603,8.085,59.4,-37.8
286,294664323,tokyo_marathon,JPN,2016,1.0,10.75,9.323,10.292,59.4,-37.8
287,1621702905,tokyo_marathon,JPN,2017,2.0,9.455,9.253,11.56,55.5,-21.4
288,229427105,tokyo_marathon,JPN,2018,2.0,6.087,4.58,6.011,55.5,-21.4
289,1478359441,tokyo_marathon,JPN,2019,2.0,6.213,4.866,6.522,55.5,-21.4
290,3853954770,tokyo_marathon,JPN,2022,3.0,10.166,7.15,8.365,43.2,-28.3
291,1707100671,tokyo_marathon,JPN,2023,3.0,9.944,8.188,9.536,43.2,-28.3
292,2379956079,tokyo_marathon,JPN,2024,3.0,9.364,7.657,10.092,43.2,-28.3
293,593227972,tokyo_marathon,JPN,2025,3.0,16.066,14.473,16.82,43.2,-28.3
72,3469865511,valencia_marathon,ESP,2017,1.0,10.625,9.209,18.858,48.5,-4.8
73,2152732329,valencia_marathon,ESP,2018,1.0,12.603,10.753,17.641,48.5,-4.8
74,2552196,valencia_marathon,ESP,2019,1.0,13.976,12.121,14.896,48.5,-4.8
75,1006452688,valencia_marathon,ESP,2020,1.0,9.254,6.165,8.394,48.5,-4.8
76,3146504445,valencia_marathon,ESP,2021,1.0,12.96,9.332,12.918,48.5,-4.8
77,3180177095,valencia_marathon,ESP,2022,1.0,9.921,8.576,14.95,48.5,-4.8
78,1612124390,valencia_marathon,ESP,2023,1.0,8.608,6.304,14.697,48.5,-4.8
79,3588241274,valencia_marathon,ESP,2024,1.0,12.401,11.844,19.453,48.5,-4.8
80,520197400,valencia_marathon,ESP,2025,1.0,14.349,12.415,19.45,48.5,-4.8
251,3975862196,venice_marathon,ITA,2023,1.0,17.909,18.76,20.432,30.1,-6.6
252,1030528481,venice_marathon,ITA,2024,1.0,18.062,18.267,20.908,30.1,-6.6
253,2481738314,venice_marathon,ITA,2025,1.0,14.13,14.666,17.072,30.1,-6.6
17,3527299187,vienna_marathon,AUT,2018,1.0,21.887,19.289,22.363,90.3,10.5
18,631709417,vienna_marathon,AUT,2019,1.0,12.72,11.519,14.28,90.3,10.5
19,4162603267,vienna_marathon,AUT,2021,1.0,22.401,21.103,23.908,90.3,10.5
20,4024688669,vienna_marathon,AUT,2022,1.0,16.029,14.477,17.038,90.3,10.5
21,846812732,vienna_marathon,AUT,2023,1.0,17.56,16.516,18.741,90.3,10.5
22,2274259360,vienna_marathon,AUT,2024,1.0,7.023,5.87,7.301,90.3,10.5
23,1591809980,vienna_marathon,AUT,2025,1.0,2.99,1.025,2.265,90.3,10.5
170,811533239,yorkshire_marathon,GBR,2019,1.0,9.8,9.101,10.406,126.1,-11.9
171,1497935112,yorkshire_marathon,GBR,2021,1.0,12.722,12.248,14.352,126.1,-11.9
172,1599001394,yorkshire_marathon,GBR,2022,1.0,12.161,10.91,13.001,126.1,-11.9
173,3745002527,yorkshire_marathon,GBR,2023,1.0,7.641,6.601,10.911,126.1,-11.9
174,3852059977,yorkshire_marathon,GBR,2024,1.0,12.927,12.211,14.478,126.1,-11.9
175,469111801,yorkshire_marathon,GBR,2025,1.0,13.425,12.46,13.791,126.1,-11.9
350,1213235311,zurich_marathon,SUI,2019,1.0,5.053,5.236,8.92,57.9,4.1
351,4018375544,zurich_marathon,SUI,2022,1.0,4.992,5.669,9.298,57.9,4.1
352,2227361622,zurich_marathon,SUI,2023,1.0,12.96,13.414,18.909,57.9,4.1
353,825618634,zurich_marathon,SUI,2024,1.0,4.434,4.511,4.926,57.9,4.1
354,1292875943,zurich_marathon,SUI,2025,1.0,13.798,13.016,15.758,57.9,4.1
