race_id,series_key,country,year,v_point,n_j,v_boot_med,v_sd,n_boot,lo95,lo90,lo68,hi95,hi90,hi68,temp_field,wbgt_field,wbgt_max,total_gain_m,net_gain_m
15,sydney_marathon,AUS,2024,-0.01213863920419378,56,-0.012490718193010508,0.005683457944827428,100,-0.024084639215583303,-0.021079704695497803,-0.01819210471344796,-0.0022595128086733466,-0.0035474276738194817,-0.006987946123087846,11.761,8.949,12.796,258.0,-42.5
16,sydney_marathon,AUS,2025,0.025153836233458904,60,0.026119612316486407,0.008710452150984496,100,0.009276719165978364,0.01369352707277165,0.01665697330382674,0.043008082831368366,0.04032472891428628,0.033816083785288914,12.451,10.926,17.253,258.0,-42.5
49,barcelona_marathon,ESP,2025,-0.009487366536738762,26,-0.010435154447067774,0.009337810461580685,100,-0.024675781827296885,-0.0226285017538161,-0.018004316750294222,0.012283515970465219,0.01016114644722581,-0.0014802644146624296,9.685,9.76,13.01,121.9,-16.9
61,malaga_marathon,ESP,2025,-0.00132739873187937,33,0.0005276138190040136,0.011544685597356814,100,-0.020425408904700616,-0.016729892593297314,-0.011180254302334802,0.02440986443171619,0.01807311026532331,0.010923014861218333,15.064,13.876,16.603,291.4,-0.1
68,seville_marathon,ESP,2022,-0.006447265713649841,30,-0.0076012268113241355,0.008539858499070534,100,-0.023536154584295987,-0.02160370213371259,-0.016995136350912824,0.008567116720140579,0.005602334481092126,-0.0009949801148223258,12.161,10.254,17.809,36.5,-0.1
69,seville_marathon,ESP,2023,-0.01138616458843078,41,-0.010408026060651387,0.006299149980241628,100,-0.024018401483938568,-0.020380861552177755,-0.015972373018068708,0.0011942797579960842,0.00016506514174010478,-0.004212687775614585,13.939,11.576,17.407,36.5,-0.1
70,seville_marathon,ESP,2024,-0.020023768419910937,34,-0.017992311581670695,0.008295889315897878,100,-0.033102629137257165,-0.03176840462625896,-0.02625653793515717,-0.002228815558588187,-0.004052760248460752,-0.009714643689711162,10.294,9.074,17.737,36.5,-0.1
71,seville_marathon,ESP,2025,-0.024568647649702235,47,-0.024595475651249643,0.0065301216875283735,100,-0.03556236154918757,-0.034592486694682956,-0.030971988848172066,-0.011644600258397503,-0.013371890447306401,-0.018061532224209566,9.904,9.104,16.789,36.5,-0.1
72,valencia_marathon,ESP,2017,0.014520034049273711,32,0.013449657671163351,0.010870733308895663,100,-0.005488806073347297,-0.0014321250670103142,0.00402249170062138,0.034519141680566905,0.0331205456641658,0.0276526336227219,10.625,9.209,18.858,48.5,-4.8
73,valencia_marathon,ESP,2018,-0.0010831983026378111,45,1.744935133762837e-05,0.008688620397013267,100,-0.016490792642956074,-0.013680826191170725,-0.007982951563002558,0.015494864403246005,0.013788588775499596,0.00871158399689115,12.603,10.753,17.641,48.5,-4.8
74,valencia_marathon,ESP,2019,0.011460575671996764,48,0.011347918487800257,0.008809226003943543,100,-0.0055520271944771386,-0.0034558587374948764,0.0010498014209339246,0.024626078816987657,0.023904298600724693,0.0195648725952924,13.976,12.121,14.896,48.5,-4.8
76,valencia_marathon,ESP,2021,-0.012911106007569728,31,-0.014512477806770452,0.009931070056170409,100,-0.029962233756709766,-0.02852735523209802,-0.022470355596607414,0.009358394490950548,0.002649721052051388,-0.004850616857541149,12.96,9.332,12.918,48.5,-4.8
77,valencia_marathon,ESP,2022,-0.018434478424107503,72,-0.018686405343294243,0.004643292809617961,100,-0.027104797987037087,-0.02547949736779671,-0.022897606954530865,-0.009461637230264308,-0.010861051620716601,-0.013971885559688105,9.921,8.576,14.95,48.5,-4.8
78,valencia_marathon,ESP,2023,-0.02927303866364106,109,-0.028611523569172626,0.0038618109967129785,100,-0.03618908574153932,-0.03454875452455961,-0.032806777740907976,-0.021597846741649662,-0.022238001865325697,-0.024799685473672783,8.608,6.304,14.697,48.5,-4.8
79,valencia_marathon,ESP,2024,-0.026054521227432126,87,-0.025640453002117702,0.0044757216638958795,100,-0.03466789604487153,-0.03345191200257003,-0.029779891627418245,-0.017798135827272323,-0.019301181758781594,-0.02067288600058447,12.401,11.844,19.453,48.5,-4.8
80,valencia_marathon,ESP,2025,-0.0342580259784544,84,-0.03466008922033437,0.006212510480050412,100,-0.04583777026931333,-0.04468422921537694,-0.04118210603768272,-0.023424352261395904,-0.0240401799610551,-0.028510962705728674,14.349,12.415,19.45,48.5,-4.8
81,paris_marathon,FRA,2014,-0.013736222932015707,22,-0.01359400806901867,0.011056712424039343,100,-0.03239251853620093,-0.030111616547467836,-0.02299303167757472,0.010990948948550752,0.003086705858301757,-0.0034038957440007452,14.835,13.913,16.66,285.6,2.1
82,paris_marathon,FRA,2015,-0.015171936996758006,45,-0.015758363866806402,0.009858967325894155,100,-0.03360673387481337,-0.031592376622173866,-0.026111498630301922,0.004695338065051388,3.872171152283387e-05,-0.007318040939794701,11.103,10.665,15.892,285.6,2.1
83,paris_marathon,FRA,2016,-0.0043878936546528635,37,-0.0032708507039584944,0.010217745354275198,100,-0.022268771653665743,-0.020256325365444684,-0.014841726552834231,0.01383199133603151,0.011752072035130377,0.006774898164564147,14.318,14.213,18.656,285.6,2.1
84,paris_marathon,FRA,2017,-0.0017142198289006316,36,-0.001647132269149143,0.008799168874079655,100,-0.019305847114600306,-0.01522284157469298,-0.010603056742822404,0.017282643572589997,0.01149145792980807,0.0051556302401711525,15.256,14.389,21.193,123.8,3.7
85,paris_marathon,FRA,2018,0.04937109049926214,23,0.050093033271685794,0.008204507334256348,100,0.03305602787599045,0.035174883224097495,0.039920438385619976,0.06132278708271679,0.05971001191330924,0.05739755611568583,15.958,15.139,18.166,123.8,3.7
86,paris_marathon,FRA,2019,-0.001354386535736829,21,-0.0011806628452859513,0.014429599153508799,100,-0.028552752468041186,-0.026079966908360497,-0.016301623667347692,0.022923591196343893,0.01671989030211196,0.013640622064255118,5.241,4.685,7.794,131.0,7.6
88,paris_marathon,FRA,2022,-0.015141170493007117,30,-0.015503212272047762,0.008455077411473532,100,-0.030099129282282068,-0.028270229715015426,-0.024203018972025668,0.0010979008364983647,-0.0010302963633393389,-0.007667767888089971,4.287,3.097,5.977,125.9,4.0
