race_id,series_key,country,year,v_point,n_j,v_boot_med,v_sd,n_boot,lo95,lo90,lo68,hi95,hi90,hi68,temp_field,wbgt_field,wbgt_max,total_gain_m,net_gain_m
15,sydney_marathon,AUS,2024,0.013515271682472019,117,0.012169485757602683,0.0069029712123324415,100,0.0006217095310029344,0.003076260388055241,0.005718404034155942,0.027020234549221332,0.02351889144801964,0.020310846321097493,11.761,8.949,12.796,258.0,-42.5
16,sydney_marathon,AUS,2025,0.04290105908091313,180,0.04406853790834098,0.007173844151771558,100,0.029090476166791092,0.03103354553156683,0.03609153690443785,0.05535014592634723,0.05348022052040957,0.051206610502423276,12.451,10.926,17.253,258.0,-42.5
20,vienna_marathon,AUT,2022,-0.004558507434022641,32,-0.00579964192418525,0.011685128572226741,100,-0.02482313595983774,-0.02270247301830739,-0.014682709665597678,0.021005224054884208,0.01808059666015267,0.00699518460915278,16.029,14.477,17.038,90.3,10.5
21,vienna_marathon,AUT,2023,0.04496047959783578,30,0.04822557045053566,0.01737494881835895,100,0.02412458782046222,0.025813455445251578,0.03194431188531082,0.08181001355865365,0.07766711487261219,0.06929460703842931,17.56,16.516,18.741,90.3,10.5
22,vienna_marathon,AUT,2024,-0.029026552091388602,21,-0.030006983936622156,0.015196520683696571,100,-0.06033377135468458,-0.054249268033130016,-0.04266162441535197,-0.00011158074178225629,-0.007272473492870439,-0.014460800737352406,7.023,5.87,7.301,90.3,10.5
23,vienna_marathon,AUT,2025,-0.010455259435091957,40,-0.01440879786971827,0.011743113738607924,100,-0.03494681107390964,-0.03215198838965179,-0.022314273510052426,0.01133119554622685,0.008928831610100227,-0.001833690154292356,2.99,1.025,2.265,90.3,10.5
31,prague_marathon,CZE,2023,-0.0016754423871701007,24,0.0030998960064683168,0.020118963032315345,100,-0.0344120674639339,-0.028708494095110403,-0.015571493569336016,0.03778917613141699,0.030976538972793583,0.018280741092920622,11.713,11.189,13.54,104.4,-0.3
33,prague_marathon,CZE,2025,0.011784800239446724,21,0.008550446750908991,0.020664319106285644,100,-0.018488086278897843,-0.014588993092461955,-0.00777938373659735,0.06685627364504607,0.06354789838259522,0.026622768782859612,11.632,10.683,13.472,104.4,-0.3
35,copenhagen_marathon,DEN,2015,0.008334659313093962,21,0.010094168691371586,0.016641366273053165,100,-0.022847173496957907,-0.018698483856075664,-0.004691826733331901,0.04481850948771944,0.03912580697494209,0.023570070719498,11.692,11.225,13.75,74.1,3.0
36,copenhagen_marathon,DEN,2016,0.04573240841738713,27,0.04797006045767227,0.02536651008649654,100,0.004096437229205996,0.008246238247612747,0.021855014713422386,0.09313599343686686,0.0868085537425859,0.07222293880959478,20.279,18.468,19.555,74.1,3.0
37,copenhagen_marathon,DEN,2017,0.011880242019464582,32,0.008147954108644884,0.02082261124752133,100,-0.022211712103795234,-0.020486676849495723,-0.011559846781785782,0.057515657816448525,0.047959020680105,0.02721862347969095,16.071,14.222,15.888,74.1,3.0
38,copenhagen_marathon,DEN,2018,0.046886981020737295,31,0.04535042192613603,0.012880565912001315,100,0.018377000317875047,0.026433391399999874,0.03330079147011334,0.06688062102756615,0.06402130944066486,0.057019257791271725,20.425,17.71,18.945,74.1,3.0
39,copenhagen_marathon,DEN,2019,0.03514162199433679,32,0.03582557769953265,0.014651060951823528,100,0.000844258485267025,0.008033873733477127,0.02008040322522401,0.05853591992301457,0.054767735995705454,0.04863842080896825,16.402,16.7,19.649,74.1,3.0
40,copenhagen_marathon,DEN,2022,-0.004223391829885514,63,-0.004218159502531016,0.009487077519859194,100,-0.017925265567580728,-0.01660742046342978,-0.012740183495757283,0.016842032897590006,0.01427691773486703,0.006388432902100262,13.659,12.69,14.18,74.1,3.0
41,copenhagen_marathon,DEN,2023,0.01992798003334606,56,0.021734483166713003,0.014450682189973967,100,-0.004889702398471662,-0.0027054102017938673,0.008618640295771947,0.050428934424626586,0.047205881112443275,0.036428893725300476,18.556,15.594,16.677,74.1,3.0
42,copenhagen_marathon,DEN,2024,-0.019059894499169783,48,-0.017901889599244214,0.009136518352528525,100,-0.03729071720370268,-0.032149847013117516,-0.027113158921557703,-0.002560569264946635,-0.0036083573825385746,-0.00984019026126637,12.899,13.166,14.319,74.1,3.0
43,copenhagen_marathon,DEN,2025,-0.05185757739809027,40,-0.050100338153162394,0.011736648874922114,100,-0.07440109183508034,-0.07044303969533161,-0.061284635703611506,-0.025439172127669725,-0.031499958242970236,-0.04053616201134695,10.909,9.46,11.511,74.1,3.0
45,barcelona_marathon,ESP,2021,-0.03489106434167022,45,-0.0353023102069423,0.0077726763314788895,100,-0.048265107109103235,-0.046918131139360296,-0.04404148771300204,-0.020056521304740085,-0.021724452653981086,-0.02797357997239869,10.839,8.969,15.38,135.7,0.6
47,barcelona_marathon,ESP,2023,-0.0019023691424626676,41,-0.0008040427128510608,0.010067100353679016,100,-0.016552828621506553,-0.015167968447065694,-0.009006302638788632,0.02714710575164409,0.01535306798411029,0.007009055889573013,14.132,13.575,16.164,135.7,0.6
48,barcelona_marathon,ESP,2024,-0.02945000084360938,55,-0.030700348757855433,0.008558434975239048,100,-0.04359276355905439,-0.04176333830680849,-0.03859992014668014,-0.01314507382641031,-0.015798432084981558,-0.021294512935533094,10.859,9.48,12.847,121.9,-16.9
49,barcelona_marathon,ESP,2025,-0.012859245032712074,120,-0.012833294811458007,0.0060189709991089,100,-0.02510565750715338,-0.023393584223908935,-0.01761090616788417,-0.0016546394719693584,-0.0025536492007748337,-0.006371518678316779,9.685,9.76,13.01,121.9,-16.9
55,malaga_marathon,ESP,2018,-0.003955610409851484,31,-0.005112390330660022,0.008069009873620744,100,-0.01674495691762613,-0.015812783880157454,-0.01095737709344391,0.012079670779111852,0.010185298140930298,0.004680102217487023,13.3,12.901,19.087,291.4,-0.1
56,malaga_marathon,ESP,2019,-0.030466724300532988,43,-0.03205738565102911,0.011967149979618844,100,-0.05093108959383484,-0.048979541057525375,-0.04231287207681937,-0.007233050185817347,-0.010176893137235313,-0.01999640560783929,12.077,10.722,17.287,291.4,-0.1
57,malaga_marathon,ESP,2021,-0.011325983634197456,20,-0.013349451118660705,0.018128563684055198,100,-0.04754509421024946,-0.039456818521883805,-0.02719633795381487,0.021028513911951104,0.018613459861860134,0.008809269174033088,14.346,12.758,17.877,291.4,-0.1
59,malaga_marathon,ESP,2023,-0.003351538534121179,81,-0.002343022700075137,0.0049023739186878365,100,-0.01228725201359222,-0.011051270444566242,-0.007422538514794095,0.006258977839074209,0.0059613115736973695,0.0021935094269470304,13.839,12.678,20.465,291.4,-0.1
60,malaga_marathon,ESP,2024,-0.015747206310134487,73,-0.015651000183994013,0.007198407891353391,100,-0.028964400598558548,-0.027217527143400044,-0.02422430074660852,-0.002862050002893028,-0.005618400278719517,-0.0077799077052822345,11.286,10.12,16.905,291.4,-0.1
61,malaga_marathon,ESP,2025,0.01608559050710978,117,0.014593640984741585,0.00952832163295081,100,-0.002020574845939982,-6.726842949302812e-05,0.00661638702333553,0.03423672276138922,0.03274421744166258,0.02425495589335435,15.064,13.876,16.603,291.4,-0.1
64,san_sebastian_marathon,ESP,2025,-0.020826255335870236,28,-0.02176773604341764,0.013687577788904491,100,-0.04897986411387477,-0.03934657948201466,-0.033353262893482914,0.007464568940324835,0.002146940273710306,-0.008506411228728156,13.432,12.037,14.733,90.3,-0.1
65,seville_marathon,ESP,2018,-0.02560904651618845,47,-0.025086551669854407,0.008239432462689603,100,-0.039910711298814364,-0.03937868714182411,-0.03283192189520172,-0.007486762312513411,-0.011757260872608633,-0.017460209973567127,11.001,10.157,15.192,36.5,-0.1
66,seville_marathon,ESP,2019,-0.04330773533202947,60,-0.04252953381025315,0.006642191763911144,100,-0.05633514411243756,-0.055618887916634406,-0.04857217186747262,-0.030706039331867826,-0.03264777959194001,-0.03616176787500594,9.121,7.798,15.672,36.5,-0.1
67,seville_marathon,ESP,2020,-0.03555238813172856,87,-0.036047647089583856,0.00790027222000719,100,-0.05022593641034477,-0.048975340992876926,-0.04344572212166703,-0.021456577274099515,-0.02360443155997714,-0.027834952523995402,12.164,10.229,17.857,36.5,-0.1
68,seville_marathon,ESP,2022,-0.015556600635423745,127,-0.016146620166584524,0.005915828307607534,100,-0.025754565783363503,-0.02495909942982244,-0.02178899130380298,-0.005669585681129442,-0.006558983311041945,-0.009992619376753852,12.161,10.254,17.809,36.5,-0.1
69,seville_marathon,ESP,2023,-0.01913515907683161,127,-0.01952126087185846,0.004481537100140131,100,-0.027082797574636552,-0.025877156107261757,-0.023610793241765328,-0.009629624370296627,-0.012453314153748684,-0.014289232354521496,13.939,11.576,17.407,36.5,-0.1
70,seville_marathon,ESP,2024,-0.02697300021830218,132,-0.026734891409180284,0.004999694469947716,100,-0.03573885654175416,-0.03385952602453859,-0.03205685483888025,-0.01737928913334656,-0.01922777315410835,-0.021588641608057558,10.294,9.074,17.737,36.5,-0.1
71,seville_marathon,ESP,2025,-0.020103014438266342,170,-0.02033276549042462,0.005415551031922072,100,-0.02890914755120296,-0.02804100138362837,-0.02535658718707511,-0.008482055192969271,-0.011133629421992476,-0.014349365679863856,9.904,9.104,16.789,36.5,-0.1
72,valencia_marathon,ESP,2017,-0.01484387912518681,106,-0.015111996427116248,0.007944177984886187,100,-0.029649361005954656,-0.02726776606042338,-0.023091331162355698,3.7494854597711286e-05,-0.002512736116168624,-0.0085035486257161,10.625,9.209,18.858,48.5,-4.8
73,valencia_marathon,ESP,2018,-0.022642341471268868,165,-0.023800919719678904,0.005133707190904594,100,-0.035018379385042764,-0.031301498996917344,-0.02899708359680355,-0.015699516624215714,-0.016294232507548603,-0.018582120596562852,12.603,10.753,17.641,48.5,-4.8
74,valencia_marathon,ESP,2019,-0.011755602778814378,208,-0.012606612112419535,0.0051660895025001366,100,-0.021191327307639583,-0.02053413459487994,-0.017509375266503008,-0.002679435379505856,-0.0037871924715323197,-0.006625546567813051,13.976,12.121,14.896,48.5,-4.8
76,valencia_marathon,ESP,2021,-0.021008700616653275,139,-0.020651444693397414,0.0055673841735096544,100,-0.03020615707651193,-0.029489123850542986,-0.025895952571760344,-0.009687652118374296,-0.01139394025337579,-0.015503950313047526,12.96,9.332,12.918,48.5,-4.8
77,valencia_marathon,ESP,2022,-0.030536551768881814,306,-0.030705260210303065,0.0028705336934395907,100,-0.03550878677470528,-0.035120774275692025,-0.033744321212475246,-0.02596585439264803,-0.026338702205469234,-0.027769933416327053,9.921,8.576,14.95,48.5,-4.8
78,valencia_marathon,ESP,2023,-0.04158779995654127,459,-0.04223185296099774,0.002759242102211039,100,-0.04739859037373767,-0.046644899815664755,-0.04479813534906592,-0.03708346604224205,-0.03728502644674856,-0.0391678863289255,8.608,6.304,14.697,48.5,-4.8
79,valencia_marathon,ESP,2024,-0.0339031019994418,375,-0.03394282007436544,0.0027678071087894793,100,-0.039447561711865475,-0.03869333495990705,-0.03676613966163455,-0.028778736854667943,-0.029314931142971012,-0.0314283578675372,12.401,11.844,19.453,48.5,-4.8
80,valencia_marathon,ESP,2025,-0.04033443200736864,364,-0.04033982188824248,0.0034550113953225846,100,-0.04716648600011068,-0.045962795741930226,-0.04363356035463859,-0.03297084704086689,-0.03455923994363013,-0.03667930239361476,14.349,12.415,19.45,48.5,-4.8
81,paris_marathon,FRA,2014,0.011825965775337455,80,0.008523281066423749,0.01079868868309851,100,-0.007170753711874933,-0.0037207860218351424,-0.0009740041813370581,0.03159034347676544,0.028457254454830647,0.02100771268801946,14.835,13.913,16.66,285.6,2.1
82,paris_marathon,FRA,2015,0.010049600050090035,186,0.009230263751937029,0.006772665881193988,100,-0.0018538536326555,7.587497704411055e-05,0.0049216603728084425,0.024553930397404198,0.021570000295954808,0.017058583614290086,11.103,10.665,15.892,285.6,2.1
83,paris_marathon,FRA,2016,0.01077637104776219,132,0.009334254269994124,0.008330044534428599,100,-0.006004736617249573,-0.003098780334102069,0.0004986807842632146,0.0278803348588294,0.023141123181303448,0.01708832878308726,14.318,14.213,18.656,285.6,2.1
84,paris_marathon,FRA,2017,0.009880388266536144,136,0.009046627794106366,0.008653728893977029,100,-0.006786865916788609,-0.0036000334285309684,0.0022466570575144116,0.02596107805437941,0.023853134158833295,0.019260026571522974,15.256,14.389,21.193,123.8,3.7
85,paris_marathon,FRA,2018,0.0318414874440629,97,0.030707546428265564,0.008719109843463394,100,0.017593541497047328,0.019444019351756037,0.023580657058277162,0.05136298690427015,0.048523976161956466,0.04060989630374714,15.958,15.139,18.166,123.8,3.7
86,paris_marathon,FRA,2019,-0.01374052222278177,128,-0.013947415337244307,0.0073522412138406785,100,-0.025468831241149494,-0.023340207264541956,-0.019779600727024674,0.00454804411614089,-0.001335044058501231,-0.0073433628301192225,5.241,4.685,7.794,131.0,7.6
87,paris_marathon,FRA,2021,-0.018580686004507907,37,-0.016538209217860755,0.010251975515283273,100,-0.03696101478640074,-0.03444087120011659,-0.026040991433267973,0.005358187095026048,0.0015893325054997488,-0.006057769958867016,9.41,8.907,14.137,125.9,4.0
88,paris_marathon,FRA,2022,-0.02050925148672711,117,-0.020185682986091358,0.005504073094705778,100,-0.029810150480481024,-0.028268266085292804,-0.025425383994753616,-0.009998037122885836,-0.01101391716621465,-0.013865697552070896,4.287,3.097,5.977,125.9,4.0
89,paris_marathon,FRA,2023,-0.022019182393353987,106,-0.022159388818679737,0.008332667408749567,100,-0.035763090667142186,-0.03496747193585816,-0.02898906283995636,-0.0031259335255354,-0.005902548871037232,-0.014797011381877178,8.264,7.568,8.863,137.8,10.2
90,paris_marathon,FRA,2024,0.016330222538176287,70,0.016816525282891126,0.010037126195815342,100,0.001527061311803224,0.00235603224129477,0.006742424556278497,0.037174729319958036,0.03241205728708656,0.027982045266622714,16.327,15.432,17.737,137.8,10.2
