race_id,series_key,country,year,v_point,n_j,temp_field,wbgt_field,wbgt_max,total_gain_m,net_gain_m
319,rotterdam_marathon,NED,2018,0.018042152434914235,1385,15.882,16.536,19.578,56.1,-3.3
320,rotterdam_marathon,NED,2019,0.022877855573166437,1497,16.222,15.704,17.499,56.1,-3.3
321,rotterdam_marathon,NED,2021,-0.004873001411828253,1578,9.364,9.066,12.261,56.1,-3.3
322,rotterdam_marathon,NED,2022,-0.0030850156554774236,1606,8.892,8.055,9.937,56.1,-3.3
323,rotterdam_marathon,NED,2023,-0.025910278992712126,1757,8.398,7.839,8.913,56.1,-3.3
324,rotterdam_marathon,NED,2024,-0.015234048509779299,1566,12.328,10.819,12.21,56.1,-3.3
325,rotterdam_marathon,NED,2025,-0.014250246169612575,1199,14.328,13.854,14.498,56.1,-3.3
326,oslo_marathon,NOR,2016,0.0018183690094810611,144,16.133,14.866,17.241,315.8,0.4
327,oslo_marathon,NOR,2017,0.016649445349716848,149,14.624,14.065,16.106,315.8,0.4
328,oslo_marathon,NOR,2018,0.009164686417130398,143,13.552,12.232,14.439,315.8,0.4
329,oslo_marathon,NOR,2019,0.003312716888713265,184,16.667,15.683,20.471,315.8,0.4
330,oslo_marathon,NOR,2022,0.010614388521871935,153,14.866,12.652,14.034,315.8,0.4
331,oslo_marathon,NOR,2023,0.008810796942463934,160,14.745,14.805,15.584,315.8,0.4
332,oslo_marathon,NOR,2024,-0.004956029811560481,152,14.003,14.003,15.33,315.8,0.4
333,oslo_marathon,NOR,2025,0.0016637199984071251,129,16.197,16.054,17.368,315.8,0.4
350,zurich_marathon,SUI,2019,-0.018855866082322977,153,5.053,5.236,8.92,57.9,4.1
351,zurich_marathon,SUI,2022,-0.0054751140559258765,226,4.992,5.669,9.298,57.9,4.1
352,zurich_marathon,SUI,2023,-0.007421550900194712,169,12.96,13.414,18.909,57.9,4.1
353,zurich_marathon,SUI,2024,-0.018553638729464493,177,4.434,4.511,4.926,57.9,4.1
354,zurich_marathon,SUI,2025,-0.023213476091007795,179,13.798,13.016,15.758,57.9,4.1
355,stockholm_marathon,SWE,2014,-0.012493280288842988,502,13.755,14.337,15.027,436.9,-1.0
356,stockholm_marathon,SWE,2015,-0.019567314131542266,569,10.353,10.229,10.707,436.9,-1.0
357,stockholm_marathon,SWE,2016,0.001780052943449126,605,16.092,13.706,13.854,436.9,-1.0
358,stockholm_marathon,SWE,2017,0.0011005398597853445,651,14.26,12.499,12.745,436.9,-1.0
359,stockholm_marathon,SWE,2018,0.05752374984617176,551,23.915,21.872,22.325,436.9,-1.0
360,stockholm_marathon,SWE,2019,-0.003890347017360175,1483,13.277,11.745,15.041,436.9,-1.0
361,stockholm_marathon,SWE,2021,0.00013785924739327673,1387,13.28,12.708,13.153,436.9,-1.0
362,stockholm_marathon,SWE,2022,0.03694176377238883,1614,18.288,16.908,17.177,436.9,-1.0
363,stockholm_marathon,SWE,2023,0.02308666544950336,1584,17.522,14.563,15.508,170.8,0.1
364,stockholm_marathon,SWE,2024,0.08235176231577931,1511,22.863,20.999,21.534,170.8,0.1
365,stockholm_marathon,SWE,2025,0.017677633906441084,1332,16.658,13.71,14.036,171.0,-0.7
366,boston_marathon,USA,2014,-0.018046215005293128,810,15.894,11.731,14.182,198.7,-131.4
367,boston_marathon,USA,2015,-0.026698098311953796,1223,7.812,6.697,8.085,198.7,-131.4
368,boston_marathon,USA,2016,0.02038762599219205,1343,18.85,15.043,15.348,198.7,-131.4
369,boston_marathon,USA,2017,0.03410790981103295,1910,21.943,16.924,18.748,198.7,-131.4
370,boston_marathon,USA,2018,0.03363104379632671,2309,6.328,6.067,11.211,198.7,-131.4
371,boston_marathon,USA,2019,0.024477002872330733,3059,16.199,15.457,16.426,198.7,-131.4
372,boston_marathon,USA,2021,0.0017220469644131501,1192,19.467,19.233,20.621,198.7,-131.4
373,boston_marathon,USA,2022,0.0011801446915133463,4480,11.195,8.902,9.912,198.7,-131.4
374,boston_marathon,USA,2023,-0.009326928407697041,3703,11.95,12.472,13.596,198.7,-131.4
375,boston_marathon,USA,2024,0.041277956648510056,3413,18.926,16.303,16.698,198.7,-131.4
376,boston_marathon,USA,2025,0.002817650304916467,3744,13.095,10.256,11.679,198.7,-131.4
377,chicago_marathon,USA,2014,-0.03832706092883152,2394,10.39,9.58,13.933,36.0,2.3
378,chicago_marathon,USA,2015,-0.013144853725581131,2956,16.317,14.234,20.557,36.0,2.3
379,chicago_marathon,USA,2016,-0.01732318179134732,4012,13.516,12.416,14.996,36.0,2.3
380,chicago_marathon,USA,2017,0.015762471393832907,5174,17.958,16.897,21.947,36.0,2.3
381,chicago_marathon,USA,2018,-0.005451113776019691,6476,14.438,14.152,14.947,36.0,2.3
382,chicago_marathon,USA,2019,-0.018976800947442675,6889,7.853,6.059,9.093,36.0,2.3
383,chicago_marathon,USA,2021,0.030668796322503224,2886,22.386,21.479,23.012,36.0,2.3
384,chicago_marathon,USA,2022,-0.00863763731115718,5990,12.109,9.619,16.053,36.0,2.3
385,chicago_marathon,USA,2023,-0.018778710976237713,6749,10.142,8.437,10.818,36.0,2.3
386,chicago_marathon,USA,2024,-0.007014152933635165,4549,14.998,13.969,15.886,36.0,2.3
387,chicago_marathon,USA,2025,-0.0022332088497899645,2991,14.269,13.681,17.536,36.0,2.3
388,nyc_marathon,USA,2014,-0.005228750011041466,5305,7.363,5.342,6.959,242.3,-7.5
389,nyc_marathon,USA,2015,0.017503397676819066,6511,14.26,12.531,16.496,242.3,-7.5
390,nyc_marathon,USA,2016,0.01909089351841699,7905,12.937,10.299,10.861,242.3,-7.5
391,nyc_marathon,USA,2017,0.018901787815345475,8844,13.675,13.052,14.598,242.3,-7.5
392,nyc_marathon,USA,2018,0.022019724680615714,9749,11.936,11.447,12.803,242.3,-7.5
393,nyc_marathon,USA,2019,0.015063804683486982,10467,9.356,8.087,10.096,242.3,-7.5
394,nyc_marathon,USA,2021,0.013028892663616518,6555,8.636,8.445,11.536,242.3,-7.5
395,nyc_marathon,USA,2022,0.07645829655039146,9287,21.292,20.439,21.637,242.3,-7.5
396,nyc_marathon,USA,2023,0.0316089423253598,8557,14.502,14.055,15.975,242.3,-7.5
397,nyc_marathon,USA,2024,0.013174057055004816,7728,9.384,8.314,10.493,242.3,-7.5
398,nyc_marathon,USA,2025,0.025086023673311787,7187,11.717,11.441,13.305,242.3,-7.5
