race_id,series_key,country,year,v_point,n_j,v_boot_med,v_sd,n_boot,lo95,lo90,lo68,hi95,hi90,hi68,temp_field,wbgt_field,wbgt_max,total_gain_m,net_gain_m
1,goldcoast_marathon,AUS,2025,0.01476732435727568,1401,0.015125056687824712,0.002247225354538593,100,0.01071888725027328,0.011361160417722371,0.012625530381166516,0.019259389705912955,0.01822104557550359,0.01729161810268396,17.605,16.65,21.367,45.5,-4.5
2,melbourne_marathon,AUS,2014,0.01592791936822513,882,0.016075797180884033,0.005566670166465663,100,0.004096882567150795,0.009721749872864383,0.013698442457708425,0.025403915326196035,0.022708183389810482,0.01962328002770107,16.222,15.396,23.34,108.3,3.5
3,melbourne_marathon,AUS,2015,0.01967479272806738,994,0.02045309748513735,0.00562646092952013,100,0.009577495287081883,0.013739805686427232,0.01662638739022542,0.027646358343482287,0.025913220049940986,0.02349255644228588,14.411,13.243,16.548,108.3,3.5
4,melbourne_marathon,AUS,2016,0.03685146522925731,991,0.03698035589378712,0.0055456708460507615,100,0.023085311818863596,0.028766991036500288,0.03426632866291708,0.04447793984157261,0.04418351123770816,0.04001142364570656,18.57,15.805,19.007,108.3,3.5
5,melbourne_marathon,AUS,2017,0.026541101005803647,812,0.02673729600575525,0.005592018437814105,100,0.01427580808313168,0.019754366149084233,0.023540031454330118,0.03453527061304585,0.0338452993262355,0.03013323333106907,12.39,12.419,18.769,108.3,3.5
6,melbourne_marathon,AUS,2018,0.031330846791674194,1184,0.03141005723378831,0.0030603135657414453,100,0.025917177442530324,0.026266209842456,0.027903984667757963,0.03712499672393079,0.03622484988404662,0.03416352934814158,19.584,16.853,21.102,108.3,3.5
7,melbourne_marathon,AUS,2019,0.009944859055492028,1382,0.009990268090618759,0.0028272825241588413,100,0.004944738403659732,0.00530089997138714,0.0070100604867957906,0.015948003665369116,0.014551284437427392,0.012475361940707311,14.092,13.209,18.789,108.3,3.5
8,melbourne_marathon,AUS,2021,0.017333133943423285,1411,0.017485815898631962,0.002462112025157818,100,0.01166280929002823,0.012873382847454318,0.014832320695984098,0.021884341723265918,0.021224109418541425,0.019129738965661572,15.786,15.774,21.971,108.3,3.5
9,melbourne_marathon,AUS,2022,0.005394385598157303,1733,0.005393782431414973,0.00240702222779679,100,0.00016765143289922964,0.001116047362946193,0.002736933473857661,0.008904950360374761,0.008637272601205082,0.007163723855720878,10.689,11.294,16.42,108.3,3.5
10,melbourne_marathon,AUS,2023,0.0017751453188159516,1972,0.0016130635569997498,0.001927590519326363,100,-0.0020357397647372878,-0.0016571913996749953,-0.0007038403525438852,0.005609195832294242,0.004607813121304627,0.0030662505515073233,12.795,11.518,14.709,108.3,3.5
11,melbourne_marathon,AUS,2024,0.011926855095918842,2210,0.012153328127966878,0.0018873861034121144,100,0.00830723658178214,0.008658599108942022,0.009994704923279585,0.015689593662655717,0.014304247916984456,0.013593091749088196,16.16,13.506,18.71,108.3,3.5
12,melbourne_marathon,AUS,2025,-0.004438262299608198,1965,-0.003912768155546642,0.0016794251805551965,100,-0.006754721290458554,-0.006380028088317858,-0.005754912817737914,-0.0006071538022645735,-0.0010410800533306563,-0.0022455711791812406,12.314,11.365,15.031,108.3,3.5
13,sydney_marathon,AUS,2022,0.022017827028271597,773,0.021870532707490176,0.002341745468962987,100,0.016788662692403,0.017777988971502824,0.01932330528219108,0.025663459903632266,0.025014712922746127,0.023473893700639757,16.848,14.019,17.566,258.0,-42.5
14,sydney_marathon,AUS,2023,0.04813161259563792,1962,0.048033978700210644,0.002052538825031115,100,0.043378707363084114,0.04427592279513777,0.04589645601306298,0.0515871926297067,0.051052640736706414,0.04978389441344513,22.927,18.266,22.142,258.0,-42.5
