slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,seville_marathon,ESP,7,2018,2025,855,-0.020542,0.010789,-3.697571,26,1,-0.023524,-0.013571,0.05,1.0,20.0,26.0,1.0,7.0,100,,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,newport_marathon,GBR,6,2018,2025,2277,-0.018045,0.008532,-3.248028,25,2,-0.020802,-0.013228,0.09,1.0,18.475,26.0,1.0,8.525,100,,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,valencia_marathon,ESP,8,2017,2025,2657,-0.017827,0.010424,-3.208808,24,3,-0.020174,-0.01279,0.12,1.0,19.0,26.0,1.0,8.0,100,,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,amsterdam_marathon,NED,9,2016,2025,1486,-0.015979,0.014258,-2.876213,23,4,-0.018824,-0.006665,0.57,1.0,13.0,26.0,1.0,14.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,dublin_marathon,IRL,10,2014,2025,1426,-0.015793,0.010314,-2.842779,22,5,-0.019171,-0.011947,0.34,1.0,17.0,25.0,2.0,10.0,100,tie,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,manchester_marathon,GBR,6,2019,2025,15160,-0.014939,0.025923,-2.689056,21,6,-0.016581,-0.012793,0.36,1.0,18.475,24.0,3.0,8.525,100,tie,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,frankfurt_marathon,GER,9,2015,2025,1080,-0.014902,0.008011,-2.682305,20,7,-0.01984,-0.011126,0.38,1.0,17.0,26.0,1.0,10.0,100,tie,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,yorkshire_marathon,GBR,6,2019,2025,3344,-0.013713,0.011674,-2.468366,19,8,-0.016183,-0.008853,0.88,1.0,14.0,23.0,4.0,13.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,bostonUK_marathon,GBR,5,2021,2025,1093,-0.011919,0.005472,-2.145483,18,9,-0.019573,-0.008125,0.63,1.0,14.0,25.525,1.475,13.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,hamburg_marathon,GER,5,2018,2025,139,-0.011564,0.034963,-2.081587,17,10,-0.021645,0.008378,0.78,0.95,5.0,26.0,1.0,22.0,100,headline,headline
