slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,berlin_marathon,GER,11,2014,2025,5988,-0.011353,0.016524,-2.043594,16,11,-0.012974,-0.008911,1.0,1.0,14.0,19.0,8.0,13.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,chester_marathon,GBR,9,2016,2025,5396,-0.010442,0.012007,-1.879577,15,12,-0.011562,-0.004015,1.0,1.0,11.0,18.0,9.0,16.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,paris_marathon,FRA,11,2014,2025,1521,-0.009807,0.019154,-1.76533,14,13,-0.016587,-0.005593,0.82,1.0,12.475,24.0,3.0,14.525,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,chicago_marathon,USA,11,2014,2025,2966,-0.007337,0.013219,-1.320701,13,14,-0.012269,-0.00408,1.0,1.0,12.0,18.0,9.0,15.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,malaga_marathon,ESP,5,2018,2025,468,-0.006827,0.016466,-1.228782,12,15,-0.013622,0.00129,0.99,1.0,7.475,18.525,8.475,19.525,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,london_marathon,GBR,11,2014,2025,50208,-0.002703,0.021795,-0.48658,11,16,-0.004579,-0.001155,1.0,1.0,9.0,12.525,14.475,18.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,edinburgh_marathon,GBR,10,2014,2025,5169,5e-06,0.021634,0.000878,10,17,-0.003762,0.003033,1.0,0.94,6.0,11.525,15.475,21.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,rotterdam_marathon,NED,5,2018,2024,202,0.00025,0.009599,0.044961,9,18,-0.008717,0.008993,0.99,0.72,5.0,14.0,13.0,22.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,copenhagen_marathon,DEN,9,2015,2025,582,0.000597,0.023383,0.107375,8,19,-0.008383,0.008721,1.0,0.86,5.0,14.525,12.475,22.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,vienna_marathon,AUT,6,2018,2025,229,0.002491,0.042425,0.448351,7,20,-0.007321,0.018886,1.0,0.46,3.0,13.525,13.475,24.0,100,headline,tie
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,tokyo_marathon,JPN,8,2015,2025,1371,0.002595,0.010304,0.467101,6,21,-0.002733,0.005887,1.0,0.8,5.0,11.0,16.0,22.0,100,headline,headline
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,belfast_marathon,GBR,10,2014,2025,1244,0.006306,0.016036,1.135,5,22,-0.002332,0.010308,1.0,0.26,5.0,10.575,16.425,22.0,100,headline,tie
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,stockholm_marathon,SWE,8,2014,2024,220,0.013358,0.036057,2.404352,4,23,0.004402,0.028926,1.0,0.01,1.0,6.0,21.0,26.0,100,headline,
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,milton_keynes_marathon,GBR,11,2014,2025,3604,0.015515,0.018635,2.792769,3,24,0.008667,0.018897,1.0,0.0,2.475,5.0,22.0,24.525,100,headline,
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,nyc_marathon,USA,11,2014,2025,2950,0.022613,0.010048,4.070337,2,25,0.017808,0.025519,1.0,0.0,1.0,3.0,24.0,26.0,100,headline,
Po10_M_14-25_mrc2,full_nu8p00,0,5,20,boston_marathon,USA,11,2014,2025,2743,0.030949,0.037885,5.57091,1,26,0.013118,0.033929,1.0,0.0,1.0,4.0,23.0,26.0,100,headline,
