excl_country,n_excluded_runners,n_dropped_races,n_common,n_home,dv_mean,dv_slope,med_abs_dv_s,med_abs_resid_s,share_affine,share_quad,share_resid,c2,R_kill,gauge_real_med_s,gauge_real_max_s,delta_plaus,gauge_plaus_med_s,gauge_plaus_max_s,eps_f,gauge_consistency,d_aging_max_s,d_aging_ident_max_s,max_abs_dgamma,boot_raw_med_s,boot_resid_med_s,ratio_med,ratio_p90,frac_gt2,spearman_raw,spearman_era,home_raw_s,home_resid_s,away_resid_s,sd_boot_home_s,z_home,gauge_home_plaus_s,gauge_home_real_s,verdict
USA,8162,0,295,33,-0.0,-0.001114,32.436996,9.505966,0.689407,0.007714,0.302879,4.3e-05,0.016085,3.844953,13.093669,0.002665,239.04035,814.032122,6e-05,-1.389845,15.934635,2.377084,0.000189,54.262972,53.784394,0.165756,1.527213,0.071186,0.965615,0.987386,66.016322,48.387898,-6.094659,7.632873,6.339408,41.404059,17.628424,SIGNAL
