slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,yorkshire_marathon,GBR,6,2019,2025,4899,-0.011369,0.010785,-2.034749,36,11,-0.012947,-0.007791,0.0,0.98,27.95,40.05,6.95,19.05,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,bostonUK_marathon,GBR,5,2021,2025,1529,-0.011361,0.004305,-2.033495,35,12,-0.015332,-0.008005,0.0,1.0,29.0,43.525,3.475,18.0,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,paris_marathon,FRA,11,2014,2025,115985,-0.011284,0.021489,-2.019628,34,13,-0.013303,-0.006637,0.0,0.98,27.0,41.0,6.0,20.0,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,amsterdam_marathon,NED,9,2016,2025,28193,-0.010795,0.003681,-1.932606,33,14,-0.012868,-0.009476,0.0,1.0,31.0,39.0,8.0,16.0,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,san_sebastian_marathon,ESP,3,2022,2025,2253,-0.010559,0.009495,-1.890603,32,15,-0.012172,-0.00267,0.01,0.87,21.475,38.525,8.475,25.525,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,chester_marathon,GBR,9,2016,2025,7883,-0.010272,0.011786,-1.83953,31,16,-0.012524,-0.004907,0.0,0.92,23.95,38.0,9.0,23.05,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,malaga_marathon,ESP,7,2018,2025,5422,-0.009239,0.011265,-1.655447,30,17,-0.015725,-0.004649,0.0,0.81,24.0,43.0,4.0,23.0,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,berlin_marathon,GER,11,2014,2025,78845,-0.00922,0.013248,-1.651964,29,18,-0.009889,-0.007418,0.0,0.97,26.475,32.0,15.0,20.525,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,rotterdam_marathon,NED,7,2018,2025,43895,-0.008076,0.025441,-1.447804,28,19,-0.009396,-0.006274,0.0,0.89,26.0,31.525,15.475,21.0,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,abingdon_marathon,GBR,4,2022,2025,1577,-0.007619,0.010561,-1.36628,27,20,-0.009672,-0.003812,0.01,0.45,22.0,31.525,15.475,25.0,100,,tie
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,hamburg_marathon,GER,7,2018,2025,22293,-0.007358,0.011004,-1.319497,26,21,-0.008712,-0.005526,0.0,0.61,25.0,30.0,17.0,22.0,100,,headline
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,cologne_marathon,GER,6,2018,2025,8856,-0.006357,0.031935,-1.140698,25,22,-0.008244,-0.004143,0.0,0.4,23.0,29.525,17.475,24.0,100,,tie
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,munich_marathon,GER,7,2018,2025,6989,-0.005011,0.019506,-0.899716,24,23,-0.007053,-0.002079,0.02,0.04,21.0,27.0,20.0,26.0,100,,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,chicago_marathon,USA,11,2014,2025,140338,-0.004473,0.015817,-0.8033,23,24,-0.005502,-0.003295,0.0,0.0,21.475,25.0,22.0,25.525,100,,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,prague_marathon,CZE,10,2014,2025,9477,-0.003354,0.018643,-0.602774,22,25,-0.007083,0.002205,0.32,0.03,16.475,26.525,20.475,30.525,100,tie,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,stockholm_marathon,SWE,11,2014,2025,43511,-0.002472,0.03544,-0.444333,21,26,-0.006192,0.000531,0.4,0.02,18.0,25.525,21.475,29.0,100,tie,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,tokyo_marathon,JPN,9,2015,2025,31099,-0.00156,0.002947,-0.280669,20,27,-0.002892,0.000231,0.77,0.0,18.0,22.0,25.0,29.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,london_marathon,GBR,12,2014,2025,111671,-0.001101,0.013568,-0.198051,19,28,-0.003144,-0.000209,0.66,0.0,18.0,22.0,25.0,29.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,copenhagen_marathon,DEN,10,2014,2025,26104,0.001116,0.02807,0.200993,18,29,-0.000605,0.002297,1.0,0.0,15.475,19.0,28.0,31.525,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,cape_town_marathon,RSA,3,2022,2024,184,0.00152,0.003903,0.273872,17,30,-0.006778,0.011084,0.84,0.03,7.0,26.05,20.95,40.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,vienna_marathon,AUT,7,2018,2025,4226,0.002052,0.023624,0.369678,16,31,-0.00043,0.006407,0.99,0.0,12.0,18.0,29.0,35.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,edinburgh_marathon,GBR,10,2014,2025,7943,0.002585,0.018276,0.465906,15,32,-0.000329,0.004728,1.0,0.0,14.0,18.525,28.475,33.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,oslo_marathon,NOR,8,2016,2025,4978,0.004299,0.006971,0.775533,14,33,0.000844,0.007579,0.99,0.0,11.0,17.525,29.475,36.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,belfast_marathon,GBR,10,2014,2025,1743,0.005916,0.014479,1.068102,13,34,0.002284,0.011197,1.0,0.0,7.0,16.0,31.0,40.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,madrid_marathon,ESP,5,2021,2025,1825,0.005933,0.003791,1.071105,12,35,0.002858,0.010733,1.0,0.0,7.475,15.0,32.0,39.525,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,rome_marathon,ITA,5,2021,2025,20671,0.006693,0.012549,1.20878,11,36,0.004896,0.00901,1.0,0.0,8.0,14.0,33.0,39.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,milan_marathon,ITA,4,2022,2025,11818,0.007055,0.009868,1.274324,10,37,0.004927,0.008975,1.0,0.0,8.0,14.0,33.0,39.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,boston_marathon,USA,11,2014,2025,35492,0.007372,0.030255,1.331921,9,38,0.006214,0.00984,1.0,0.0,7.0,13.0,34.0,40.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,melbourne_marathon,AUS,11,2014,2025,20958,0.008473,0.010703,1.531636,8,39,0.0043,0.012302,0.99,0.0,6.0,15.0,32.0,41.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,brighton_marathon,GBR,4,2022,2025,6995,0.010289,0.004889,1.861502,7,40,0.007639,0.012602,1.0,0.0,6.0,11.05,35.95,41.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,nyc_marathon,USA,11,2014,2025,244172,0.014342,0.008089,2.600202,6,41,0.013926,0.015851,1.0,0.0,4.0,6.0,41.0,43.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,milton_keynes_marathon,GBR,11,2014,2025,4994,0.016754,0.019851,3.041184,5,42,0.011096,0.018643,1.0,0.0,3.0,7.0,40.0,44.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,lisbon_marathon,POR,5,2021,2025,278,0.017006,0.005943,3.087279,4,43,0.0089,0.028189,1.0,0.0,1.0,8.525,38.475,46.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,sydney_marathon,AUS,4,2022,2025,17171,0.017902,0.013608,3.251301,3,44,0.014462,0.020743,1.0,0.0,2.0,5.0,42.0,45.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,HK_marathon,HKG,4,2018,2025,110,0.018045,0.017085,3.277551,2,45,0.014681,0.02472,1.0,0.0,2.0,5.525,41.475,45.0,100,headline,
ALL_B_14-25_mrc2,full_nu8p00,0,3,20,venice_marathon,ITA,3,2023,2025,5572,0.026324,0.010269,4.801248,1,46,0.023327,0.028726,1.0,0.0,1.0,2.0,45.0,46.0,100,headline,
