slug,slice,I,J,N,ae_mean,ae_p10,ae_p50,ae_p90,an_p95,an_max
ALL_M_14-25_mrc2,ALL_M,277903,344,863072,40.282948399197416,27.5,42.0,56.0,7.972621492128679,11.690622861054072
