slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
ALL_M_14-25_mrc2,ALL_M,inf,poly5-gvarying,poly5,varying,anderson,rand0,0.0,1256682.8837489707,-1956853.7674979414,1289907.749593331,278257,42,True,13.408478699973784
ALL_M_14-25_mrc2,ALL_M,inf,poly5-gvarying,poly5,varying,anderson,rand1,1.0,1256682.8830195083,-1956853.7660390167,1289907.7510522557,278257,41,True,11.341432300047018
ALL_M_14-25_mrc2,ALL_M,inf,poly6-goff,poly6,off,anderson,mean,,1248617.8919625352,-1940731.7839250704,1305983.060152616,278253,55,True,13.597473499947228
ALL_M_14-25_mrc2,ALL_M,inf,poly6-goff,poly6,off,anderson,rand0,0.0,1248617.891328768,-1940731.7826575362,1305983.06142015,278253,56,True,13.418459299951792
ALL_M_14-25_mrc2,ALL_M,inf,poly6-goff,poly6,off,anderson,rand1,1.0,1248617.8922458077,-1940731.7844916154,1305983.059586071,278253,55,True,12.127383699989878
ALL_M_14-25_mrc2,ALL_M,inf,poly6-gscalar,poly6,scalar,anderson,mean,,1251747.1595783036,-1946988.3191566071,1299738.1931744758,278254,52,True,14.024238000041805
ALL_M_14-25_mrc2,ALL_M,inf,poly6-gscalar,poly6,scalar,anderson,rand0,0.0,1251747.159658862,-1946988.319317724,1299738.1930133589,278254,52,True,12.82679319998715
ALL_M_14-25_mrc2,ALL_M,inf,poly6-gscalar,poly6,scalar,anderson,rand1,1.0,1251747.1602389112,-1946988.3204778223,1299738.1918532606,278254,54,True,12.70666759996675
ALL_M_14-25_mrc2,ALL_M,inf,poly6-gvarying,poly6,varying,anderson,mean,,1256783.6441848755,-1957051.288369751,1289733.5652283141,278259,46,True,14.427867599995807
ALL_M_14-25_mrc2,ALL_M,inf,poly6-gvarying,poly6,varying,anderson,rand0,0.0,1256783.6447004569,-1957051.2894009138,1289733.5641971515,278259,47,True,14.882279200013727
ALL_M_14-25_mrc2,ALL_M,inf,poly6-gvarying,poly6,varying,anderson,rand1,1.0,1256783.6441969792,-1957051.2883939585,1289733.5652041067,278259,41,True,12.704305900027975
ALL_M_14-25_mrc2,ALL_M,inf,spline3-goff,spline3,off,anderson,mean,,1248167.5740323549,-1939839.1480647097,1306829.0229993905,278249,56,True,12.57621069997549
ALL_M_14-25_mrc2,ALL_M,inf,spline3-goff,spline3,off,anderson,rand0,0.0,1248167.5735470895,-1939839.147094179,1306829.0239699213,278249,56,True,11.971346199978143
ALL_M_14-25_mrc2,ALL_M,inf,spline3-goff,spline3,off,anderson,rand1,1.0,1248167.5717568123,-1939839.1435136246,1306829.0275504757,278249,56,True,11.055549299926497
