slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,amsterdam_marathon,NED,8,2016,2025,549,-0.01888,0.014056,-3.398382,21,1,-0.022254,-0.011105,0.68,1.0,17.0,21.0,1.0,5.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,newport_marathon,GBR,6,2018,2025,901,-0.015705,0.01173,-2.826986,20,2,-0.020561,-0.009224,0.84,1.0,14.475,21.0,1.0,7.525,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,dublin_marathon,IRL,10,2014,2025,587,-0.015438,0.009284,-2.778918,19,3,-0.021132,-0.01063,0.84,1.0,15.475,21.0,1.0,6.525,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,frankfurt_marathon,GER,7,2015,2025,233,-0.014557,0.008674,-2.620185,18,4,-0.024168,-0.010834,0.7,1.0,15.0,21.0,1.0,7.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,seville_marathon,ESP,6,2019,2025,310,-0.012465,0.006229,-2.243668,17,5,-0.019058,-0.005097,0.96,1.0,11.475,21.0,1.0,10.525,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,paris_marathon,FRA,10,2014,2025,617,-0.011293,0.025667,-2.032689,16,6,-0.017681,-0.002539,0.98,1.0,9.475,20.0,2.0,12.525,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,valencia_marathon,ESP,8,2017,2025,924,-0.010573,0.007399,-1.903097,15,7,-0.015288,-0.005287,1.0,1.0,11.0,19.0,3.0,11.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,manchester_marathon,GBR,6,2019,2025,6682,-0.010356,0.018888,-1.864147,14,8,-0.012213,-0.007004,1.0,1.0,12.0,17.0,5.0,10.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,chester_marathon,GBR,9,2016,2025,2460,-0.010007,0.018251,-1.801199,13,9,-0.013684,-0.004463,1.0,1.0,11.0,17.525,4.475,11.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,yorkshire_marathon,GBR,6,2019,2025,1542,-0.006187,0.009802,-1.113664,12,10,-0.012248,-0.002296,1.0,1.0,9.475,15.525,6.475,12.525,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,bostonUK_marathon,GBR,5,2021,2025,423,-0.004753,0.006077,-0.855594,11,11,-0.01392,0.000993,1.0,1.0,7.0,17.525,4.475,15.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,berlin_marathon,GER,11,2014,2025,2944,-0.003624,0.012485,-0.652324,10,12,-0.006474,0.000394,1.0,1.0,8.0,11.0,11.0,14.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,tokyo_marathon,JPN,7,2016,2025,833,-0.000894,0.002964,-0.160846,9,13,-0.005162,0.005167,1.0,1.0,4.0,11.0,11.0,18.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,london_marathon,GBR,11,2014,2025,30024,-0.000875,0.021995,-0.157483,8,14,-0.002199,0.001864,1.0,1.0,6.0,10.0,12.0,16.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,chicago_marathon,USA,10,2014,2025,1613,-0.000856,0.01422,-0.154032,7,15,-0.005799,0.003135,1.0,1.0,5.0,12.0,10.0,17.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,belfast_marathon,GBR,10,2014,2025,445,0.002645,0.007629,0.476132,6,16,-0.001864,0.011004,1.0,1.0,3.0,9.0,13.0,19.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,edinburgh_marathon,GBR,10,2014,2025,2730,0.004442,0.02242,0.799543,5,17,-6.9e-05,0.007594,1.0,1.0,4.0,8.0,14.0,18.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,milton_keynes_marathon,GBR,11,2014,2025,1374,0.006497,0.020968,1.169375,4,18,0.00154,0.016986,1.0,0.99,3.0,7.0,15.0,19.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,copenhagen_marathon,DEN,6,2018,2025,160,0.011931,0.024324,2.147511,3,19,-0.000582,0.023929,1.0,0.95,1.0,7.525,14.475,21.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,nyc_marathon,USA,11,2014,2025,1646,0.02066,0.009876,3.718754,2,20,0.016653,0.025998,1.0,0.53,1.0,3.0,19.0,21.0,100,headline,headline
Po10_W_14-25_mrc2,full_nu8p00,0,5,20,boston_marathon,USA,10,2014,2025,1545,0.022098,0.034832,3.977664,1,21,0.015748,0.026956,1.0,0.53,1.0,3.0,19.0,21.0,100,headline,headline
