slug,solver,nu,cand,basis,gamma_form,fold,train_loglik,heldout_logdens,heldout_per_cell,heldout_rmse,n_test,n_orphan,n_iter
Po10_B_14-25_mrc2,anderson,inf,poly3-gvarying,poly3,varying,0,205652.4641298473,28958.661576190025,0.7849364805299115,0.08941551658455511,36893,0,11
Po10_B_14-25_mrc2,anderson,8,poly3-gvarying,poly3,varying,0,221977.37928782636,33672.39297361767,0.9127041165971234,0.08978582086169526,36893,0,187
Po10_B_14-25_mrc2,anderson,inf,poly3-gvarying,poly3,varying,1,205765.71840217485,28734.449270036494,0.7819536090030885,0.08956580487767422,36747,0,11
Po10_B_14-25_mrc2,anderson,8,poly3-gvarying,poly3,varying,1,221879.4282323621,33752.624626557365,0.9185137460624639,0.09025341191462581,36747,0,191
Po10_B_14-25_mrc2,anderson,inf,poly3-gvarying,poly3,varying,2,205865.25888172642,28719.23893570406,0.7808809325059562,0.08956134677900497,36778,0,11
Po10_B_14-25_mrc2,anderson,8,poly3-gvarying,poly3,varying,2,222099.0855676334,33303.93103704827,0.9055394811313359,0.09055289879727253,36778,0,202
Po10_B_14-25_mrc2,anderson,inf,poly3-gvarying,poly3,varying,3,205759.0454016538,28708.366057435655,0.77562926694501,0.08969780277708081,37013,0,11
Po10_B_14-25_mrc2,anderson,8,poly3-gvarying,poly3,varying,3,221944.35539073823,33493.922041335834,0.9049231902665505,0.09013643755582354,37013,0,154
Po10_B_14-25_mrc2,anderson,inf,poly3-gvarying,poly3,varying,4,204831.04107385833,30331.819886904635,0.8194024336630369,0.08822171892745045,37017,0,11
Po10_B_14-25_mrc2,anderson,8,poly3-gvarying,poly3,varying,4,221491.5484568879,34097.34841254261,0.9211267367032069,0.08877632810674024,37017,0,181
Po10_B_14-25_mrc2,anderson,inf,poly4-gscalar,poly4,scalar,0,205633.36720337125,28950.918974428972,0.7847266141118633,0.08943033358347106,36893,0,11
Po10_B_14-25_mrc2,anderson,8,poly4-gscalar,poly4,scalar,0,221951.8798334576,33586.79380171879,0.9103839156945435,0.08993929806211237,36893,0,188
Po10_B_14-25_mrc2,anderson,inf,poly4-gscalar,poly4,scalar,1,205736.77079073942,28736.31320187282,0.7820043323774137,0.08957341462612096,36747,0,11
Po10_B_14-25_mrc2,anderson,8,poly4-gscalar,poly4,scalar,1,221842.3348530901,33664.583498842854,0.9161178735364208,0.09055196833650207,36747,0,221
Po10_B_14-25_mrc2,anderson,inf,poly4-gscalar,poly4,scalar,2,205847.87768775946,28700.102237442596,0.7803606024645874,0.08958808562207725,36778,0,11
Po10_B_14-25_mrc2,anderson,8,poly4-gscalar,poly4,scalar,2,222070.69522813283,33263.93216797859,0.9044519051601119,0.09061857451337187,36778,0,232
Po10_B_14-25_mrc2,anderson,inf,poly4-gscalar,poly4,scalar,3,205741.26611160958,28687.10760235981,0.7750549159041367,0.08972679114726308,37013,0,11
Po10_B_14-25_mrc2,anderson,8,poly4-gscalar,poly4,scalar,3,221910.3868734883,33422.64617623824,0.9029974921308254,0.09026328484497355,37013,0,227
Po10_B_14-25_mrc2,anderson,inf,poly4-gscalar,poly4,scalar,4,204812.5874727166,30315.64954725837,0.818965598164583,0.08824561178543996,37017,0,11
Po10_B_14-25_mrc2,anderson,8,poly4-gscalar,poly4,scalar,4,221461.9125332127,33930.72570943489,0.9166254885440444,0.08912980364267638,37017,0,165
Po10_B_14-25_mrc2,anderson,inf,poly4-gvarying,poly4,varying,0,205675.34761989495,28965.61712710021,0.7851250136096335,0.08940030211652986,36893,0,13
Po10_B_14-25_mrc2,anderson,8,poly4-gvarying,poly4,varying,0,222010.18255521444,33671.47120457799,0.9126791316666574,0.0898234034800398,36893,0,258
Po10_B_14-25_mrc2,anderson,inf,poly4-gvarying,poly4,varying,1,205783.2989743243,28745.855761922157,0.7822640150739423,0.08954743208408178,36747,0,12
Po10_B_14-25_mrc2,anderson,8,poly4-gvarying,poly4,varying,1,221908.438376909,33723.652736005926,0.9177253309387413,0.09045375166488351,36747,0,213
Po10_B_14-25_mrc2,anderson,inf,poly4-gvarying,poly4,varying,2,205887.85621787223,28717.405100566797,0.7808310702204252,0.08955580228679871,36778,0,13
Po10_B_14-25_mrc2,anderson,8,poly4-gvarying,poly4,varying,2,222132.4518811871,33320.171201053,0.9059810539195444,0.09054654340549145,36778,0,177
Po10_B_14-25_mrc2,anderson,inf,poly4-gvarying,poly4,varying,3,205792.9271145453,28685.21561949522,0.7750037991920465,0.08971142677912453,37013,0,13
Po10_B_14-25_mrc2,anderson,8,poly4-gvarying,poly4,varying,3,221988.8803954159,33435.122847356506,0.9033345810217087,0.09023016388478314,37013,0,176
Po10_B_14-25_mrc2,anderson,inf,poly4-gvarying,poly4,varying,4,204866.81329897032,30307.58085864335,0.8187476256488464,0.08823729820054761,37017,0,12
Po10_B_14-25_mrc2,anderson,8,poly4-gvarying,poly4,varying,4,221537.92071171646,34019.19522728761,0.9190154584998138,0.08896695380804397,37017,0,175
Po10_B_14-25_mrc2,anderson,inf,poly5-gscalar,poly5,scalar,0,205654.6789158404,28945.435188037205,0.7845779738171795,0.08942923348258068,36893,0,11
Po10_B_14-25_mrc2,anderson,8,poly5-gscalar,poly5,scalar,0,221974.26434685008,33569.21220074891,0.9099073591399157,0.08994022638618868,36893,0,212
Po10_B_14-25_mrc2,anderson,inf,poly5-gscalar,poly5,scalar,1,205756.11055888073,28734.292999724737,0.7819493564025564,0.08956918061998324,36747,0,11
Po10_B_14-25_mrc2,anderson,8,poly5-gscalar,poly5,scalar,1,221863.13230595496,33689.72628136469,0.9168020867380926,0.09041489605461593,36747,0,176
Po10_B_14-25_mrc2,anderson,inf,poly5-gscalar,poly5,scalar,2,205882.23005140194,28662.306483443535,0.7793329295623345,0.08961791567431487,36778,0,11
Po10_B_14-25_mrc2,anderson,8,poly5-gscalar,poly5,scalar,2,222098.050798608,33262.5381177464,0.904414000700049,0.09056751519249244,36778,0,202
Po10_B_14-25_mrc2,anderson,inf,poly5-gscalar,poly5,scalar,3,205762.8958102219,28677.03105644595,0.7747826724784792,0.08973040007199301,37013,0,11
Po10_B_14-25_mrc2,anderson,8,poly5-gscalar,poly5,scalar,3,221930.57007601397,33433.71207972441,0.9032964655587068,0.09027624973039908,37013,0,149
Po10_B_14-25_mrc2,anderson,inf,poly5-gscalar,poly5,scalar,4,204825.56388774634,30321.879940438914,0.8191339098370726,0.08823453495338665,37017,0,11
Po10_B_14-25_mrc2,anderson,8,poly5-gscalar,poly5,scalar,4,221477.46741714622,33945.047439458984,0.9170123845654424,0.0891112638491307,37017,0,173
Po10_B_14-25_mrc2,anderson,inf,poly5-gvarying,poly5,varying,0,205698.96002640485,28954.952882412865,0.7848359548535729,0.08940409721572266,36893,0,13
Po10_B_14-25_mrc2,anderson,8,poly5-gvarying,poly5,varying,0,222036.47517023073,33601.126559247146,0.9107724110060755,0.0899495730922596,36893,0,249
Po10_B_14-25_mrc2,anderson,inf,poly5-gvarying,poly5,varying,1,205803.05943209177,28743.330636292456,0.7821952985629427,0.08954361220799693,36747,0,13
Po10_B_14-25_mrc2,anderson,8,poly5-gvarying,poly5,varying,1,221930.96896487015,33726.51376220006,0.9178031883473498,0.09033061140671564,36747,0,214
Po10_B_14-25_mrc2,anderson,inf,poly5-gvarying,poly5,varying,2,205922.7666722408,28679.304508596495,0.7797951087225106,0.08958577702248618,36778,0,13
Po10_B_14-25_mrc2,anderson,8,poly5-gvarying,poly5,varying,2,222160.43889594622,33352.868135670535,0.9068700890660323,0.09045684855358883,36778,0,156
Po10_B_14-25_mrc2,anderson,inf,poly5-gvarying,poly5,varying,3,205814.44691876756,28674.25631864061,0.7747077059044285,0.08971602027099428,37013,0,13
Po10_B_14-25_mrc2,anderson,8,poly5-gvarying,poly5,varying,3,222010.96087293685,33467.004362015636,0.9041959409400923,0.09015145467307988,37013,0,157
Po10_B_14-25_mrc2,anderson,inf,poly5-gvarying,poly5,varying,4,204879.78313739685,30314.164047097805,0.8189254679498016,0.08822583362966424,37017,0,13
Po10_B_14-25_mrc2,anderson,8,poly5-gvarying,poly5,varying,4,221553.57953328727,34018.761111872176,0.9190037310390409,0.08896666706152996,37017,0,197
Po10_B_14-25_mrc2,anderson,inf,poly6-gscalar,poly6,scalar,0,205672.76203701223,28938.111105835345,0.7843794515446113,0.08943121557850175,36893,0,11
