slug,slice,I,J,N,ae_mean,ae_p10,ae_p50,ae_p90,an_p95,an_max
Po10_W_14-25_mrc2,Po10_W,17679,203,61907,39.88595455886692,26.5,40.5,53.5,8.566735112936344,11.671457905544148
