slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,frankfurt_marathon,GER,9,2015,2025,22405,-0.016619,0.0167,-2.991361,38,1,-0.018276,-0.014939,0.0,1.0,36.0,38.0,1.0,3.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,newport_marathon,GBR,6,2018,2025,2281,-0.015821,0.005597,-2.847861,37,2,-0.020361,-0.013003,0.0,1.0,33.0,38.0,1.0,6.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,hannover_marathon,GER,6,2018,2025,2220,-0.014187,0.001523,-2.553597,36,3,-0.015957,-0.011251,0.0,1.0,28.475,36.525,2.475,10.525,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,zurich_marathon,SUI,5,2019,2025,4549,-0.01348,0.012119,-2.426442,35,4,-0.016996,-0.009624,0.0,1.0,26.0,37.0,2.0,13.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,amsterdam_marathon,NED,9,2016,2025,22398,-0.013213,0.00717,-2.378379,34,5,-0.014646,-0.011052,0.0,1.0,29.0,36.0,3.0,10.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,seville_marathon,ESP,7,2018,2025,9896,-0.013086,0.015555,-2.355551,33,6,-0.016844,-0.010853,0.0,1.0,30.0,37.0,2.0,9.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,eindhoven_marathon,NED,8,2017,2025,5373,-0.012894,0.022641,-2.320995,32,7,-0.01601,-0.009047,0.0,1.0,25.0,37.0,2.0,14.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,dublin_marathon,IRL,10,2014,2025,1703,-0.012166,0.011478,-2.189791,31,8,-0.015996,-0.008434,0.0,1.0,22.475,37.0,2.0,16.525,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,valencia_marathon,ESP,9,2017,2025,53729,-0.011572,0.009681,-2.083042,30,9,-0.013461,-0.009909,0.0,1.0,27.475,34.0,5.0,11.525,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,paris_marathon,FRA,11,2014,2025,94419,-0.011174,0.013153,-2.011389,29,10,-0.013777,-0.009227,0.0,1.0,24.475,34.0,5.0,14.525,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,manchester_marathon,GBR,6,2019,2025,15483,-0.010538,0.028815,-1.896878,28,11,-0.012004,-0.008823,0.0,1.0,24.475,33.525,5.475,14.525,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,berlin_marathon,GER,11,2014,2025,55134,-0.010151,0.015237,-1.82709,27,12,-0.010954,-0.008425,0.0,1.0,24.0,29.0,10.0,15.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,prague_marathon,CZE,10,2014,2025,7663,-0.008747,0.020919,-1.574402,26,13,-0.015768,-0.003165,0.2,0.9,15.95,36.525,2.475,23.05,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,bostonUK_marathon,GBR,5,2021,2025,1099,-0.008638,0.011411,-1.554806,25,14,-0.015705,-0.003161,0.16,0.88,15.0,36.525,2.475,24.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,chicago_marathon,USA,11,2014,2025,79414,-0.008105,0.026496,-1.458838,24,15,-0.009705,-0.007052,0.02,1.0,21.0,27.0,12.0,18.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,barcelona_marathon,ESP,5,2021,2025,5967,-0.007991,0.012582,-1.438413,23,16,-0.010606,-0.004904,0.21,0.96,18.0,28.0,11.0,21.0,100,,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,tokyo_marathon,JPN,9,2015,2025,19797,-0.007045,0.011978,-1.268046,22,17,-0.009069,-0.002972,0.58,0.71,15.0,25.0,14.0,24.0,100,headline,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,rotterdam_marathon,NED,7,2018,2025,34594,-0.006861,0.018288,-1.234904,21,18,-0.008974,-0.004957,0.4,0.87,17.0,25.0,14.0,22.0,100,tie,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,yorkshire_marathon,GBR,6,2019,2025,3354,-0.006052,0.007907,-1.089394,20,19,-0.009768,-0.002147,0.59,0.61,15.0,26.0,13.0,24.0,100,headline,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,stockholm_marathon,SWE,11,2014,2025,31086,-0.006027,0.037022,-1.084785,19,20,-0.008453,-0.003511,0.64,0.66,16.0,24.525,14.475,23.0,100,headline,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,malaga_marathon,ESP,7,2018,2025,4335,-0.005984,0.014517,-1.077118,18,21,-0.011399,-0.000255,0.49,0.62,13.475,30.05,8.95,25.525,100,tie,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,hamburg_marathon,GER,7,2018,2025,17234,-0.005886,0.007324,-1.059424,17,22,-0.007627,-0.003676,0.75,0.64,16.0,22.0,17.0,23.0,100,headline,headline
ALL_M_14-25_mrc2,full_nu8p00,0,5,20,london_marathon,GBR,12,2014,2025,69753,-0.003723,0.020283,-0.670178,16,23,-0.004854,-0.000499,1.0,0.01,13.0,18.0,21.0,26.0,100,headline,
