slug,slice,I,J,N,ae_mean,ae_p10,ae_p50,ae_p90,an_p95,an_max
ALL_B_14-25_mrc2,ALL_B,402597,347,1244290,39.73995625575335,27.0,41.5,55.5,7.972621492128679,11.690622861054072
