solver,nu,race_id,v
als,inf,15,0.018706239859781357
als,inf,16,-0.019106721538187238
als,inf,21,0.00015244627258106605
als,inf,41,-0.00035776152309358874
als,inf,42,-0.017588763523050457
als,inf,43,-0.037610597233036475
als,inf,48,-0.04626157283846141
als,inf,49,-0.03334844905767926
als,inf,60,-0.008948329793016798
als,inf,61,-0.03343398494339204
als,inf,66,-0.0094339286133005
als,inf,67,-0.019076636929760398
als,inf,68,-0.017662070601081898
als,inf,69,-0.02092805081907891
als,inf,70,-0.03135605134311156
als,inf,71,-0.04386110584222463
als,inf,72,0.02624223709827466
als,inf,73,0.004155094068706105
als,inf,74,0.01221449808281168
als,inf,75,-0.0018322788614341086
als,inf,76,-0.019681883739290838
als,inf,77,-0.0312962182887642
als,inf,78,-0.03559549462234061
als,inf,79,-0.036073708876450804
als,inf,80,-0.04691362608672081
als,inf,82,0.008541955620553467
als,inf,84,-0.001482952892785215
als,inf,85,0.02106424504907876
als,inf,86,0.004629549090867462
als,inf,87,-0.007723558521685556
als,inf,88,-0.013996827042002162
als,inf,89,-0.011142053764979905
als,inf,90,-0.009557563825648424
als,inf,91,-0.02450965502543213
als,inf,131,0.026647617688839532
als,inf,135,0.04268363919645913
als,inf,136,0.017103018651985578
als,inf,137,0.020904159434142453
als,inf,138,0.021629299865333684
als,inf,139,0.06831232377293105
als,inf,140,0.009675559660885392
als,inf,142,0.006485353988011893
als,inf,143,-0.005314680774482807
als,inf,144,-0.008745316526515374
als,inf,145,-0.013706943549797602
als,inf,146,-0.008296154561131707
als,inf,147,0.01932520783896272
als,inf,148,0.029363233257121875
als,inf,149,-0.024825067962833697
als,inf,150,-0.02013280355698249
als,inf,151,-0.04566878636402735
als,inf,176,0.005322726001184715
als,inf,177,0.006523941258229585
als,inf,178,0.01524908326822389
als,inf,179,0.020188704799736088
als,inf,180,0.006374414915843594
als,inf,181,-0.00564937091687035
als,inf,182,0.0089109398420897
als,inf,183,-0.021200406234880675
als,inf,184,-0.03013437536319593
als,inf,185,-0.03526732755886657
als,inf,186,0.006157761068570078
als,inf,193,0.0050896144783702125
als,inf,194,-0.001567163226980482
als,inf,195,0.008701440071218177
als,inf,196,-0.010429255030476814
als,inf,197,-0.004096102150297291
als,inf,198,-0.0017018548725339186
als,inf,199,-0.01274206003120686
als,inf,200,-0.029913419082803275
als,inf,201,-0.04021764699073258
als,inf,202,0.011831727513507868
als,inf,203,-0.003079734095112598
als,inf,205,-0.013477367996052998
als,inf,206,-0.0117007854595817
als,inf,207,-0.014055996820342751
als,inf,208,-0.036898685632798474
als,inf,213,-0.023131044542448822
als,inf,232,0.028288722944120687
als,inf,233,0.02479388947656455
als,inf,234,0.000760792684427997
als,inf,235,-0.015101999927721202
als,inf,236,-0.01435027753976715
als,inf,237,-0.017627257677508012
als,inf,238,-0.03577931610622622
als,inf,239,-0.05124721133604108
als,inf,245,0.01371549793708063
als,inf,285,0.014986215822313102
als,inf,286,0.009480425665549061
als,inf,287,0.01579836180624106
als,inf,288,0.000879675830276956
als,inf,289,0.010440137928763164
als,inf,290,-0.013363486813197777
als,inf,291,-0.011622150952739474
als,inf,292,-0.007655148404332616
als,inf,293,-0.005491540971655988
als,inf,302,0.013237684380450502
als,inf,303,0.038178686235757084
als,inf,304,0.01634748472763378
als,inf,305,0.02909811024318107
als,inf,306,-6.312293622040033e-05
als,inf,307,-0.022405970625156167
als,inf,308,-0.02968793172902264
als,inf,309,-0.03417562883501246
als,inf,310,-0.05590508051730855
als,inf,319,0.029325696090571375
als,inf,320,0.01871703868203247
als,inf,321,0.008321671785532477
als,inf,322,-0.008535382172730359
als,inf,323,-0.03478055332164035
als,inf,324,-0.020725828233998374
als,inf,325,-0.023998923551812264
als,inf,361,0.01882481010940261
als,inf,362,0.023447997563290142
als,inf,363,0.007048051800859742
als,inf,364,0.042218541481402944
als,inf,365,-0.004989940179242791
