slug,slice,I,J,N,ae_mean,ae_p10,ae_p50,ae_p90,an_p95,an_max
Po10_B_14-25_mrc2,Po10_B,49871,265,184448,40.14172254819782,26.5,40.5,54.5,8.988364134154688,11.690622861054072
