slug,nu,cand,basis,gamma_form,solver,entry_age_label,entry_age,peak_an,peak_age,peak_depth,peak_pct,improve_span_yr,breakeven_an,tail_value,plateau_p05_yr,plateau_p10_yr,plateau_p25_yr,tail_an_cut,tail_sign_changes,tail_nonmonotone
ALL_M_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,mean,40.282948399197416,3.289823518688583,43.572771917886,-0.011556818003830616,-0.011490294495946941,6.520900188829156,6.527315514247254,0.06549548639147341,1.40992436515225,2.114886547728375,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,p10,27.5,3.289823518688583,30.789823518688582,-0.011556818003830616,-0.011490294495946941,6.520900188829156,6.527315514247254,0.06549548639147341,1.40992436515225,2.114886547728375,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,p50,42.0,3.289823518688583,45.289823518688586,-0.011556818003830616,-0.011490294495946941,6.520900188829156,6.527315514247254,0.06549548639147341,1.40992436515225,2.114886547728375,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,inf,poly2-goff,poly2,off,anderson,p90,56.0,3.289823518688583,59.289823518688586,-0.011556818003830616,-0.011490294495946941,6.520900188829156,6.527315514247254,0.06549548639147341,1.40992436515225,2.114886547728375,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,8,poly2-goff,poly2,off,anderson,mean,40.282948399197416,3.289823518688583,43.572771917886,-0.011603333448699295,-0.011536274395259442,6.520900188829156,6.541996124733034,0.06527384381874433,1.4686712137002602,2.056139699180364,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,8,poly2-goff,poly2,off,anderson,p10,27.5,3.289823518688583,30.789823518688582,-0.011603333448699295,-0.011536274395259442,6.520900188829156,6.541996124733034,0.06527384381874433,1.4686712137002602,2.056139699180364,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,8,poly2-goff,poly2,off,anderson,p50,42.0,3.289823518688583,45.289823518688586,-0.011603333448699295,-0.011536274395259442,6.520900188829156,6.541996124733034,0.06527384381874433,1.4686712137002602,2.056139699180364,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,8,poly2-goff,poly2,off,anderson,p90,56.0,3.289823518688583,59.289823518688586,-0.011603333448699295,-0.011536274395259442,6.520900188829156,6.541996124733034,0.06527384381874433,1.4686712137002602,2.056139699180364,3.289823518688583,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,mean,40.282948399197416,3.3485703672365936,43.63151876643401,-0.012116932991954085,-0.012043818564870261,6.697140734473187,6.727512153312142,0.06213216772951391,1.5274180622482707,2.114886547728375,3.3485703672365936,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,p10,27.5,3.994785701264708,31.494785701264707,-0.017140852626173833,-0.01699478398291425,7.989571402529416,8.001563298420047,0.04618289685705129,1.8211523049883227,2.5261144875644477,3.994785701264708,7.972621492128679,0.0,0.0
ALL_M_14-25_mrc2,inf,poly2-gscalar,poly2,scalar,anderson,p50,42.0,3.289823518688583,45.289823518688586,-0.011508442351076741,-0.011442473537013916,6.520900188829156,6.556387021289466,0.0642745311520961,1.4686712137002602,2.056139699180364,3.289823518688583,7.972621492128679,0.0,0.0
