series_key,distance_m,year,course_id,net_gain_m,total_gain_m,uncertainty_total_m,uncertainty_net_m,n_files,status,remark
nyc_marathon,42195,2023,1,-7.5,242.3,28.3,4.8,4,filled_from_course,no track this year; value from course 1 (other years)
nyc_marathon,42195,2024,1,-7.5,242.3,28.3,4.8,4,filled_from_course,no track this year; value from course 1 (other years)
nyc_marathon,42195,2025,1,-7.5,242.3,28.3,4.8,4,measured,
osaka_marathon,42195,2023,,,,,,0,no_data,no usable marathon track for this series/course (gather)
osaka_marathon,42195,2024,,,,,,0,no_data,no usable marathon track for this series/course (gather)
osaka_marathon,42195,2025,,,,,,0,no_data,no usable marathon track for this series/course (gather)
oslo_marathon,42195,2016,1,0.4,315.8,43.4,4.5,8,measured,
oslo_marathon,42195,2017,1,0.4,315.8,43.4,4.5,8,measured,
oslo_marathon,42195,2018,1,0.4,315.8,43.4,4.5,8,measured,
oslo_marathon,42195,2019,1,0.4,315.8,43.4,4.5,8,filled_from_course,no track this year; value from course 1 (other years)
oslo_marathon,42195,2022,1,0.4,315.8,43.4,4.5,8,measured,
oslo_marathon,42195,2023,1,0.4,315.8,43.4,4.5,8,measured,
oslo_marathon,42195,2024,1,0.4,315.8,43.4,4.5,8,measured,
oslo_marathon,42195,2025,1,0.4,315.8,43.4,4.5,8,measured,
paris_marathon,42195,2014,1,2.1,285.6,5.9,0.4,2,measured,
paris_marathon,42195,2015,1,2.1,285.6,5.9,0.4,2,measured,
paris_marathon,42195,2016,1,2.1,285.6,5.9,0.4,2,measured,
paris_marathon,42195,2017,2,3.7,123.8,3.0,0.3,2,measured,
paris_marathon,42195,2018,2,3.7,123.8,3.0,0.3,2,measured,
paris_marathon,42195,2019,3,7.6,131.0,,,1,measured,
paris_marathon,42195,2021,4,4.0,125.9,10.5,3.5,2,measured,
paris_marathon,42195,2022,4,4.0,125.9,10.5,3.5,2,measured,
paris_marathon,42195,2023,5,10.2,137.8,2.3,6.0,2,measured,
paris_marathon,42195,2024,5,10.2,137.8,2.3,6.0,2,measured,
paris_marathon,42195,2025,6,4.4,132.9,4.8,0.9,4,measured,
prague_marathon,42195,2014,1,-0.3,104.4,4.1,0.7,6,filled_from_course,no track this year; value from course 1 (other years)
prague_marathon,42195,2015,1,-0.3,104.4,4.1,0.7,6,filled_from_course,no track this year; value from course 1 (other years)
prague_marathon,42195,2016,1,-0.3,104.4,4.1,0.7,6,filled_from_course,no track this year; value from course 1 (other years)
prague_marathon,42195,2017,1,-0.3,104.4,4.1,0.7,6,filled_from_course,no track this year; value from course 1 (other years)
prague_marathon,42195,2018,1,-0.3,104.4,4.1,0.7,6,filled_from_course,no track this year; value from course 1 (other years)
prague_marathon,42195,2019,1,-0.3,104.4,4.1,0.7,6,filled_from_course,no track this year; value from course 1 (other years)
prague_marathon,42195,2022,1,-0.3,104.4,4.1,0.7,6,measured,
