slug,nu,solver,cand,reference,pearson,spearman,top10_jaccard,max_abs_rank_shift_frac,mean_abs_dv,max_abs_dv
ALL_B_14-25_mrc2,8,anderson,poly2-goff,poly2-gscalar,0.9838945036477418,0.9791685215512215,0.7073170731707317,0.29394812680115273,0.002375653631818257,0.015289398999045172
ALL_B_14-25_mrc2,8,anderson,poly2-gscalar,poly2-gscalar,1.0,1.0,1.0,0.0,0.0,0.0
ALL_B_14-25_mrc2,8,anderson,poly2-gvarying,poly2-gscalar,0.9991699305613669,0.9987029689832666,0.8421052631578947,0.1037463976945245,0.0005185683254805345,0.004293067491495904
ALL_B_14-25_mrc2,8,anderson,poly3-goff,poly2-gscalar,0.9808447287082374,0.9759110091969724,0.7073170731707317,0.30547550432276654,0.0026332099010099924,0.016187572572008917
ALL_B_14-25_mrc2,8,anderson,poly3-gscalar,poly2-gscalar,0.9982892140596286,0.9972175295637485,0.8918918918918919,0.06628242074927954,0.0009301707935582714,0.003271896227819829
ALL_B_14-25_mrc2,8,anderson,poly3-gvarying,poly2-gscalar,0.9975320450237486,0.9963202919870712,0.8918918918918919,0.11239193083573487,0.0010521093711949449,0.006281504063215926
ALL_B_14-25_mrc2,8,anderson,poly4-goff,poly2-gscalar,0.9805415658045284,0.9748641362882051,0.6666666666666666,0.30835734870317005,0.00268396214344203,0.015476927321350194
ALL_B_14-25_mrc2,8,anderson,poly4-gscalar,poly2-gscalar,0.9974897941134332,0.9961310219604929,0.8918918918918919,0.07492795389048991,0.001117872100623389,0.00343986126026506
ALL_B_14-25_mrc2,8,anderson,poly4-gvarying,poly2-gscalar,0.9968965472316716,0.9955792955248983,0.8421052631578947,0.10951008645533142,0.0011312145043613114,0.005886470335350345
ALL_B_14-25_mrc2,8,anderson,poly5-goff,poly2-gscalar,0.9805333336692251,0.9746082340216176,0.6666666666666666,0.3285302593659942,0.002670176670630624,0.015460696927244732
ALL_B_14-25_mrc2,8,anderson,poly5-gscalar,poly2-gscalar,0.9973261397342874,0.9958650674163176,0.8918918918918919,0.08357348703170028,0.001149718168561716,0.0035603822014892224
ALL_B_14-25_mrc2,8,anderson,poly5-gvarying,poly2-gscalar,0.9970822686030331,0.9956841264197406,0.8918918918918919,0.10086455331412104,0.001161396778969908,0.004561572283623555
