solver,nu,fold,train_loglik,heldout_logdens,heldout_per_cell,heldout_rmse,n_test,n_orphan,n_iter
cv,inf,0,127283.92060471734,18013.313565391938,0.7436757313761018,0.09543654233567017,24222,0,13
cv,15.0,0,133934.68122462605,20184.298342411672,0.8333043655524595,0.0952875041690237,24222,0,44
cv,10.0,0,136129.96050727472,20587.70208250393,0.8499588011932924,0.09556657697235414,24222,0,679
cv,8.0,0,137500.7480423028,20789.495087000927,0.8582897814796848,0.09576315329255426,24222,0,916
cv,6.0,0,139451.04736927003,20830.580275873137,0.8599859745633365,0.09638328572208886,24222,0,1096
cv,5.0,0,140786.3412643186,20761.700350796167,0.8571422818427944,0.09689928408125953,24222,0,1119
cv,4.0,0,142507.26565507767,20619.46210529151,0.851270006824024,0.09750888739164242,24222,0,918
cv,3.0,0,144830.6682061738,20180.76925198279,0.83315866782193,0.09840270556179592,24222,0,1091
cv,inf,1,127432.18153528514,17646.207382882556,0.7252561498862585,0.09610356323926846,24331,0,13
cv,15.0,1,133933.52021426032,19926.917791814965,0.8189929633724452,0.09576530332319069,24331,0,26
cv,10.0,1,136121.4969626441,20160.810122061954,0.8286058987325615,0.0965856534533997,24331,0,785
cv,8.0,1,137492.98073096594,20278.401213968256,0.8334388727947168,0.09705608206565797,24331,0,982
cv,6.0,1,139440.20012893906,20382.527179389326,0.8377184324273284,0.09768424522338885,24331,0,1049
cv,5.0,1,140765.73615824667,20383.16579795917,0.8377446795429357,0.09812103386126095,24331,0,1134
cv,4.0,1,142469.29897278015,20263.68000024094,0.8328338333911858,0.0987360118830701,24331,0,1040
cv,3.0,1,144760.11498934036,19874.03092304919,0.8168193219781017,0.09956679339323127,24331,0,1107
cv,inf,2,127339.4758277614,17578.37712759849,0.7204252921146923,0.09631829023892564,24400,0,13
cv,15.0,2,133832.77609918278,19974.655966610346,0.8186334412545224,0.0959840372199799,24400,0,45
cv,10.0,2,136051.22516457242,20282.32525738432,0.8312428384173902,0.09668963669929945,24400,0,592
cv,8.0,2,137427.13808858983,20485.421291004855,0.839566446352658,0.0969657271259194,24400,0,892
cv,6.0,2,139375.75354790504,20664.315494539525,0.8468981760057183,0.09743786320812227,24400,0,886
cv,5.0,2,140701.2195541337,20648.675509970202,0.8462571930315657,0.09786775375205568,24400,0,974
cv,4.0,2,142400.66561825137,20486.444616633693,0.8396083859276103,0.09849128321963414,24400,0,1162
cv,3.0,2,144688.41186726972,20098.98734678655,0.8237289896223996,0.09931262560068203,24400,0,1130
cv,inf,3,127263.42679292614,17847.951685837812,0.7338192453678897,0.0958191674936648,24322,0,13
cv,15.0,3,133822.85052718292,20075.27326236395,0.8253956608158848,0.09549146506921581,24322,0,29
cv,10.0,3,136021.5881106154,20661.803572523564,0.8495108779098579,0.0953582086397425,24322,0,724
cv,8.0,3,137376.70372363226,20895.34010189716,0.8591127416288611,0.09551181335315864,24322,0,83
cv,6.0,3,139317.73703000895,21076.92911395466,0.8665787811016634,0.09592597427162956,24322,0,1021
cv,5.0,3,140632.27380733375,21093.69758977773,0.8672682176538825,0.0962860453984337,24322,0,1019
cv,4.0,3,142318.4219926682,20959.93537640091,0.8617685789162449,0.09691022660815816,24322,0,1114
cv,3.0,3,144585.9983188562,20548.92919399718,0.8448700433351362,0.09780618359047866,24322,0,1128
cv,inf,4,127102.32071324566,18199.546521483244,0.7506515372853473,0.09520141833742381,24245,0,13
cv,15.0,4,133718.41750061448,20354.60979748664,0.8395384531856729,0.09488036118129875,24245,0,32
cv,10.0,4,135947.29799167797,20761.32238425365,0.8563135650341782,0.09492606485412808,24245,0,954
cv,8.0,4,137342.93268641262,20891.812130917067,0.8616956952327105,0.09518792849928003,24245,0,945
cv,6.0,4,139327.084748057,20962.367508070252,0.8646057953421428,0.09566205338809117,24245,0,1120
cv,5.0,4,140681.70649296074,20882.93948334869,0.8613297374035344,0.0961067166044701,24245,0,979
cv,4.0,4,142422.36576975585,20668.792812159587,0.8524971256819792,0.09673695104567263,24245,0,1043
cv,3.0,4,144763.14318975157,20085.006966709618,0.8284185179092439,0.09765438040370276,24245,0,1014
