comp_id,series_key,year,date,race_country,total_runners,total_men,total_women,dnf_count,mean_time_sec,p1_time_sec,p10_time_sec,p25_time_sec,median_time_sec,p75_time_sec,mean_time,p1_time,p10_time,p25_time,median_time,p75_time,m_top1_sec,m_top3_sec,m_top10_sec,m_top25_sec,w_top1_sec,w_top3_sec,w_top10_sec,w_top25_sec,m_top1,m_top3,m_top10,m_top25,w_top1,w_top3,w_top10,w_top25,sub3_count,sub3_pct,sub4_count,sub4_pct,bq_count,bq_pct,m_sub3_count,m_sub3_pct,m_sub4_count,m_sub4_pct,m_bq_count,m_bq_pct,w_sub3_count,w_sub3_pct,w_sub4_count,w_sub4_pct,w_bq_count,w_bq_pct
920496084,belfast_marathon,2024,2024-05-05,GBR,4381,3141,1038,0,15267.35950696188,9984.4,12016.0,13375.0,15041.0,17023.0,04:14:27,02:46:24,03:20:16,03:42:55,04:10:41,04:43:43,8084.0,8110.0,9078.0,9622.0,9303.0,9598.0,11186.0,12048.0,02:14:44,02:15:10,02:31:18,02:40:22,02:35:03,02:39:58,03:06:26,03:20:48,166,3.7890892490299017,1873,42.75279616525907,63,1.4380278475233965,131,4.17064629099013,1493,47.5326329194524,44,1.4008277618592806,7,0.674373795761079,236,22.736030828516377,19,1.8304431599229287
921594309,chicago_marathon,2014,2014-10-12,USA,40606,22199,18405,0,16386.313820617645,10157.1,12397.0,13963.0,16045.0,18486.0,04:33:06,02:49:17,03:26:37,03:52:43,04:27:25,05:08:06,7451.0,7472.0,7903.0,8284.0,8737.0,8823.0,9446.0,9799.0,02:04:11,02:04:32,02:11:43,02:18:04,02:25:37,02:27:03,02:37:26,02:43:19,1037,2.5538097818056444,12547,30.89937447667832,2167,5.336649756193666,910,4.099283751520338,8980,40.45227262489301,1222,5.504752466327312,126,0.6845965770171148,3565,19.36973648465091,945,5.134474327628362
926720551,berlin_marathon,2022,2022-09-25,GER,34746,23225,11489,0,15139.930466816324,9421.45,11371.0,12905.0,14743.0,17100.75,04:12:20,02:37:01,03:09:31,03:35:05,04:05:43,04:45:01,7269.0,7588.0,7746.0,8055.0,8137.0,8283.0,8548.0,9342.0,02:01:09,02:06:28,02:09:06,02:14:15,02:15:37,02:18:03,02:22:28,02:35:42,2396,6.895757785068785,15985,46.005295573591205,4726,13.601565647844357,2206,9.498385360602798,12538,53.98493003229279,3175,13.670613562970937,176,1.5319000783357994,3420,29.76760379493428,1551,13.499869440334233
928244256,dublin_marathon,2023,2023-10-29,IRL,16506,11059,5286,4,15245.82733551436,9910.2,11756.5,13148.0,14809.0,16929.75,04:14:06,02:45:10,03:15:56,03:39:08,04:06:49,04:42:10,7610.0,7911.0,8389.0,8876.0,8781.0,8868.0,10302.0,10716.0,02:06:50,02:11:51,02:19:49,02:27:56,02:26:21,02:27:48,02:51:42,02:58:36,791,4.792196776929601,7444,45.09875196898098,1689,10.232642675390768,710,6.420110317388553,5963,53.9198842571661,1172,10.597703228139977,29,0.5486189935679153,1334,25.2364737041241,517,9.780552402572834
933659902,london_marathon,2023,2023-04-23,GBR,48832,28428,20180,0,16019.562336173001,9483.0,11556.0,13366.0,15623.0,18258.0,04:27:00,02:38:03,03:12:36,03:42:46,04:20:23,05:04:18,7285.0,7499.0,7998.0,8348.0,8313.0,8318.0,8667.0,9767.0,02:01:25,02:04:59,02:13:18,02:19:08,02:18:33,02:18:38,02:24:27,02:42:47,3041,6.22747378768021,18387,37.6535878112713,6170,12.635157273918743,2798,9.842408892641059,13361,46.999437174616574,3908,13.747009990150556,199,0.9861248761149654,4887,24.217046580773044,2262,11.209117938553023
951213843,chester_marathon,2025,2025-10-05,GBR,4913,3654,1254,0,14964.301648687157,9828.84,11552.4,13023.0,14617.0,16781.0,04:09:24,02:43:49,03:12:32,03:37:03,04:03:37,04:39:41,8236.0,8257.0,8940.0,9446.0,9861.0,9899.0,11204.0,11613.0,02:17:16,02:17:37,02:29:00,02:37:26,02:44:21,02:44:59,03:06:44,03:13:33,274,5.577040504783228,2357,47.97476083859149,464,9.444331365764299,265,7.252326217843459,1999,54.707170224411605,355,9.715380405035576,8,0.6379585326953748,357,28.4688995215311,109,8.692185007974482
973650973,berlin_marathon,2017,2017-09-24,GER,39218,28141,11057,0,15136.250777704116,9691.0,11794.0,13191.0,14831.5,16867.0,04:12:16,02:41:31,03:16:34,03:39:51,04:07:12,04:41:07,7412.0,7573.0,8002.0,8257.0,8423.0,8453.0,9254.0,10054.0,02:03:32,02:06:13,02:13:22,02:17:37,02:20:23,02:20:53,02:34:14,02:47:34,1766,4.503034320975063,17356,44.25518894385231,3661,9.334999235045133,1670,5.9344017625528585,14526,51.61863473224121,2683,9.534131693969652,87,0.7868318712128064,2814,25.44994121371077,978,8.845075517771548
998296918,madrid_marathon,2023,2023-04-23,ESP,7405,6400,1005,0,14595.912761647536,10140.0,11758.4,12917.0,14357.0,16037.0,04:03:16,02:49:00,03:15:58,03:35:17,03:59:17,04:27:17,7829.0,7832.0,8157.0,9493.0,8791.0,9467.0,11620.0,12237.0,02:10:29,02:10:32,02:15:57,02:38:13,02:26:31,02:37:47,03:13:40,03:23:57,262,3.5381498987170827,3766,50.85752869682647,593,8.00810263335584,257,4.015625,3504,54.75,517,8.078125,5,0.4975124378109453,262,26.06965174129353,76,7.5621890547263675
1006452688,valencia_marathon,2020,2020-12-06,ESP,134,53,34,0,8481.022388059702,7386.29,7623.8,7827.25,8322.0,8944.5,02:21:21,02:03:06,02:07:04,02:10:27,02:18:42,02:29:04,7380.0,7408.0,7622.0,7973.0,8233.0,8388.0,8903.0,9420.0,02:03:00,02:03:28,02:07:02,02:12:53,02:17:13,02:19:48,02:28:23,02:37:00,131,97.76119402985076,134,100.0,87,64.92537313432835,52,98.11320754716981,53,100.0,53,100.0,32,94.11764705882352,34,100.0,34,100.0
1030528481,venice_marathon,2024,2024-10-27,ITA,4404,3385,1019,0,15317.796775658493,10158.45,12262.5,13489.75,15214.5,16920.25,04:15:18,02:49:18,03:24:22,03:44:50,04:13:34,04:42:00,7746.0,7778.0,8241.0,9714.0,9157.0,9537.0,11762.0,12169.0,02:09:06,02:09:38,02:17:21,02:41:54,02:32:37,02:38:57,03:16:02,03:22:49,116,2.633969118982743,1704,38.69209809264305,329,7.470481380563125,108,3.1905465288035453,1467,43.33825701624816,231,6.824224519940916,8,0.7850834151128557,237,23.25809617271835,98,9.617271835132483
1039229754,stockholm_marathon,2016,2016-06-04,SWE,12854,9459,3394,0,15043.062004045434,10254.59,12146.0,13347.25,14834.5,16644.0,04:10:43,02:50:55,03:22:26,03:42:27,04:07:14,04:37:24,7858.0,8041.0,8737.0,9313.0,9106.0,9989.0,10381.0,10949.0,02:10:58,02:14:01,02:25:37,02:35:13,02:31:46,02:46:29,02:53:01,03:02:29,355,2.7617862144079663,5694,44.297494943208335,38,0.29562782013381045,334,3.531028649962998,4779,50.523311132255,17,0.17972301511787714,20,0.5892751915144373,914,26.929876252209784,21,0.6187389510901591
1060770915,yokohama_marathon,2024,2024-10-27,JPN,16260,13833,2427,1504,17458.075645756457,10744.59,13533.0,15319.0,17567.5,19863.0,04:50:58,02:59:05,03:45:33,04:15:19,04:52:48,05:31:03,8469.0,8771.0,9388.0,9893.0,10162.0,10306.0,11650.0,12384.0,02:21:09,02:26:11,02:36:28,02:44:53,02:49:22,02:51:46,03:14:10,03:26:24,176,1.082410824108241,2966,18.24108241082411,0,0.0,172,1.2434034555049518,2782,20.11132798380684,0,0.0,4,0.16481252575195715,184,7.581376184590029,0,0.0
1066982648,malaga_marathon,2025,2025-12-14,ESP,7572,5945,1618,783,13849.571592577917,9463.8762,10900.5073,12189.66975,13720.624,15346.080750000001,03:50:50,02:37:44,03:01:41,03:23:10,03:48:41,04:15:46,7284.223,7691.829,8239.69,8842.031,8682.028,8944.07,10182.348,10627.887,02:01:24,02:08:12,02:17:20,02:27:22,02:24:42,02:29:04,02:49:42,02:57:08,707,9.33703116745906,4761,62.87638668779715,1205,15.913893291072373,666,11.2026913372582,4032,67.82169890664423,924,15.542472666105972,37,2.2867737948084055,720,44.49938195302843,281,17.367119901112485
1083070726,malaga_marathon,2023,2023-12-10,ESP,3586,2924,659,288,13850.956218627998,9359.55,10848.0,12168.5,13728.5,15400.25,03:50:51,02:36:00,03:00:48,03:22:48,03:48:48,04:16:40,7730.0,7891.0,8632.0,9200.0,9232.0,9289.0,10514.0,11359.0,02:08:50,02:11:31,02:23:52,02:33:20,02:33:52,02:34:49,02:55:14,03:09:19,343,9.564974902398216,2248,62.688232013385395,656,18.293363078639153,326,11.149110807113544,1971,67.4076607387141,539,18.433652530779753,15,2.2761760242792106,274,41.578148710166914,117,17.754172989377846
1087596641,melbourne_marathon,2017,2017-10-15,AUS,5961,4198,1763,95,14977.312699211541,9997.2,11838.0,13124.0,14635.0,16599.0,04:09:37,02:46:37,03:17:18,03:38:44,04:03:55,04:36:39,8048.0,8321.0,8800.0,9393.0,8967.0,9829.0,10484.0,11281.0,02:14:08,02:18:41,02:26:40,02:36:33,02:29:27,02:43:49,02:54:44,03:08:01,262,4.39523569870827,2774,46.53581613823184,496,8.32075155175306,246,5.859933301572178,2246,53.501667460695565,327,7.789423535016675,16,0.9075439591605219,528,29.948950652297217,169,9.585933068633013
1088245142,paris_marathon,2026,2026-04-12,FRA,57477,39238,18239,0,15203.682081528263,10001.0,11847.0,13280.0,14927.0,16894.0,04:13:24,02:46:41,03:17:27,03:41:20,04:08:47,04:41:34,7518.0,7528.0,7620.0,8422.0,8314.0,8357.0,8932.0,10137.0,02:05:18,02:05:28,02:07:00,02:20:22,02:18:34,02:19:17,02:28:52,02:48:57,2397,4.17036379769299,24410,42.46916157767455,4095,7.12458896602119,2293,5.843824863652582,20053,51.10607064580254,2912,7.421377236352515,104,0.5702066999287242,4357,23.88837107297549,1183,6.486101211689238
1116747410,madrid_marathon,2026,2026-04-26,ESP,11787,9571,2216,1109,15041.696105879359,10285.86,11990.2,13253.0,14745.0,16565.0,04:10:42,02:51:26,03:19:50,03:40:53,04:05:45,04:36:05,7726.0,7750.0,8180.0,9564.0,8760.0,9169.0,10702.0,11431.0,02:08:46,02:09:10,02:16:20,02:39:24,02:26:00,02:32:49,02:58:22,03:10:31,317,2.6894035802154916,5208,44.184270806821075,710,6.0235853058454225,306,3.197158081705151,4651,48.59471319611326,572,5.976387002403093,11,0.4963898916967509,557,25.135379061371843,138,6.227436823104693
1119045376,rome_marathon,2026,2026-03-22,ITA,30020,21523,8490,4,15119.23840772818,10177.19,11966.0,13218.75,14651.0,16732.0,04:11:59,02:49:37,03:19:26,03:40:19,04:04:11,04:38:52,7592.0,7664.0,8036.0,8854.0,8564.0,8695.0,9029.0,10457.0,02:06:32,02:07:44,02:13:56,02:27:34,02:22:44,02:24:55,02:30:29,02:54:17,958,3.191205862758161,13826,46.05596269153898,2068,6.888740839440373,919,4.269850857222506,11574,53.77503136179901,1497,6.955350090600752,39,0.45936395759717313,2248,26.478209658421676,571,6.725559481743228
1128495506,london_marathon,2022,2022-10-02,GBR,40652,23681,16874,0,16567.158245596773,9688.0,11984.0,13838.0,16215.5,18979.25,04:36:07,02:41:28,03:19:44,03:50:38,04:30:16,05:16:19,7479.0,7553.0,8072.0,8593.0,8246.0,8312.0,9356.0,9936.0,02:04:39,02:05:53,02:14:32,02:23:13,02:17:26,02:18:32,02:35:56,02:45:36,1915,4.710715339958674,12915,31.769654629538525,4225,10.393092590770442,1766,7.4574553439466245,9628,40.65706684683924,2652,11.198851399856425,118,0.6993006993006993,3210,19.023349531824106,1573,9.322033898305085
1128922647,stockholm_marathon,2014,2014-05-31,SWE,16067,11946,4120,0,15022.663533951578,10293.32,12110.0,13341.0,14812.0,16625.0,04:10:23,02:51:33,03:21:50,03:42:21,04:06:52,04:37:05,8001.0,8069.0,8770.0,9188.0,9148.0,9388.0,10174.0,10788.0,02:13:21,02:14:29,02:26:10,02:33:08,02:32:28,02:36:28,02:49:34,02:59:48,400,2.4895749050849565,7126,44.351776934088505,65,0.4045559220763054,374,3.1307550644567224,6078,50.878955298844794,30,0.25113008538422904,25,0.6067961165048543,1047,25.4126213592233,35,0.8495145631067961
1138689162,stockholm_marathon,2023,2023-06-03,SWE,12714,9271,3439,0,15563.35582822086,10039.91,12243.6,13679.75,15372.5,17331.5,04:19:23,02:47:20,03:24:04,03:48:00,04:16:12,04:48:52,7861.0,8032.0,8756.0,9201.0,9044.0,9344.0,10046.0,10737.0,02:11:01,02:13:52,02:25:56,02:33:21,02:30:44,02:35:44,02:47:26,02:58:57,400,3.1461381154632684,4698,36.951392166116094,841,6.614755387761523,370,3.990939488728293,3921,42.293172257577396,572,6.16977672311509,26,0.7560337307356789,773,22.477464379179995,269,7.822041291072987
1150699688,madrid_marathon,2025,2025-04-27,ESP,10641,8714,1926,0,14647.366694859506,10201.0,11771.0,12919.0,14328.0,16115.0,04:04:07,02:50:01,03:16:11,03:35:19,03:58:48,04:28:35,7751.0,7838.0,8918.0,9549.0,8755.0,8938.0,9451.0,11535.0,02:09:11,02:10:38,02:28:38,02:39:09,02:25:55,02:28:58,02:37:31,03:12:15,376,3.533502490367447,5520,51.87482379475613,795,7.471102340005639,362,4.154234565067707,4944,56.73628643562084,632,7.252696809731467,13,0.6749740394600208,575,29.8546209761163,163,8.463136033229492
1151441293,itabashi_marathon,2013,2013-03-24,JPN,13328,11712,1616,341,16094.007803121249,10188.54,12125.0,13627.5,15710.0,18174.75,04:28:14,02:49:49,03:22:05,03:47:08,04:21:50,05:02:55,8849.0,8970.0,9313.0,9527.0,10338.0,10846.0,11349.0,11911.0,02:27:29,02:29:30,02:35:13,02:38:47,02:52:18,03:00:46,03:09:09,03:18:31,422,3.1662665066026414,4838,36.29951980792317,0,0.0,420,3.5860655737704916,4578,39.08811475409836,0,0.0,2,0.12376237623762376,260,16.08910891089109,0,0.0
1155454381,malaga_marathon,2019,2019-12-15,ESP,3305,2780,524,2,14007.659001512859,9232.08,11084.0,12349.0,13777.0,15441.0,03:53:28,02:33:52,03:04:44,03:25:49,03:49:37,04:17:21,7610.0,7840.0,8579.0,9071.0,8875.0,9336.0,9902.0,11372.0,02:06:50,02:10:40,02:22:59,02:31:11,02:27:55,02:35:36,02:45:02,03:09:32,266,8.04841149773071,2079,62.90468986384267,418,12.64750378214826,245,8.81294964028777,1855,66.72661870503596,336,12.086330935251798,20,3.816793893129771,223,42.55725190839695,82,15.648854961832063
1162151848,london_marathon,2021,2021-10-03,GBR,35932,21372,14402,0,16179.755566069241,9519.31,11622.1,13525.0,15851.0,18422.0,04:29:40,02:38:39,03:13:42,03:45:25,04:24:11,05:07:02,7441.0,7481.0,8136.0,8586.0,8263.0,8298.0,8982.0,10031.0,02:04:01,02:04:41,02:15:36,02:23:06,02:17:43,02:18:18,02:29:42,02:47:11,2152,5.9890905042858735,12717,35.39185127462986,4499,12.52087275965713,1980,9.264458169567659,9415,44.05296649822198,2859,13.377316114542392,114,0.79155672823219,3176,22.052492709345923,1640,11.387307318427995
1171458012,milton_keynes_marathon,2014,2014-05-05,GBR,2114,1473,568,73,15634.792809839168,10526.56,12389.0,13678.5,15399.5,17314.0,04:20:35,02:55:27,03:26:29,03:47:58,04:16:40,04:48:34,7537.0,9136.0,10274.0,10658.0,7370.0,7597.0,11915.0,12799.0,02:05:37,02:32:16,02:51:14,02:57:38,02:02:50,02:06:37,03:18:35,03:33:19,39,1.8448438978240302,762,36.04541154210029,75,3.5477767265846736,34,2.308214528173795,624,42.36252545824847,48,3.2586558044806515,4,0.7042253521126761,103,18.133802816901408,27,4.753521126760563
1178525813,kobe_marathon,2015,2015-11-15,JPN,17072,13158,3914,502,17203.287839737583,10305.84,12438.0,14293.0,17132.5,19961.25,04:46:43,02:51:46,03:27:18,03:58:13,04:45:32,05:32:41,8280.0,8722.0,9215.0,9459.0,9754.0,10271.0,10777.0,11456.0,02:18:00,02:25:22,02:33:35,02:37:39,02:42:34,02:51:11,02:59:37,03:10:56,409,2.3957357075913777,4444,26.03092783505155,1030,6.033270852858482,398,3.0247758017935857,3860,29.335765313877488,776,5.897552819577443,11,0.2810424118548799,584,14.92079713847726,254,6.4895247828308635
1188770732,paris_marathon,2025,2025-04-13,FRA,54934,38585,16345,0,15106.089871482141,10089.33,11927.0,13249.0,14802.0,16718.0,04:11:46,02:48:09,03:18:47,03:40:49,04:06:42,04:38:38,7525.0,7581.0,7743.0,8519.0,8445.0,8467.0,8859.0,10438.0,02:05:25,02:06:21,02:09:03,02:21:59,02:20:45,02:21:07,02:27:39,02:53:58,2036,3.7062657006589728,24265,44.171187242873266,3544,6.451378017257071,1990,5.157444602824932,20196,52.34158351691072,2566,6.650252688868731,44,0.2691954726215968,4065,24.869990822881615,978,5.983481186907311
1189707351,edinburgh_marathon,2019,2019-05-26,GBR,7301,4764,2525,0,15899.789891795645,10482.0,12593.0,13920.0,15593.0,17621.0,04:25:00,02:54:42,03:29:53,03:52:00,04:19:53,04:53:41,9013.0,9139.0,9365.0,9857.0,9776.0,10447.0,10797.0,11835.0,02:30:13,02:32:19,02:36:05,02:44:17,02:42:56,02:54:07,02:59:57,03:17:15,136,1.8627585262292836,2403,32.913299548007124,323,4.424051499794548,124,2.6028547439126783,1934,40.59613769941226,209,4.387069689336691,10,0.39603960396039606,459,18.178217821782177,114,4.514851485148514
1195260006,madrid_marathon,2021,2021-09-26,ESP,3831,3435,395,0,14517.481858522578,10116.4,11758.0,12865.5,14262.0,15973.5,04:01:57,02:48:36,03:15:58,03:34:26,03:57:42,04:26:14,7814.0,7859.0,8187.0,10062.0,8948.0,9163.0,11087.0,12230.0,02:10:14,02:10:59,02:16:27,02:47:42,02:29:08,02:32:43,03:04:47,03:23:50,148,3.86322109109893,2037,53.171495693030536,336,8.770555990602976,139,4.046579330422126,1932,56.24454148471616,290,8.442503639010189,8,2.0253164556962027,104,26.329113924050635,46,11.645569620253164
1213235311,zurich_marathon,2019,2019-04-28,SUI,2318,1816,502,93,13973.26790336497,9780.34,11324.8,12453.0,13868.0,15380.75,03:52:53,02:43:00,03:08:45,03:27:33,03:51:08,04:16:21,8089.0,8479.0,9271.0,9785.0,9742.0,9985.0,11198.0,11800.0,02:14:49,02:21:19,02:34:31,02:43:05,02:42:22,02:46:25,03:06:38,03:16:40,154,6.643658326143227,1455,62.76962899050906,318,13.718723037100949,146,8.039647577092511,1235,68.00660792951541,239,13.16079295154185,8,1.593625498007968,220,43.82470119521912,79,15.737051792828685
1219494144,london_marathon,2025,2025-04-27,GBR,56783,31695,24889,0,16822.25967278939,9468.0,11781.0,13755.0,16441.0,19417.0,04:40:22,02:37:48,03:16:21,03:49:15,04:34:01,05:23:37,7347.0,7460.0,7751.0,8288.0,8150.0,8340.0,8970.0,9579.0,02:02:27,02:04:20,02:09:11,02:18:08,02:15:50,02:19:00,02:29:30,02:39:39,2989,5.263899406512512,17896,31.51647500132082,6173,10.871211454132398,2688,8.48083293894936,12634,39.86117684177315,3751,11.834674238838934,252,1.0124954799308932,5144,20.66776487604966,2422,9.731206557113584
1219738919,chester_marathon,2017,2017-10-08,GBR,2587,1814,760,0,14747.68650947043,9663.72,11436.6,12773.0,14379.0,16551.0,04:05:48,02:41:04,03:10:37,03:32:53,03:59:39,04:35:51,8771.0,8890.0,9181.0,9648.0,9864.0,10127.0,10619.0,11566.0,02:26:11,02:28:10,02:33:01,02:40:48,02:44:24,02:48:47,02:56:59,03:12:46,151,5.836876691148047,1309,50.59914959412447,354,13.683803633552378,138,7.6074972436604185,1084,59.757442116868795,242,13.340683572216097,12,1.5789473684210527,216,28.421052631578945,112,14.736842105263156
1220422543,rotterdam_marathon,2026,2026-04-12,NED,15815,11788,3999,713,14571.202655706607,9390.56,11289.8,12847.5,14460.0,16243.0,04:02:51,02:36:31,03:08:10,03:34:08,04:01:00,04:30:43,7434.0,7459.0,7720.0,8093.0,8336.0,8602.0,9110.0,9962.0,02:03:54,02:04:19,02:08:40,02:14:53,02:18:56,02:23:22,02:31:50,02:46:02,1131,7.1514385077458105,7746,48.978817578248496,1589,10.047423332279482,1060,8.992195453003054,6598,55.972175093315236,1238,10.502205632846962,70,1.7504376094023506,1134,28.35708927231808,351,8.777194298574644
1233707854,london_marathon,2016,2016-04-24,GBR,38985,23836,15002,0,15971.926381941772,9666.84,11661.0,13492.0,15633.0,18052.0,04:26:12,02:41:07,03:14:21,03:44:52,04:20:33,05:00:52,7385.0,7596.0,7934.0,8383.0,8578.0,8619.0,8933.0,9589.0,02:03:05,02:06:36,02:12:14,02:19:43,02:22:58,02:23:39,02:28:53,02:39:49,2131,5.466204950622034,14294,36.665384122098246,4174,10.706682057201487,1984,8.323544218828664,10904,45.745930525255915,2859,11.994462158080214,103,0.6865751233168911,3276,21.837088388214905,1315,8.765497933608852
1237978925,barcelona_marathon,2022,2022-05-08,ESP,5709,4718,987,266,14386.453494482395,9562.88,11597.8,12705.0,14156.0,15909.0,03:59:46,02:39:23,03:13:18,03:31:45,03:55:56,04:25:09,7551.0,7561.0,7674.0,8958.0,8589.0,8709.0,9675.0,11242.0,02:05:51,02:06:01,02:07:54,02:29:18,02:23:09,02:25:09,02:41:15,03:07:22,294,5.149763531266421,3122,54.68558416535295,607,10.632334909791558,274,5.807545570156846,2779,58.902077151335305,476,10.089020771513352,17,1.7223910840932117,339,34.34650455927052,131,13.272543059777103
1238049322,belfast_marathon,2022,2022-05-01,GBR,3075,2160,767,0,15130.90406504065,10018.7,11854.0,13285.0,14941.0,16752.0,04:12:11,02:46:59,03:17:34,03:41:25,04:09:01,04:39:12,8819.0,9005.0,9635.0,10014.0,10438.0,10918.0,11646.0,12470.0,02:26:59,02:30:05,02:40:35,02:46:54,02:53:58,03:01:58,03:14:06,03:27:50,139,4.520325203252033,1345,43.73983739837398,213,6.926829268292684,108,5.0,1053,48.75,162,7.5,2,0.2607561929595828,176,22.946544980443285,51,6.6492829204693615
1248297028,copenhagen_marathon,2019,2019-05-19,DEN,10806,7840,2925,0,15222.028687766056,10184.0,12246.0,13530.0,14993.5,16808.5,04:13:42,02:49:44,03:24:06,03:45:30,04:09:54,04:40:08,7794.0,7918.0,8793.0,9532.0,9022.0,9341.0,10896.0,11454.0,02:09:54,02:11:58,02:26:33,02:38:52,02:30:22,02:35:41,03:01:36,03:10:54,287,2.6559318896909123,4424,40.94021839718675,692,6.403849713122339,269,3.431122448979592,3671,46.82397959183673,484,6.173469387755102,9,0.3076923076923077,732,25.025641025641026,208,7.111111111111111
1252737849,amsterdam_marathon,2018,2018-10-21,NED,12137,9188,2936,0,14467.683776880613,9572.08,11491.0,12776.0,14266.0,16014.0,04:01:08,02:39:32,03:11:31,03:32:56,03:57:46,04:26:54,7477.0,7583.0,8238.0,8788.0,8607.0,8617.0,9620.0,10480.0,02:04:37,02:06:23,02:17:18,02:26:28,02:23:27,02:23:37,02:40:20,02:54:40,712,5.866359067314822,6498,53.53876575760073,1251,10.30732470956579,664,7.226817588158467,5511,59.98040922942969,923,10.045711797997388,39,1.3283378746594006,975,33.20844686648501,328,11.1716621253406
1258931869,zurich_marathon,2026,2026-04-12,SUI,5173,3962,1209,217,14073.757007539145,9523.04,11039.2,12419.0,13974.0,15619.0,03:54:34,02:38:43,03:03:59,03:26:59,03:52:54,04:20:19,7743.0,7847.0,8544.0,9042.0,8905.0,9553.0,10399.0,10797.0,02:09:03,02:10:47,02:22:24,02:30:42,02:28:25,02:39:13,02:53:19,02:59:57,450,8.699014111734003,3061,59.17262710226174,650,12.565242605838007,425,10.726905603230692,2543,64.18475517415446,490,12.36749116607774,25,2.0678246484698097,518,42.84532671629446,160,13.234077750206783
1266644270,kobe_marathon,2018,2018-11-18,JPN,11004,9656,1348,357,17860.37568157034,10571.6,13348.3,15241.75,17683.5,20571.75,04:57:40,02:56:12,03:42:28,04:14:02,04:54:44,05:42:52,8793.0,8976.0,9100.0,9671.0,10676.0,11222.0,11973.0,12848.0,02:26:33,02:29:36,02:31:40,02:41:11,02:57:56,03:07:02,03:19:33,03:34:08,172,1.5630679752817158,2158,19.611050527081062,377,3.4260268993093423,171,1.7709196354598178,2052,21.251035625517815,363,3.7593206296603148,1,0.0741839762611276,106,7.863501483679524,14,1.0385756676557862
1268058333,rome_marathon,2024,2024-03-17,ITA,11440,11416,20,253,15100.376223776224,10112.39,11828.0,13132.0,14716.0,16729.0,04:11:40,02:48:32,03:17:08,03:38:52,04:05:16,04:38:49,7584.0,7749.0,8274.0,9340.0,8676.0,8801.0,10071.0,,02:06:24,02:09:09,02:17:54,02:35:40,02:24:36,02:26:41,02:47:51,,402,3.5139860139860137,5227,45.69055944055944,808,7.062937062937063,386,3.381219341275403,5207,45.611422564821304,792,6.937631394533987,14,70.0,16,80.0,16,80.0
1289503712,stockholm_marathon,2021,2021-10-09,SWE,6955,5066,1887,0,14847.037239396117,9745.16,11657.4,13035.5,14546.0,16493.5,04:07:27,02:42:25,03:14:17,03:37:16,04:02:26,04:34:54,7944.0,7950.0,8200.0,9159.0,8943.0,9068.0,9730.0,10924.0,02:12:24,02:12:30,02:16:40,02:32:39,02:29:03,02:31:08,02:42:10,03:02:04,329,4.730409777138749,3341,48.03738317757009,675,9.705248023005032,303,5.981050138176076,2766,54.5992893801816,472,9.317015396762732,24,1.2718600953895072,573,30.36565977742448,203,10.757816640169581
1292817014,paris_marathon,2024,2024-04-07,FRA,53799,39127,14666,0,15066.169166713136,9977.98,11839.0,13178.0,14807.0,16706.5,04:11:06,02:46:18,03:17:19,03:39:38,04:06:47,04:38:26,7533.0,7614.0,7841.0,8667.0,8445.0,8506.0,9051.0,10290.0,02:05:33,02:06:54,02:10:41,02:24:27,02:20:45,02:21:46,02:30:51,02:51:30,2151,3.9982155802152453,23815,44.266622056172054,3523,6.54844885592669,2098,5.362026222301735,20199,51.62419812405755,2575,6.581133232805991,50,0.34092458748124915,3612,24.62839219964544,948,6.463930178644484
1292875943,zurich_marathon,2025,2025-04-13,SUI,4135,3239,895,151,13963.215961305925,9422.0,11079.8,12387.5,13825.0,15552.5,03:52:43,02:37:02,03:04:40,03:26:28,03:50:25,04:19:12,7756.0,7887.0,8557.0,9102.0,9335.0,9591.0,10483.0,11111.0,02:09:16,02:11:27,02:22:37,02:31:42,02:35:35,02:39:51,02:54:43,03:05:11,344,8.319226118500604,2562,61.95888754534462,543,13.13180169286578,329,10.157456004939796,2177,67.21210250077185,418,12.905217659771534,14,1.564245810055866,384,42.90502793296089,125,13.966480446927374
1297646170,dublin_marathon,2014,2014-10-27,IRL,12288,8560,3718,258,15589.761637369791,10336.87,12228.0,13609.75,15191.5,17187.5,04:19:50,02:52:17,03:23:48,03:46:50,04:13:12,04:46:28,8087.0,8112.0,8653.0,9361.0,9255.0,9533.0,10177.0,11331.0,02:14:47,02:15:12,02:24:13,02:36:01,02:34:15,02:38:53,02:49:37,03:08:51,315,2.5634765625,4759,38.72884114583333,608,4.947916666666666,297,3.4696261682242993,4049,47.30140186915888,444,5.186915887850467,15,0.4034427111350188,700,18.827326519634212,164,4.410973641742872
1317487475,paris_marathon,2019,2019-04-14,FRA,47495,35169,12309,0,15123.215264764713,10178.94,12046.0,13359.5,14826.0,16680.0,04:12:03,02:49:39,03:20:46,03:42:40,04:07:06,04:38:00,7625.0,7649.0,8241.0,8908.0,8567.0,8621.0,10127.0,10747.0,02:07:05,02:07:29,02:17:21,02:28:28,02:22:47,02:23:41,02:48:47,02:59:07,1477,3.1098010316875464,20733,43.653016106958624,2887,6.078534582587641,1439,4.091671642639825,18050,51.32360886007563,2257,6.417583667434388,27,0.21935169388252496,2667,21.66707287350719,630,5.118206190592249
