comp_id,series_key,year,date,race_country,total_runners,total_men,total_women,dnf_count,mean_time_sec,p1_time_sec,p10_time_sec,p25_time_sec,median_time_sec,p75_time_sec,mean_time,p1_time,p10_time,p25_time,median_time,p75_time,m_top1_sec,m_top3_sec,m_top10_sec,m_top25_sec,w_top1_sec,w_top3_sec,w_top10_sec,w_top25_sec,m_top1,m_top3,m_top10,m_top25,w_top1,w_top3,w_top10,w_top25,sub3_count,sub3_pct,sub4_count,sub4_pct,bq_count,bq_pct,m_sub3_count,m_sub3_pct,m_sub4_count,m_sub4_pct,m_bq_count,m_bq_pct,w_sub3_count,w_sub3_pct,w_sub4_count,w_sub4_pct,w_bq_count,w_bq_pct
2186388322,london_marathon,2024,2024-04-21,GBR,53927,30936,22805,0,16055.962208170304,9403.0,11428.0,13241.0,15549.0,18436.0,04:27:36,02:36:43,03:10:28,03:40:41,04:19:09,05:07:16,7441.0,7606.0,7879.0,8312.0,8176.0,8184.0,8703.0,9736.0,02:04:01,02:06:46,02:11:19,02:18:32,02:16:16,02:16:24,02:25:03,02:42:16,3697,6.855564003189498,20990,38.92298848443266,7430,13.777884918500938,3378,10.919317300232738,15092,48.78458753555728,4637,14.989009568140677,263,1.1532558649418987,5763,25.270773953080468,2793,12.247314185485639
2186831660,rome_marathon,2022,2022-03-27,ITA,5489,4373,1110,0,15188.502459464384,10174.52,12054.4,13293.0,14727.0,16673.0,04:13:09,02:49:35,03:20:54,03:41:33,04:05:27,04:37:53,7608.0,7711.0,8604.0,9776.0,8769.0,9061.0,10746.0,11872.0,02:06:48,02:08:31,02:23:24,02:42:56,02:26:09,02:31:01,02:59:06,03:17:52,163,2.9695755146656952,2469,44.98087083257424,518,9.437055930041902,150,3.4301394923393547,2178,49.805625428767435,389,8.895495083466727,10,0.9009009009009009,286,25.765765765765764,129,11.621621621621623
2204774558,edinburgh_marathon,2014,2014-05-25,GBR,8613,5800,2800,0,15520.388946940671,10516.8,12327.0,13593.0,15244.0,17172.0,04:18:40,02:55:17,03:25:27,03:46:33,04:14:04,04:46:12,8133.0,8247.0,9255.0,9864.0,9367.0,10022.0,10915.0,11663.0,02:15:33,02:17:27,02:34:15,02:44:24,02:36:07,02:47:02,03:01:55,03:14:23,168,1.9505398815743642,3332,38.685707651224895,340,3.947521188900499,157,2.706896551724138,2743,47.293103448275865,226,3.896551724137931,9,0.3214285714285714,579,20.67857142857143,114,4.071428571428572
2205505511,singapore_marathon,2014,2014-12-07,SGP,10320,8670,1650,409,21443.796608527133,12531.57,16110.5,18605.0,21480.0,24292.25,05:57:24,03:28:52,04:28:30,05:10:05,05:58:00,06:44:52,8200.0,8356.0,8843.0,10789.0,10013.0,10137.0,11283.0,12772.0,02:16:40,02:19:16,02:27:23,02:59:49,02:46:53,02:48:57,03:08:03,03:32:52,32,0.31007751937984496,446,4.321705426356589,56,0.5426356589147286,25,0.28835063437139563,396,4.567474048442906,32,0.3690888119953864,7,0.4242424242424243,50,3.0303030303030303,24,1.4545454545454546
2227361622,zurich_marathon,2023,2023-04-23,SUI,2800,2200,600,101,14035.300357142858,9077.72,11079.1,12428.5,13948.5,15610.25,03:53:55,02:31:18,03:04:39,03:27:08,03:52:28,04:20:10,7752.0,7903.0,8496.0,9050.0,8654.0,9011.0,10308.0,11371.0,02:09:12,02:11:43,02:21:36,02:30:50,02:24:14,02:30:11,02:51:48,03:09:31,239,8.535714285714285,1692,60.42857142857143,427,15.25,224,10.181818181818182,1436,65.27272727272727,327,14.863636363636365,15,2.5,256,42.66666666666667,100,16.666666666666664
2266539529,nyc_marathon,2017,2017-11-05,USA,50641,29579,21048,0,16623.580142572224,10325.0,12664.0,14231.0,16227.0,18561.0,04:37:04,02:52:05,03:31:04,03:57:11,04:30:27,05:09:21,7853.0,7912.0,8129.0,8906.0,8813.0,8888.0,9104.0,9952.0,02:10:53,02:11:52,02:15:29,02:28:26,02:26:53,02:28:08,02:31:44,02:45:52,1090,2.1524061531170395,14018,27.681127939811617,2657,5.246736833790802,1011,3.417965448460056,10612,35.87680448967173,1616,5.463335474492038,75,0.3563283922462942,3396,16.1345496009122,1041,4.945838084378564
2274259360,vienna_marathon,2024,2024-04-21,AUT,7485,5780,1679,5,14406.376753507015,9475.84,11358.6,12621.0,14220.0,15963.0,04:00:06,02:37:56,03:09:19,03:30:21,03:57:00,04:26:03,7595.0,7852.0,8052.0,8459.0,8648.0,8813.0,9085.0,10457.0,02:06:35,02:10:52,02:14:12,02:20:59,02:24:08,02:26:53,02:31:25,02:54:17,500,6.6800267201068815,4063,54.28189712758851,877,11.716766867067468,469,8.114186851211072,3456,59.79238754325259,653,11.29757785467128,27,1.6081000595592614,590,35.139964264443115,224,13.341274568195354
2276663761,singapore_marathon,2019,2019-11-30,SGP,10255,8146,2108,999,21318.54900048757,12273.28,16140.2,18600.0,21484.0,24305.5,05:55:19,03:24:33,04:29:00,05:10:00,05:58:04,06:45:06,8352.0,8423.0,8971.0,10548.0,8933.0,9423.0,10490.0,12967.0,02:19:12,02:20:23,02:29:31,02:55:48,02:28:53,02:37:03,02:54:50,03:36:07,43,0.4193076548025354,450,4.388103364212579,53,0.5168210628961483,31,0.3805548735575743,393,4.82445371961699,32,0.3928308372207218,11,0.5218216318785579,56,2.6565464895635675,21,0.9962049335863378
2294272324,edinburgh_marathon,2015,2015-05-31,GBR,7182,4783,2389,0,15464.108604845447,10481.81,12350.0,13625.25,15169.5,17149.5,04:17:44,02:54:42,03:25:50,03:47:05,04:12:50,04:45:50,8376.0,8760.0,9677.0,9961.0,9582.0,10198.0,10806.0,11670.0,02:19:36,02:26:00,02:41:17,02:46:01,02:39:42,02:49:58,03:00:06,03:14:30,116,1.6151489835700361,2811,39.13951545530493,316,4.399888610414926,107,2.2370896926615096,2309,48.27514112481706,205,4.286012962575789,9,0.37672666387609877,494,20.678107994976976,111,4.646295521138551
2299303418,munich_marathon,2023,2023-10-08,GER,4156,3277,878,171,14817.721366698748,10337.5,11946.0,13186.75,14536.0,16265.75,04:06:58,02:52:18,03:19:06,03:39:47,04:02:16,04:31:06,7757.0,7766.0,9049.0,10223.0,9094.0,9197.0,11051.0,12006.0,02:09:17,02:09:26,02:30:49,02:50:23,02:31:34,02:33:17,03:04:11,03:20:06,128,3.079884504331088,1998,48.07507218479307,273,6.5688161693936475,121,3.6924015868172106,1714,52.30393652731157,197,6.011595971925542,7,0.7972665148063782,284,32.346241457858774,76,8.656036446469248
2301942660,milton_keynes_marathon,2016,2016-05-02,GBR,1954,1399,526,0,15698.209825997952,10704.2,12462.6,13661.75,15428.5,17318.0,04:21:38,02:58:24,03:27:43,03:47:42,04:17:08,04:48:38,9070.0,9485.0,10360.0,10797.0,11015.0,11181.0,12299.0,12982.0,02:31:10,02:38:05,02:52:40,02:59:57,03:03:35,03:06:21,03:24:59,03:36:22,25,1.2794268167860798,710,36.33572159672467,55,2.8147389969293757,25,1.7869907076483202,606,43.316654753395284,36,2.573266619013581,0,0.0,91,17.300380228136884,19,3.6121673003802277
2309072856,boston_marathon,2026,2026-04-20,USA,29025,16342,12578,0,13119.37670973299,8953.24,10175.0,11130.0,12515.0,14484.0,03:38:39,02:29:13,02:49:35,03:05:30,03:28:35,04:01:24,7312.0,7370.0,7535.0,7784.0,8331.0,8407.0,8573.0,9269.0,02:01:52,02:02:50,02:05:35,02:09:44,02:18:51,02:20:07,02:22:53,02:34:29,5849,20.151593453919038,21556,74.26701119724376,15346,52.871662360034456,5228,31.991188349039284,12932,79.13352098886305,8443,51.66442295924612,608,4.833836858006042,8534,67.84862458260454,6903,54.88153919542058
2309807523,seville_marathon,2023,2023-02-19,ESP,8621,7368,1233,666,13384.872056605962,8432.0,10446.0,11612.0,13205.0,14922.0,03:43:05,02:20:32,02:54:06,03:13:32,03:40:05,04:08:42,7499.0,7522.0,7657.0,7827.0,8427.0,8583.0,8853.0,9268.0,02:04:59,02:05:22,02:07:37,02:10:27,02:20:27,02:23:03,02:27:33,02:34:28,1332,15.450643776824036,5979,69.35390325948266,2074,24.05753392877856,1252,16.992399565689468,5373,72.92345276872965,1760,23.887079261672095,63,5.109489051094891,586,47.526358475263585,314,25.46634225466342
2335857687,amsterdam_marathon,2022,2022-10-16,NED,12669,9675,2987,0,14329.21611808351,9400.4,11191.8,12551.0,14194.0,15901.0,03:58:49,02:36:40,03:06:32,03:29:11,03:56:34,04:25:01,7494.0,7502.0,7743.0,8230.0,8239.0,8565.0,9546.0,10494.0,02:04:54,02:05:02,02:09:03,02:17:10,02:17:19,02:22:45,02:39:06,02:54:54,979,7.72752387718052,6934,54.73202304838583,1567,12.368774173178625,930,9.612403100775193,5890,60.87855297157623,1222,12.630490956072352,44,1.4730498828255774,1037,34.717107465684634,345,11.550050217609641
2361312932,yokohama_marathon,2018,2018-10-28,JPN,24651,20482,4169,2066,17373.70763863535,11237.0,13578.0,15288.0,17486.0,19684.0,04:49:34,03:07:17,03:46:18,04:14:48,04:51:26,05:28:04,8851.0,8893.0,9446.0,9818.0,10821.0,11297.0,11879.0,12488.0,02:27:31,02:28:13,02:37:26,02:43:38,03:00:21,03:08:17,03:17:59,03:28:08,144,0.5841548010222709,4436,17.99521317593607,0,0.0,144,0.7030563421540865,4147,20.247046186895812,0,0.0,0,0.0,289,6.932118013912208,0,0.0
2363542723,abingdon_marathon,2025,2025-10-19,GBR,1017,725,283,0,13139.83087512291,9419.0,10490.8,11291.0,12793.0,14382.0,03:39:00,02:36:59,02:54:51,03:08:11,03:33:13,03:59:42,8964.0,9017.0,9381.0,9605.0,10003.0,10317.0,10612.0,11223.0,02:29:24,02:30:17,02:36:21,02:40:05,02:46:43,02:51:57,02:56:52,03:07:03,171,16.8141592920354,766,75.31956735496559,350,34.4149459193707,155,21.379310344827587,583,80.41379310344827,232,32.0,14,4.946996466431095,175,61.83745583038869,118,41.69611307420495
2369528365,amsterdam_marathon,2021,2021-10-17,NED,6644,5248,1359,0,14051.157585791692,9031.45,10939.1,12488.75,13934.5,15495.25,03:54:11,02:30:31,03:02:19,03:28:09,03:52:14,04:18:15,7418.0,7472.0,7615.0,8178.0,8277.0,8418.0,9556.0,10505.0,02:03:38,02:04:32,02:06:55,02:16:18,02:17:57,02:20:18,02:39:16,02:55:05,614,9.241420830824804,4017,60.46056592414209,908,13.666465984346779,570,10.861280487804878,3455,65.83460365853658,725,13.814786585365853,36,2.6490066225165565,535,39.36718175128771,183,13.46578366445916
2374072102,prague_marathon,2025,2025-05-04,CZE,7660,5863,1796,0,14847.18368146214,9787.31,11639.0,12993.0,14483.5,16412.75,04:07:27,02:43:07,03:13:59,03:36:33,04:01:24,04:33:33,7514.0,7750.0,8072.0,8817.0,8455.0,8530.0,9806.0,11069.0,02:05:14,02:09:10,02:14:32,02:26:57,02:20:55,02:22:10,02:43:26,03:04:29,371,4.8433420365535245,3744,48.87728459530026,706,9.216710182767624,348,5.9355278867473995,3225,55.00596964011598,532,9.073852976292,22,1.2249443207126949,518,28.84187082405345,174,9.688195991091314
2379956079,tokyo_marathon,2024,2024-03-03,JPN,35420,26679,8730,0,16025.863721061547,9530.95,11654.0,13366.75,15756.0,18603.0,04:27:06,02:38:51,03:14:14,03:42:47,04:22:36,05:10:03,7335.0,7457.0,7613.0,7849.0,8154.0,8217.0,9177.0,9821.0,02:02:15,02:04:17,02:06:53,02:10:49,02:15:54,02:16:57,02:32:57,02:43:41,1930,5.448898927159797,13369,37.744212309429706,5146,14.528514963297573,1792,6.716893436785487,11113,41.65448480077964,3707,13.89482364406462,132,1.5120274914089347,2246,25.727376861397477,1439,16.483390607101946
2390233399,hannover_marathon,2023,2023-03-26,GER,1682,1331,345,0,14196.30083234245,8955.06,11112.6,12545.25,14032.5,15761.0,03:56:36,02:29:15,03:05:13,03:29:05,03:53:52,04:22:41,7637.0,7893.0,8708.0,9361.0,8745.0,8989.0,10144.0,12320.0,02:07:17,02:11:33,02:25:08,02:36:01,02:25:45,02:29:49,02:49:04,03:25:20,149,8.858501783590963,988,58.73959571938169,260,15.457788347205708,134,10.067618332081143,850,63.86175807663411,206,15.477084898572501,12,3.4782608695652173,133,38.550724637681164,54,15.65217391304348
2410142178,boston_marathon,2025,2025-04-21,USA,28404,16096,12226,0,13392.609315589354,9136.0,10389.3,11408.0,12818.5,14804.25,03:43:13,02:32:16,02:53:09,03:10:08,03:33:38,04:06:44,7485.0,7504.0,7680.0,8031.0,8242.0,8286.0,8623.0,9223.0,02:04:45,02:05:04,02:08:00,02:13:51,02:17:22,02:18:06,02:23:43,02:33:43,4684,16.490635121813828,20348,71.63779749331081,12363,43.52555978031263,4281,26.596669980119287,12422,77.17445328031809,6827,42.414264413518886,385,3.1490266644855227,7860,64.28921969573041,5536,45.28054964829053
2427155089,rotterdam_marathon,2019,2019-04-07,NED,14558,11157,3391,0,15156.810001373815,9586.7,11909.0,13458.25,15132.0,16851.5,04:12:37,02:39:47,03:18:29,03:44:18,04:12:12,04:40:52,7451.0,7577.0,8020.0,8590.0,8572.0,8808.0,9328.0,9883.0,02:04:11,02:06:17,02:13:40,02:23:10,02:22:52,02:26:48,02:35:28,02:44:43,634,4.354993817832121,5756,39.53839813161149,1030,7.075147685121583,579,5.1895670879268625,5053,45.289952496190736,797,7.143497355920051,46,1.3565319964612208,693,20.436449424948393,233,6.871129460336184
2434274131,malaga_marathon,2024,2024-12-15,ESP,5755,4620,1124,406,13600.232555864466,9273.34206,10712.8866,11948.039,13477.553,15073.8755,03:46:40,02:34:33,02:58:33,03:19:08,03:44:38,04:11:14,7684.855,7819.148,8286.4,8945.387,8708.433,8772.979,9882.555,10669.824,02:08:05,02:10:19,02:18:06,02:29:05,02:25:08,02:26:13,02:44:43,02:57:50,683,11.867940920938315,3830,66.55082536924414,1131,19.652476107732404,643,13.917748917748918,3284,71.08225108225108,882,19.090909090909093,35,3.113879003558719,536,47.686832740213525,249,22.15302491103203
2444002841,paris_marathon,2016,2016-04-03,FRA,41796,31675,10112,0,15699.282897884965,10384.95,12387.0,13767.0,15479.0,17408.0,04:21:39,02:53:05,03:26:27,03:49:27,04:17:59,04:50:08,7631.0,7683.0,8001.0,9041.0,8753.0,8891.0,9514.0,10743.0,02:07:11,02:08:03,02:13:21,02:30:41,02:25:53,02:28:11,02:38:34,02:59:03,925,2.2131304431046033,14503,34.69949277442817,1835,4.390372284429132,893,2.819258089976322,12862,40.60615627466456,1443,4.555643251775848,29,0.28678797468354433,1633,16.149129746835442,392,3.8765822784810124
2468537236,rotterdam_marathon,2024,2024-04-14,NED,17088,13090,3986,0,14448.531835205993,9386.61,11289.0,12802.0,14360.0,16092.0,04:00:49,02:36:27,03:08:09,03:33:22,03:59:20,04:28:12,7485.0,7516.0,7809.0,8022.0,8367.0,8563.0,8808.0,9945.0,02:04:45,02:05:16,02:10:09,02:13:42,02:19:27,02:22:43,02:26:48,02:45:45,1219,7.133661048689138,8699,50.907069288389515,1838,10.756086142322099,1157,8.838808250572956,7467,57.04354469060351,1424,10.878533231474407,57,1.4300050175614651,1222,30.65730055193176,414,10.386352232814852
2469378217,edinburgh_marathon,2024,2024-05-26,GBR,9977,6604,3344,0,15687.016538037486,10205.04,12181.6,13616.0,15461.0,17512.0,04:21:27,02:50:05,03:23:02,03:46:56,04:17:41,04:51:52,8592.0,8664.0,9212.0,9588.0,10095.0,10670.0,11052.0,11537.0,02:23:12,02:24:24,02:33:32,02:39:48,02:48:15,02:57:50,03:04:12,03:12:17,301,3.0169389596070966,3684,36.92492733286559,483,4.841134609602085,292,4.421562689279225,3066,46.42640823743186,353,5.345245305875227,7,0.20933014354066987,600,17.942583732057415,130,3.8875598086124405
2481738314,venice_marathon,2025,2025-10-26,ITA,5553,4150,1401,0,15151.373851971906,9947.8,12001.2,13374.0,14937.0,16869.0,04:12:31,02:45:48,03:20:01,03:42:54,04:08:57,04:41:09,7738.0,7863.0,8857.0,9546.0,8849.0,9049.0,10331.0,11402.0,02:08:58,02:11:03,02:27:37,02:39:06,02:27:29,02:30:49,02:52:11,03:10:02,208,3.7457230325949933,2376,42.78768233387358,468,8.427876823338735,192,4.626506024096385,2021,48.69879518072289,348,8.3855421686747,15,1.070663811563169,354,25.267665952890795,120,8.565310492505352
2484229487,london_marathon,2017,2017-04-23,GBR,39339,23746,15454,0,16251.632908818221,9650.0,11722.8,13614.5,15989.0,18512.5,04:30:52,02:40:50,03:15:23,03:46:54,04:26:29,05:08:32,7548.0,7661.0,7898.0,8313.0,8221.0,8588.0,8821.0,9567.0,02:05:48,02:07:41,02:11:38,02:18:33,02:17:01,02:23:08,02:27:01,02:39:27,1992,5.063677266834439,13439,34.16202750451206,4069,10.343425099773762,1848,7.7823633454055425,10148,42.73561863050619,2836,11.943064095005475,99,0.6406108450886502,3178,20.564255209007378,1233,7.97851688883137
2491970486,berlin_marathon,2016,2016-09-25,GER,35979,26740,9217,0,15157.959948859057,9777.0,11781.8,13200.0,14834.0,16908.5,04:12:38,02:42:57,03:16:22,03:40:00,04:07:14,04:41:48,7383.0,7531.0,7822.0,8335.0,8445.0,8896.0,9758.0,10312.0,02:03:03,02:05:31,02:10:22,02:18:55,02:20:45,02:28:16,02:42:38,02:51:52,1602,4.452597348453264,15936,44.29250396064371,3243,9.013591261569248,1518,5.6768885564697085,13537,50.6245325355273,2451,9.166043380703066,76,0.8245633069328415,2380,25.821850927633722,792,8.592817619615927
2498180017,dublin_marathon,2017,2017-10-29,IRL,15886,10652,5177,7,15454.532733224223,10195.8,12051.0,13436.0,15025.5,17053.75,04:17:35,02:49:56,03:20:51,03:43:56,04:10:26,04:44:14,8152.0,8158.0,8332.0,9208.0,8937.0,9354.0,10357.0,11036.0,02:15:52,02:15:58,02:18:52,02:33:28,02:28:57,02:35:54,02:52:37,03:03:56,513,3.2292584665743425,6552,41.243862520458265,1027,6.46481178396072,488,4.581299286518964,5399,50.685317311303045,707,6.637251220428089,20,0.38632412594166504,1108,21.402356577168245,320,6.181186015066641
2499937510,rotterdam_marathon,2021,2021-10-24,NED,10866,8508,2354,0,14469.823578133628,9560.55,11577.5,12887.75,14326.5,15954.0,04:01:10,02:39:21,03:12:58,03:34:48,03:58:46,04:25:54,7416.0,7466.0,7992.0,8638.0,8526.0,9041.0,10255.0,11151.0,02:03:36,02:04:26,02:13:12,02:23:58,02:22:06,02:30:41,02:50:55,03:05:51,609,5.604638321369409,5632,51.83140069942941,1098,10.104914411927112,587,6.899388810531265,4976,58.48613070051716,880,10.343206393982134,18,0.7646559048428208,652,27.697536108751063,218,9.260832625318606
2512640100,tokyo_marathon,2015,2015-02-22,JPN,34033,26810,7220,0,16699.220609408516,9781.28,12376.2,14073.0,16618.0,19226.0,04:38:19,02:43:01,03:26:16,03:54:33,04:36:58,05:20:26,7559.0,7593.0,7760.0,8170.0,8642.0,8802.0,9432.0,10112.0,02:05:59,02:06:33,02:09:20,02:16:10,02:24:02,02:26:42,02:37:12,02:48:32,1139,3.3467516821908148,9840,28.913113742544,2464,7.240031733905328,1071,3.9947780678851172,8655,32.282730324505785,1839,6.859380828049236,65,0.9002770083102494,1182,16.371191135734072,625,8.65650969529086
2522341008,copenhagen_marathon,2024,2024-05-05,DEN,14585,10606,3868,0,14246.060267398012,9729.04,11442.4,12663.0,14102.0,15594.0,03:57:26,02:42:09,03:10:42,03:31:03,03:55:02,04:19:54,7751.0,7827.0,8131.0,8712.0,8851.0,8901.0,9518.0,10415.0,02:09:11,02:10:27,02:15:31,02:25:12,02:27:31,02:28:21,02:38:38,02:53:35,857,5.875899897154611,8378,57.44257799108673,1332,9.13267055193692,808,7.618329247595701,6756,63.69979257024326,963,9.0797661700924,48,1.2409513960703205,1595,41.23578076525336,369,9.53981385729059
2523121254,yokohama_marathon,2022,2022-10-30,JPN,16464,13944,2520,1372,16953.467261904763,10680.63,13158.3,14805.0,17054.0,19239.25,04:42:33,02:58:01,03:39:18,04:06:45,04:44:14,05:20:39,8640.0,8839.0,9244.0,9819.0,10622.0,11062.0,11760.0,12410.0,02:24:00,02:27:19,02:34:04,02:43:39,02:57:02,03:04:22,03:16:00,03:26:50,198,1.2026239067055393,3608,21.914480077745385,0,0.0,196,1.4056224899598393,3381,24.246987951807228,0,0.0,2,0.07936507936507936,227,9.007936507936508,0,0.0
2529435144,boston_marathon,2017,2017-04-17,USA,26411,14433,11973,0,14283.842679186702,9794.0,11351.0,12499.0,13900.0,15708.5,03:58:04,02:43:14,03:09:11,03:28:19,03:51:40,04:21:48,7777.0,7828.0,8128.0,8606.0,8512.0,8580.0,9206.0,9798.0,02:09:37,02:10:28,02:15:28,02:23:26,02:21:52,02:23:00,02:33:26,02:43:18,1455,5.5090681912839345,15628,59.17231456590058,4083,15.459467646056568,1362,9.436707545208895,9749,67.54659460957528,2215,15.346774752303748,92,0.7683955566691724,5874,49.06038586820346,1868,15.601770650630586
2532744977,prague_marathon,2023,2023-05-07,CZE,5392,4195,1192,0,14753.861646884274,9457.58,11660.0,12911.0,14358.0,16364.0,04:05:54,02:37:38,03:14:20,03:35:11,03:59:18,04:32:44,7509.0,7660.0,8188.0,9042.0,8632.0,8855.0,9847.0,11435.0,02:05:09,02:07:40,02:16:28,02:30:42,02:23:52,02:27:35,02:44:07,03:10:35,269,4.988872403560831,2735,50.72329376854599,586,10.867952522255193,248,5.911799761620977,2366,56.40047675804529,445,10.607866507747318,17,1.4261744966442953,364,30.536912751677853,141,11.828859060402683
2539026276,itabashi_marathon,2018,2018-03-18,JPN,13412,11801,1611,424,16117.150462272592,10157.210000000001,12136.1,13690.0,15771.5,18239.75,04:28:37,02:49:17,03:22:16,03:48:10,04:22:52,05:04:00,8363.0,8763.0,8991.0,9254.0,9909.0,10479.0,10936.0,11380.0,02:19:23,02:26:03,02:29:51,02:34:14,02:45:09,02:54:39,03:02:16,03:09:40,453,3.3775723232925734,4824,35.967790038771255,0,0.0,447,3.78781459198373,4552,38.5730022879417,0,0.0,6,0.37243947858473,272,16.883923029174426,0,0.0
2547587821,belfast_marathon,2023,2023-04-30,GBR,3345,2440,754,0,15194.072944693573,10108.76,11943.0,13380.0,14938.0,16865.0,04:13:14,02:48:29,03:19:03,03:43:00,04:08:58,04:41:05,8574.0,8763.0,9446.0,10055.0,9440.0,10433.0,11581.0,12661.0,02:22:54,02:26:03,02:37:26,02:47:35,02:37:20,02:53:53,03:13:01,03:31:01,140,4.185351270553064,1422,42.511210762331835,89,2.6606875934230194,102,4.180327868852459,1136,46.557377049180324,62,2.540983606557377,5,0.6631299734748011,166,22.015915119363395,27,3.580901856763926
2556258431,belfast_marathon,2025,2025-05-04,GBR,5224,3733,1328,0,15179.522396630935,10100.3,11889.6,13284.0,14943.5,16893.5,04:13:00,02:48:20,03:18:10,03:41:24,04:09:04,04:41:34,8017.0,8970.0,9426.0,9880.0,9510.0,10568.0,11269.0,11977.0,02:13:37,02:29:30,02:37:06,02:44:40,02:38:30,02:56:08,03:07:49,03:19:37,205,3.924196018376723,2288,43.797856049004594,77,1.4739663093415007,167,4.4736137155103135,1841,49.31690329493705,53,1.4197696222877043,6,0.4518072289156626,318,23.94578313253012,24,1.8072289156626504
2564044560,cologne_marathon,2023,2023-10-01,GER,3787,2939,848,3,15042.455769738579,9806.1,11800.2,13339.5,14941.0,16744.5,04:10:42,02:43:26,03:16:40,03:42:20,04:09:01,04:39:04,8083.0,8156.0,8834.0,9422.0,9420.0,10015.0,10415.0,11549.0,02:14:43,02:15:56,02:27:14,02:37:02,02:37:00,02:46:55,02:53:35,03:12:29,164,4.3306047002904675,1641,43.33245312912596,345,9.110113546342752,150,5.103776794828173,1397,47.53317454916638,246,8.370193943518203,14,1.650943396226415,244,28.77358490566038,99,11.674528301886793
2564796809,london_marathon,2020,2020-10-04,GBR,47,26,18,0,8302.36170212766,7541.46,7587.8,7822.0,8258.0,8762.0,02:18:22,02:05:41,02:06:28,02:10:22,02:17:38,02:26:02,7541.0,7545.0,7789.0,8402.0,8338.0,8525.0,8898.0,,02:05:41,02:05:45,02:09:49,02:20:02,02:18:58,02:22:05,02:28:18,,47,100.0,47,100.0,44,93.61702127659575,26,100.0,26,100.0,26,100.0,18,100.0,18,100.0,18,100.0
2579262860,berlin_marathon,2023,2023-09-24,GER,43049,28584,14396,0,15108.077284025181,9316.96,11267.8,12820.0,14655.0,17121.0,04:11:48,02:35:17,03:07:48,03:33:40,04:04:15,04:45:21,7362.0,7404.0,7510.0,7904.0,7913.0,8321.0,8605.0,9135.0,02:02:42,02:03:24,02:05:10,02:11:44,02:11:53,02:18:41,02:23:25,02:32:15,3202,7.438035726730005,20272,47.09052475086529,6140,14.262816790169342,2940,10.285474391267842,15808,55.30366638678981,4154,14.532605653512453,243,1.6879688802445125,4423,30.72381217004724,1986,13.795498749652682
2583145833,newport_marathon,2026,2026-04-19,GBR,2751,1998,741,0,14428.562704471102,9438.5,10747.0,12128.5,14120.0,16339.5,04:00:29,02:37:18,02:59:07,03:22:08,03:55:20,04:32:20,8467.0,8653.0,8976.0,9402.0,9792.0,10539.0,11057.0,11893.0,02:21:07,02:24:13,02:29:36,02:36:42,02:43:12,02:55:39,03:04:17,03:18:13,307,11.159578335150854,1528,55.543438749545615,459,16.68484187568157,296,14.814814814814813,1253,62.712712712712715,354,17.71771771771772,8,1.0796221322537112,265,35.76248313090418,105,14.17004048582996
2609135984,copenhagen_marathon,2026,2026-05-10,DEN,21647,15127,6488,0,13989.216427218553,9447.38,10928.6,12338.5,13851.0,15431.0,03:53:09,02:37:27,03:02:09,03:25:38,03:50:51,04:17:11,7706.0,7754.0,7940.0,8426.0,8528.0,8678.0,9025.0,10003.0,02:08:26,02:09:14,02:12:20,02:20:26,02:22:08,02:24:38,02:30:25,02:46:43,1939,8.957361297177439,13374,61.7822331038943,2672,12.343511803021205,1820,12.031466913465987,10412,68.83056785879553,1813,11.985192040721888,115,1.7725030826140569,2942,45.34525277435265,859,13.239827373612822
2611870401,san_sebastian_marathon,2022,2022-11-27,ESP,2010,1783,226,194,13062.568656716418,9164.54,10573.0,11510.25,12966.5,14361.0,03:37:43,02:32:45,02:56:13,03:11:50,03:36:06,03:59:21,8007.0,8031.0,8728.0,9391.0,7797.0,8586.0,10564.0,12233.0,02:13:27,02:13:51,02:25:28,02:36:31,02:09:57,02:23:06,02:56:04,03:23:53,303,15.074626865671641,1520,75.62189054726367,419,20.845771144278608,291,16.320807627593943,1393,78.12675266404936,369,20.69545709478407,11,4.867256637168142,126,55.75221238938053,50,22.123893805309734
2627246115,paris_marathon,2023,2023-04-02,FRA,50780,37725,13043,0,14695.63166601024,9855.0,11680.0,12965.0,14438.0,16167.25,04:04:56,02:44:15,03:14:40,03:36:05,04:00:38,04:29:27,7635.0,7705.0,7973.0,8468.0,8599.0,8602.0,9029.0,10327.0,02:07:15,02:08:25,02:12:53,02:21:08,02:23:19,02:23:22,02:30:29,02:52:07,2420,4.765655769988184,25021,49.273335959038995,4126,8.125246159905474,2343,6.210735586481113,21356,56.60967528164347,3090,8.190854870775349,69,0.5290193973779038,3653,28.007360269876564,1036,7.942957908456644
2635815783,seoul_marathon,2025,2025-03-16,KOR,14474,11807,2667,0,13950.342752521763,9963.03,11308.0,12419.5,13793.5,15379.0,03:52:30,02:46:03,03:08:28,03:27:00,03:49:54,04:16:19,7322.0,7540.0,7780.0,8226.0,8492.0,8585.0,9526.0,10648.0,02:02:02,02:05:40,02:09:40,02:17:06,02:21:32,02:23:05,02:38:46,02:57:28,851,5.8795080834599975,9219,63.693519414121866,0,0.0,811,6.868806640128737,7939,67.23977301600745,0,0.0,40,1.4998125234345707,1280,47.99400074990626,0,0.0
