slice,model,min_n,min_editions,n_top,series_key,country,k_editions,yr_min,yr_max,n_j_total,median_v,iqr_v,min_at_3h,rank_slow,rank_fast,m_lo95,m_hi95,p_slow,p_fast,rank_slow_lo,rank_slow_hi,rank_fast_lo,rank_fast_hi,n_boot,tier_slow,tier_fast
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,barcelona_marathon,ESP,5,2021,2025,621,-0.018878,0.019641,-3.36617,33,1,-0.024141,-0.01047,0.0,1.0,24.0,33.0,1.0,10.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,dublin_marathon,IRL,10,2014,2025,2013,-0.017438,0.006228,-3.111567,32,2,-0.019066,-0.012044,0.0,1.0,25.0,33.0,1.0,9.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,seville_marathon,ESP,7,2018,2025,1185,-0.017357,0.010261,-3.09731,31,3,-0.020548,-0.011536,0.0,1.0,26.0,33.0,1.0,8.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,newport_marathon,GBR,6,2018,2025,3180,-0.017124,0.008663,-3.056146,30,4,-0.019887,-0.012202,0.0,1.0,25.475,33.0,1.0,8.525,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,frankfurt_marathon,GER,9,2015,2025,1357,-0.016877,0.010306,-3.012308,29,5,-0.019997,-0.01068,0.02,1.0,22.95,33.0,1.0,11.05,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,valencia_marathon,ESP,8,2017,2025,3590,-0.016244,0.008442,-2.90022,28,6,-0.016924,-0.012638,0.0,1.0,26.0,32.0,2.0,8.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,manchester_marathon,GBR,6,2019,2025,21852,-0.013644,0.026,-2.439272,27,7,-0.014514,-0.011586,0.0,1.0,24.0,29.0,5.0,10.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,paris_marathon,FRA,11,2014,2025,2158,-0.012806,0.017911,-2.290368,26,8,-0.017421,-0.008408,0.02,1.0,21.0,32.0,2.0,13.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,bostonUK_marathon,GBR,5,2021,2025,1518,-0.011555,0.004009,-2.067913,25,9,-0.015439,-0.006526,0.13,1.0,18.0,29.525,4.475,16.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,yorkshire_marathon,GBR,6,2019,2025,4888,-0.0111,0.010143,-1.986901,24,10,-0.012858,-0.006427,0.14,1.0,18.475,26.525,7.475,15.525,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,amsterdam_marathon,NED,9,2016,2025,2051,-0.010099,0.014474,-1.808636,23,11,-0.015619,-0.007278,0.09,1.0,19.0,29.0,5.0,15.0,100,,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,chester_marathon,GBR,9,2016,2025,7859,-0.00994,0.012945,-1.780422,22,12,-0.011661,-0.004888,0.41,1.0,17.0,24.0,10.0,17.0,100,tie,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,berlin_marathon,GER,11,2014,2025,8938,-0.00822,0.014575,-1.473576,21,13,-0.010086,-0.006121,0.45,1.0,17.475,24.525,9.475,16.525,100,tie,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,malaga_marathon,ESP,7,2018,2025,692,-0.008126,0.009545,-1.456753,20,14,-0.01415,-0.000393,0.68,0.98,14.0,28.05,5.95,20.0,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,chicago_marathon,USA,11,2014,2025,4597,-0.008003,0.012478,-1.434878,19,15,-0.009106,-0.002226,0.91,1.0,15.0,22.525,11.475,19.0,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,abingdon_marathon,GBR,4,2022,2025,1572,-0.007559,0.010269,-1.355484,18,16,-0.009756,-0.002756,0.84,1.0,14.0,23.525,10.475,20.0,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,cologne_marathon,GER,4,2019,2025,109,-0.003981,0.013291,-0.715066,17,17,-0.016403,0.008483,0.74,0.73,7.475,30.525,3.475,26.525,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,rotterdam_marathon,NED,6,2018,2024,274,-0.003669,0.019213,-0.659242,16,18,-0.0121,0.002954,0.8,0.86,9.0,24.0,10.0,25.0,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,hamburg_marathon,GER,6,2018,2025,193,-0.003337,0.026749,-0.599701,15,19,-0.013453,0.007785,0.81,0.71,8.0,27.525,6.475,26.0,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,prague_marathon,CZE,4,2022,2025,153,-0.001581,0.02747,-0.284358,14,20,-0.008457,0.013877,0.96,0.38,5.475,21.525,12.475,28.525,100,headline,tie
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,london_marathon,GBR,11,2014,2025,80302,-0.001317,0.02185,-0.236934,13,21,-0.002588,0.000289,1.0,0.62,12.0,16.0,18.0,22.0,100,headline,headline
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,tokyo_marathon,JPN,8,2015,2025,2213,0.001119,0.005318,0.201526,12,22,-0.002135,0.004242,1.0,0.17,8.475,15.0,19.0,25.525,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,edinburgh_marathon,GBR,10,2014,2025,7903,0.001871,0.022429,0.337012,11,23,-0.00064,0.005753,1.0,0.05,8.0,14.0,20.0,26.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,belfast_marathon,GBR,10,2014,2025,1690,0.002382,0.01277,0.429361,10,24,-0.002938,0.008168,1.0,0.07,8.0,15.0,19.0,26.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,rome_marathon,ITA,4,2022,2025,301,0.00252,0.015051,0.454214,9,25,-0.006359,0.009907,1.0,0.17,6.475,19.0,15.0,27.525,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,copenhagen_marathon,DEN,9,2015,2025,784,0.005925,0.018441,1.069656,8,26,-0.005086,0.009715,1.0,0.24,6.475,17.0,17.0,27.525,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,milton_keynes_marathon,GBR,11,2014,2025,4980,0.009398,0.020936,1.699694,7,27,0.005403,0.016589,1.0,0.0,3.0,8.525,25.475,31.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,vienna_marathon,AUT,6,2018,2025,343,0.010793,0.032883,1.953344,6,28,7.5e-05,0.021583,1.0,0.01,2.0,12.0,22.0,32.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,brighton_marathon,GBR,4,2022,2025,6953,0.010853,0.007606,1.964111,5,29,0.008904,0.014112,1.0,0.0,4.0,8.0,26.0,30.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,stockholm_marathon,SWE,8,2014,2024,297,0.012058,0.034442,2.183658,4,30,0.007507,0.026324,1.0,0.0,1.0,8.0,26.0,33.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,munich_marathon,GER,4,2022,2025,116,0.012654,0.021706,2.292109,3,31,0.000723,0.024502,1.0,0.01,1.475,12.525,21.475,32.525,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,nyc_marathon,USA,11,2014,2025,4597,0.02067,0.008052,3.759301,2,32,0.017941,0.023897,1.0,0.0,1.0,4.0,30.0,33.0,100,headline,
Po10_B_14-25_mrc2,full_nu8p00,0,3,20,boston_marathon,USA,11,2014,2025,4309,0.026645,0.033454,4.860499,1,33,0.015144,0.034633,1.0,0.0,1.0,4.525,29.475,33.0,100,headline,
