cohort,sex,n_floor,x,dens,lo,hi,n_draws
ALL,M,10,-3.0389819022390876,0.03392124895284082,0.028652334092049057,0.04015655584360641,200
ALL,M,10,-2.9804452439583566,0.03702525641848999,0.03130291182394974,0.04351321149133894,200
ALL,M,10,-2.921908585677626,0.040550899618668326,0.034456785508575186,0.04703971907267198,200
ALL,M,10,-2.863371927396895,0.04447863244465651,0.038603655629687476,0.051396194505013905,200
ALL,M,10,-2.8048352691161647,0.04876649843773366,0.04275597814307881,0.056243148873560835,200
ALL,M,10,-2.746298610835434,0.053356287171196906,0.04688225239794508,0.06090166716350325,200
ALL,M,10,-2.6877619525547036,0.05818203434298603,0.051421880124136066,0.06676454312771438,200
ALL,M,10,-2.6292252942739727,0.06317880457284349,0.05636427514398759,0.07282414474270954,200
ALL,M,10,-2.5706886359932417,0.06828993990842414,0.06127166832335243,0.07799475026013016,200
ALL,M,10,-2.512151977712511,0.07347198280935037,0.06535732733579892,0.08299993538699167,200
ALL,M,10,-2.4536153194317807,0.07869769662525733,0.06971676917459338,0.08860037130101477,200
ALL,M,10,-2.39507866115105,0.08395824559761152,0.07508485506141008,0.09386961068571226,200
ALL,M,10,-2.336542002870319,0.08926517567800217,0.07958432431863843,0.09917413361536277,200
ALL,M,10,-2.2780053445895887,0.09465152677366502,0.08461069881894508,0.10517251592290894,200
ALL,M,10,-2.2194686863088577,0.10017007262675254,0.0894437559131211,0.1106471374889796,200
ALL,M,10,-2.1609320280281272,0.10588647095834784,0.09422954021802483,0.11645797230250186,200
ALL,M,10,-2.1023953697473967,0.11186670471251088,0.09967884625140651,0.12231963341289862,200
ALL,M,10,-2.0438587114666658,0.11816121544981267,0.10578385440017889,0.1285221673222417,200
ALL,M,10,-1.9853220531859352,0.12479105522129261,0.11277056912256658,0.135434484230741,200
ALL,M,10,-1.9267853949052047,0.1317422961496427,0.12035490771674806,0.1424354135816112,200
ALL,M,10,-1.8682487366244738,0.13897269955002342,0.12832400223289292,0.15027525778192868,200
ALL,M,10,-1.8097120783437433,0.14642980964992014,0.13597003152222434,0.15797507465443975,200
ALL,M,10,-1.7511754200630127,0.15407439920597693,0.14300116487034464,0.1658496021519673,200
ALL,M,10,-1.6926387617822818,0.16190028359653139,0.15042236506609563,0.17361735180097387,200
ALL,M,10,-1.6341021035015513,0.16994260743198214,0.15821470309083063,0.1813327534699833,200
ALL,M,10,-1.5755654452208208,0.17827135149243264,0.16660928359209395,0.19010407602617785,200
ALL,M,10,-1.5170287869400898,0.18697264877968384,0.17566340776473335,0.1990381297646981,200
ALL,M,10,-1.4584921286593593,0.19612462927861607,0.1845954811626397,0.20775669792980797,200
ALL,M,10,-1.3999554703786283,0.20577516185285868,0.1936503325704733,0.21748142152442723,200
ALL,M,10,-1.3414188120978978,0.21592632466001185,0.20419020329461923,0.22822613590392296,200
ALL,M,10,-1.2828821538171673,0.226526701399669,0.21455175642512866,0.23907936005452593,200
ALL,M,10,-1.2243454955364363,0.23746997880136053,0.2256985518516646,0.2510489091096724,200
ALL,M,10,-1.1658088372557058,0.24859800358784234,0.23648101077211298,0.26279143205423205,200
ALL,M,10,-1.1072721789749753,0.25970792633957307,0.24754910272629577,0.27370906189962935,200
ALL,M,10,-1.0487355206942444,0.27056463024640987,0.2582977586913533,0.28411007163241214,200
ALL,M,10,-0.9901988624135138,0.2809196929339229,0.268509878834355,0.2939272489618798,200
ALL,M,10,-0.9316622041327833,0.2905361759804554,0.2776062633352064,0.3058809848385155,200
ALL,M,10,-0.8731255458520524,0.2992155012933604,0.285858176175302,0.3146360374353532,200
ALL,M,10,-0.8145888875713219,0.3068202660014117,0.29325012715472887,0.3226111392988428,200
ALL,M,10,-0.7560522292905913,0.31328653742499274,0.2992621860815151,0.32771158375496395,200
ALL,M,10,-0.6975155710098604,0.31862139740451,0.3042397251561143,0.3331367261967116,200
ALL,M,10,-0.6389789127291299,0.3228855334269016,0.3081660757833426,0.3367599793045326,200
ALL,M,10,-0.5804422544483989,0.32616503741816566,0.3109617544185409,0.3423658442669016,200
ALL,M,10,-0.5219055961676684,0.32853977000199963,0.31397499399785084,0.34580955305655653,200
ALL,M,10,-0.4633689378869379,0.3300566919665467,0.3154937171503741,0.3476447985527318,200
ALL,M,10,-0.40483227960620694,0.3307152153771168,0.3161766029099122,0.3496250888723602,200
ALL,M,10,-0.3462956213254764,0.33046833802908393,0.3162430793065344,0.3480570440106339,200
ALL,M,10,-0.2877589630447459,0.32923903809630917,0.315040488167753,0.3474982902893349,200
ALL,M,10,-0.22922230476401495,0.32694728380150057,0.31196209869651886,0.3451837830279202,200
ALL,M,10,-0.17068564648328444,0.32354015284975496,0.30900363194166797,0.3414281038402472,200
ALL,M,10,-0.11214898820255392,0.31901671474692517,0.3043850753531906,0.33523321572707326,200
ALL,M,10,-0.05361232992182341,0.3134407248211389,0.29918805186422376,0.3286261235465809,200
ALL,M,10,0.004924328358907992,0.30693744157656194,0.2928859961083876,0.31991316628548744,200
ALL,M,10,0.0634609866396385,0.2996751598415094,0.28499005495207963,0.31229642242678823,200
ALL,M,10,0.12199764492036902,0.29183624470045355,0.2769860797396768,0.304872336408689,200
ALL,M,10,0.18053430320109953,0.28358545045462,0.26815121361771355,0.29799051627387274,200
ALL,M,10,0.23907096148183005,0.27504425696479773,0.25943703041987937,0.2894160999352276,200
ALL,M,10,0.29760761976256056,0.26627845693519764,0.24990147551574562,0.28066080145042216,200
ALL,M,10,0.35614427804329196,0.25730251261291825,0.24010633948237728,0.2723486094805411,200
ALL,M,10,0.4146809363240225,0.24809918438569575,0.23122523108354187,0.2640319802442945,200
ALL,M,10,0.473217594604753,0.23864808681503227,0.22170135511706848,0.25458854038566475,200
ALL,M,10,0.5317542528854835,0.2289537987221995,0.2115415778050163,0.2441578745953106,200
ALL,M,10,0.590290911166214,0.21906419321706494,0.20271917123592684,0.23330858395886228,200
ALL,M,10,0.6488275694469454,0.20907302080231968,0.19333886960249858,0.22360195308638303,200
ALL,M,10,0.7073642277276759,0.19910643421143887,0.1845487916984992,0.21288940687981905,200
ALL,M,10,0.7659008860084064,0.18929898131131062,0.1753873190741312,0.2017741443393617,200
ALL,M,10,0.824437544289137,0.17976824534724112,0.16639105178591032,0.1910511120393873,200
ALL,M,10,0.8829742025698675,0.17059722682409134,0.1582078183515143,0.18209883772903376,200
ALL,M,10,0.941510860850598,0.16182980335094396,0.14973817396638955,0.17280967029519417,200
ALL,M,10,1.0000475191313294,0.15347890950267504,0.14180775066419396,0.16357195376385408,200
ALL,M,10,1.05858417741206,0.14554205008082965,0.13417683447812176,0.15523215112062472,200
ALL,M,10,1.1171208356927904,0.1380165787094884,0.12648898101215697,0.147862482823599,200
ALL,M,10,1.175657493973521,0.13090852458239619,0.11899468590222882,0.14137566976487115,200
ALL,M,10,1.2341941522542514,0.12423255725640175,0.11296562738380682,0.1347742222627415,200
ALL,M,10,1.2927308105349828,0.1180047994189928,0.1073955340018226,0.1281457896700333,200
ALL,M,10,1.3512674688157134,0.11223265696898878,0.10188953241285785,0.12169497944276715,200
ALL,M,10,1.4098041270964439,0.10690586990200991,0.09725783109672909,0.11612774578563506,200
ALL,M,10,1.4683407853771744,0.1019912760888613,0.0929504643350064,0.11158626905749935,200
ALL,M,10,1.526877443657905,0.09743179415107207,0.088502380391172,0.1068977048770482,200
ALL,M,10,1.5854141019386354,0.0931490796340101,0.08385879074514395,0.10312441316448347,200
ALL,M,10,1.6439507602193668,0.08904940113352917,0.08039406490865109,0.09810866071037923,200
ALL,M,10,1.7024874185000973,0.08503277242687934,0.0766518033010232,0.09331566452649287,200
ALL,M,10,1.7610240767808278,0.08100526518886132,0.07281579921624484,0.08882281657715962,200
ALL,M,10,1.8195607350615584,0.0768932872206663,0.06842566135285551,0.08498588883827621,200
ALL,M,10,1.8780973933422889,0.07265693939312609,0.06413544548654627,0.08099022743937657,200
ALL,M,10,1.9366340516230203,0.06829846073867013,0.059973866243431206,0.07664493193826816,200
ALL,M,10,1.9951707099037508,0.0638622123153118,0.05561953285080057,0.07175186659926745,200
ALL,M,10,2.0537073681844813,0.059424851386066756,0.05142783341011519,0.06701406897120923,200
ALL,M,10,2.112244026465212,0.055077584487196594,0.04774113024405915,0.062415928077734766,200
ALL,M,10,2.1707806847459423,0.050905339414193916,0.04404521956377904,0.05869057313096353,200
ALL,M,10,2.229317343026673,0.04696907092582981,0.04025183896300966,0.05482011512248882,200
ALL,M,10,2.2878540013074042,0.043296543332537456,0.03686634827555322,0.05069304597977723,200
ALL,M,10,2.3463906595881348,0.039884065598360566,0.03380290646200049,0.046738262259205667,200
ALL,M,10,2.4049273178688653,0.036707864085001034,0.030850721776106402,0.043215939911423695,200
ALL,M,10,2.463463976149596,0.03374051655461382,0.02811509607408541,0.03956124274753925,200
ALL,M,10,2.5220006344303263,0.030966363494056123,0.025426906346487935,0.03701125938737501,200
ALL,M,10,2.580537292711057,0.028390549612591687,0.023250073085196866,0.033739108195520465,200
ALL,M,10,2.639073950991788,0.026038910477334563,0.021708107052716218,0.03095687192737081,200
ALL,M,10,2.6976106092725187,0.02394921737831786,0.019424131722887462,0.02878457819296606,200
ALL,M,10,2.7561472675532492,0.022157086687861385,0.01818465912287852,0.026261602574625224,200
ALL,M,10,2.8146839258339797,0.02068127443162457,0.016976707774676743,0.02498271010754687,200
ALL,M,10,2.8732205841147103,0.019512873061663192,0.016232587661879884,0.02324709345557915,200
ALL,M,10,2.9317572423954417,0.01861144058887878,0.015201981026319113,0.022669859707768945,200
ALL,M,10,2.990293900676172,0.01790896306168723,0.014351446239249964,0.02186184257213033,200
ALL,M,10,3.0488305589569027,0.01732044210712871,0.013655850189110114,0.021397734510576878,200
ALL,M,10,3.107367217237633,0.01675832090091087,0.013196240335744704,0.020654507611154182,200
ALL,M,10,3.1659038755183637,0.01614721776611143,0.012516494519818648,0.02022492725824419,200
ALL,M,10,3.2244405337990942,0.01543561702127044,0.011850766107603893,0.019668781327694375,200
ALL,M,10,3.2829771920798256,0.014602150476649561,0.010947875698886417,0.01832357059777824,200
ALL,M,10,3.341513850360556,0.013655577481695255,0.010100704674448744,0.017373348633162915,200
ALL,M,10,3.4000505086412867,0.012629107967528799,0.009083519359135098,0.01645250704972487,200
ALL,M,10,3.458587166922017,0.011570898687795983,0.008225455819560142,0.015466124876345317,200
ALL,M,10,3.5171238252027477,0.01053312705217719,0.007246869036827431,0.014066555154336198,200
ALL,M,10,3.575660483483479,0.009561971198274712,0.006420228626281716,0.012874727221693676,200
ALL,M,10,3.6341971417642096,0.008690254897001686,0.005800804153314917,0.012047958790682019,200
ALL,M,10,3.69273380004494,0.00793370121844023,0.005065452412267334,0.011013170543097603,200
ALL,M,10,3.7512704583256706,0.007290914667811085,0.004422346645352039,0.010052821608952092,200
ALL,M,10,3.809807116606401,0.006746533056967791,0.004037368363750583,0.009574670482390954,200
ALL,M,10,3.8683437748871317,0.006276525067022512,0.003709581445688627,0.008965868255716703,200
ALL,M,10,3.926880433167863,0.005854365795410593,0.003446083636673823,0.00874961147773652,200
ALL,M,10,3.9854170914485927,0.005456787954775347,0.0032224592766311585,0.008124617081064232,200
ALL,M,10,4.043953749729324,0.005067972224294419,0.002950309537852887,0.007691046419356704,200
ALL,W,3,-4.0926417512922395,0.0048096185755449605,0.003997597251036985,0.005579002800896328,200
ALL,W,3,-4.034105093011509,0.005173171383867726,0.00434480281483651,0.006005463706034165,200
ALL,W,3,-3.975568434730778,0.005583897572837581,0.004770463793779379,0.006511443247127024,200
ALL,W,3,-3.9170317764500475,0.00605384691497094,0.0052110202481632515,0.006978894135205752,200
ALL,W,3,-3.858495118169317,0.006587119284451214,0.005658959913578426,0.007615786035215646,200
ALL,W,3,-3.799958459888586,0.007187963526118631,0.006188787977270924,0.008293898711685356,200
ALL,W,3,-3.7414218016078555,0.007866165597236486,0.006948240284812492,0.008929361682332654,200
ALL,W,3,-3.682885143327125,0.0086349845288057,0.00753984982450032,0.009767246529046278,200
ALL,W,3,-3.624348485046394,0.00950528195043836,0.008376984393178404,0.010649372450375581,200
ALL,W,3,-3.5658118267656636,0.010481296316105487,0.009231302193343113,0.011666145142344046,200
ALL,W,3,-3.5072751684849326,0.011558792997070605,0.010166008533094217,0.01279299309592591,200
ALL,W,3,-3.448738510204202,0.01272362575861004,0.01138408708240358,0.013963403710270626,200
ALL,W,3,-3.3902018519234716,0.013952249790065433,0.012327265728645143,0.015190571625787175,200
ALL,W,3,-3.3316651936427406,0.015219265008749878,0.013747133935072974,0.01651507958750147,200
ALL,W,3,-3.27312853536201,0.0165132274267258,0.015071159011092364,0.017894212714952243,200
ALL,W,3,-3.214591877081279,0.017852957309894776,0.01647178832279434,0.019406120229928728,200
ALL,W,3,-3.1560552188005486,0.019291476097387593,0.017882482177571535,0.020986696464231472,200
ALL,W,3,-3.097518560519818,0.020899089093259108,0.019445556702752182,0.022722967620615632,200
ALL,W,3,-3.0389819022390876,0.022730010983550868,0.021191302156320323,0.024577814280883854,200
ALL,W,3,-2.9804452439583566,0.024792095298451108,0.023213929293904204,0.02678008292293272,200
ALL,W,3,-2.921908585677626,0.027044039492104908,0.025490087851566957,0.029078817683603937,200
ALL,W,3,-2.863371927396895,0.029427817953539836,0.027759452644540338,0.031444103530476275,200
ALL,W,3,-2.8048352691161647,0.031915434809134655,0.030192345695168907,0.033847946867309756,200
ALL,W,3,-2.746298610835434,0.034537070583171924,0.03275459566572605,0.03647564843812452,200
ALL,W,3,-2.6877619525547036,0.03737611947912379,0.03530516717089517,0.039380868016357304,200
ALL,W,3,-2.6292252942739727,0.04054249716519973,0.038328970337297916,0.042687909527580496,200
ALL,W,3,-2.5706886359932417,0.04413944015642353,0.04180364872458008,0.046370178052253956,200
ALL,W,3,-2.512151977712511,0.048227376186822025,0.04593553759102885,0.05102249760648243,200
ALL,W,3,-2.4536153194317807,0.05279117201672274,0.05069432197870101,0.055879157195047574,200
ALL,W,3,-2.39507866115105,0.05773453947884344,0.055646323491877606,0.06113874831854983,200
ALL,W,3,-2.336542002870319,0.06292149583098595,0.06069004897135261,0.06607212219839777,200
ALL,W,3,-2.2780053445895887,0.0682456574324516,0.06579706031735114,0.07139845634460343,200
ALL,W,3,-2.2194686863088577,0.07367555974285375,0.07072796225123357,0.07699778001612459,200
ALL,W,3,-2.1609320280281272,0.07924240698629761,0.07591828435932978,0.08279757019276388,200
ALL,W,3,-2.1023953697473967,0.0849886506186421,0.08167204246052831,0.08905811513470727,200
ALL,W,3,-2.0438587114666658,0.0909250891809399,0.08733880216721096,0.09529348749727326,200
ALL,W,3,-1.9853220531859352,0.09702693169870487,0.09340022470380248,0.10149408039474142,200
ALL,W,3,-1.9267853949052047,0.10326390998899745,0.09965208291447482,0.10728054634967017,200
ALL,W,3,-1.8682487366244738,0.1096404224814083,0.10602978372597666,0.11362759813383021,200
ALL,W,3,-1.8097120783437433,0.11622208089486082,0.11284723601175536,0.11978170225708631,200
ALL,W,3,-1.7511754200630127,0.12313192762083405,0.11993637031602204,0.12661724777912803,200
ALL,W,3,-1.6926387617822818,0.13051182157337043,0.12644464783755383,0.13391874766589673,200
ALL,W,3,-1.6341021035015513,0.13846553675497103,0.1338100334610826,0.1418695387965754,200
ALL,W,3,-1.5755654452208208,0.14701597994524584,0.14228783057364325,0.15091827325618476,200
ALL,W,3,-1.5170287869400898,0.15610142227841142,0.15074786412475497,0.16046160838401505,200
ALL,W,3,-1.4584921286593593,0.1656117049412668,0.16009860581096905,0.17041256480442657,200
ALL,W,3,-1.3999554703786283,0.17544391543765536,0.17042691311294317,0.17987186229204125,200
ALL,W,3,-1.3414188120978978,0.18554012845575943,0.18092000208892967,0.18959024551029877,200
ALL,W,3,-1.2828821538171673,0.1958641984341058,0.19148488858414128,0.20037773800507971,200
ALL,W,3,-1.2243454955364363,0.20631335901133813,0.20163078951832733,0.2111786932603058,200
ALL,W,3,-1.1658088372557058,0.21664208846898023,0.21156124446043817,0.2219545562427082,200
ALL,W,3,-1.1072721789749753,0.22650966960640492,0.2211426160964954,0.23177886248755616,200
ALL,W,3,-1.0487355206942444,0.23566518155437227,0.23033712131423284,0.24070326658754454,200
ALL,W,3,-0.9901988624135138,0.24412758418290273,0.2391664570461815,0.24928594694966583,200
ALL,W,3,-0.9316622041327833,0.2521888135995147,0.24734563017505884,0.25702149463946394,200
ALL,W,3,-0.8731255458520524,0.2602244635737486,0.2554982321562577,0.2647135292587193,200
ALL,W,3,-0.8145888875713219,0.2684710310842042,0.2628060655919491,0.273295740699441,200
ALL,W,3,-0.7560522292905913,0.2769275393512026,0.2714133135515423,0.28066784899645003,200
ALL,W,3,-0.6975155710098604,0.28539066648931266,0.2797724822653506,0.28985396419583104,200
ALL,W,3,-0.6389789127291299,0.29353151670442423,0.28740812123478054,0.2985389838667444,200
ALL,W,3,-0.5804422544483989,0.30096189554292596,0.29464549708121063,0.3061607192128521,200
ALL,W,3,-0.5219055961676684,0.3073104121770122,0.30117079612296366,0.3132384588214639,200
ALL,W,3,-0.4633689378869379,0.3123149526347071,0.3065637240898033,0.31889116138124296,200
ALL,W,3,-0.40483227960620694,0.3158822335013957,0.3106032537558503,0.32249333423383736,200
ALL,W,3,-0.3462956213254764,0.3180792571663553,0.31287955000517875,0.32450072339749453,200
ALL,W,3,-0.2877589630447459,0.319093425874127,0.3144453950319654,0.32497912904412407,200
ALL,W,3,-0.22922230476401495,0.31921313827151815,0.31433086500805757,0.3252356851786935,200
ALL,W,3,-0.17068564648328444,0.3188118462672203,0.3131285883895524,0.3252947346105043,200
ALL,W,3,-0.11214898820255392,0.3182732159268193,0.3121637840739351,0.3248804941988067,200
ALL,W,3,-0.05361232992182341,0.3178489805691852,0.31202173270441214,0.3243067964164182,200
ALL,W,3,0.004924328358907992,0.317527182511175,0.3118638039619421,0.3238797875340628,200
ALL,W,3,0.0634609866396385,0.31700154161502375,0.3112528825559652,0.32331112082173635,200
ALL,W,3,0.12199764492036902,0.31576916149045214,0.31052001956561953,0.32226365770925935,200
ALL,W,3,0.18053430320109953,0.31331533799628436,0.3082075598575666,0.31943479683420545,200
ALL,W,3,0.23907096148183005,0.30930906539069636,0.30410434746405984,0.31559685093127793,200
ALL,W,3,0.29760761976256056,0.30372413802691184,0.29851139752058536,0.31013933416170475,200
ALL,W,3,0.35614427804329196,0.29682507649821116,0.29143751507250126,0.30283254659122805,200
ALL,W,3,0.4146809363240225,0.2890282585878193,0.28326380881697205,0.2952419978770033,200
ALL,W,3,0.473217594604753,0.2807299364812966,0.27497852403436146,0.28642049750089665,200
ALL,W,3,0.5317542528854835,0.27220776779273015,0.2664561447396861,0.2773394440840784,200
ALL,W,3,0.590290911166214,0.2636269826734255,0.2584347568742933,0.26898401442580594,200
ALL,W,3,0.6488275694469454,0.2550923490116274,0.2501819069214884,0.2607945614142808,200
ALL,W,3,0.7073642277276759,0.24667584692582076,0.24212583579573108,0.2520067592662291,200
ALL,W,3,0.7659008860084064,0.23841140742917552,0.23422221323924294,0.24367757034123566,200
ALL,W,3,0.824437544289137,0.23029165868527018,0.22651611800397117,0.2359313670097137,200
ALL,W,3,0.8829742025698675,0.2222807192614153,0.21819521322444912,0.22748036332688754,200
ALL,W,3,0.941510860850598,0.21432196871981207,0.20998549065406893,0.21910952378730308,200
ALL,W,3,1.0000475191313294,0.20632657966822657,0.2020584700082202,0.2112418156507851,200
ALL,W,3,1.05858417741206,0.19816025010339075,0.1934716663614534,0.20313634497057834,200
ALL,W,3,1.1171208356927904,0.1896575986962963,0.18474729188275277,0.1943804324188767,200
ALL,W,3,1.175657493973521,0.18068086702908315,0.17581649639978095,0.18493456136023512,200
ALL,W,3,1.2341941522542514,0.17121475852389254,0.16703841212018156,0.1755989437015386,200
ALL,W,3,1.2927308105349828,0.16145168801596954,0.15738733957555426,0.16579923801930965,200
ALL,W,3,1.3512674688157134,0.15179159535189024,0.14759883845564103,0.15596997972441573,200
ALL,W,3,1.4098041270964439,0.14270975367102273,0.1384938963308441,0.1472240151852276,200
ALL,W,3,1.4683407853771744,0.134543058057613,0.13053197905535,0.13909126262899058,200
ALL,W,3,1.526877443657905,0.12732986219846756,0.12337772506870587,0.13140388249888835,200
ALL,W,3,1.5854141019386354,0.12081891090635473,0.11694101695152175,0.12475350139797048,200
ALL,W,3,1.6439507602193668,0.11464097801596633,0.11051734043187168,0.11807199581500305,200
ALL,W,3,1.7024874185000973,0.10851477722375812,0.10453315074874692,0.11172266049083651,200
ALL,W,3,1.7610240767808278,0.10234716599915156,0.0983688148341017,0.10560595969018063,200
ALL,W,3,1.8195607350615584,0.09619513860061132,0.09229530762080816,0.09943488119439854,200
ALL,W,3,1.8780973933422889,0.0901707911029569,0.08660985869863537,0.09332274352365559,200
ALL,W,3,1.9366340516230203,0.08437882329446875,0.08104558702726192,0.0874113712942782,200
ALL,W,3,1.9951707099037508,0.07890074170291633,0.07574529963183951,0.08193533399724554,200
ALL,W,3,2.0537073681844813,0.07379000365846598,0.0708524153006289,0.07672603889039231,200
ALL,W,3,2.112244026465212,0.06905926814132189,0.066387625024342,0.07199542330577502,200
ALL,W,3,2.1707806847459423,0.06466979283500826,0.061892431546699656,0.06777740320638187,200
ALL,W,3,2.229317343026673,0.06053427405329337,0.057797914942787645,0.06351437195492285,200
ALL,W,3,2.2878540013074042,0.056538033102276126,0.05363592275389456,0.0592897907191691,200
ALL,W,3,2.3463906595881348,0.05258126121276706,0.04973469002960819,0.05523641053625987,200
ALL,W,3,2.4049273178688653,0.0486289636763124,0.04614621682058034,0.05112223447166645,200
ALL,W,3,2.463463976149596,0.04473402265553408,0.0423475715891541,0.04709041985361792,200
ALL,W,3,2.5220006344303263,0.041010254141790714,0.03866589182158961,0.043303495490163865,200
ALL,W,3,2.580537292711057,0.037574724832580626,0.03545945556741322,0.03985991580434204,200
ALL,W,3,2.639073950991788,0.03450218171050168,0.032295733011688206,0.03670576148891194,200
ALL,W,3,2.6976106092725187,0.031814158456501374,0.029683363103980582,0.03369373301484678,200
ALL,W,3,2.7561472675532492,0.02949148367401661,0.02754632056933121,0.031281451916440925,200
ALL,W,3,2.8146839258339797,0.027487750072424356,0.025603081007854727,0.029259994709678116,200
ALL,W,3,2.8732205841147103,0.025734607300249325,0.023752059864401803,0.027507487963540182,200
ALL,W,3,2.9317572423954417,0.024147354358965048,0.022394508610178793,0.025765763771658963,200
ALL,W,3,2.990293900676172,0.022643187850371487,0.02089137367516384,0.024297459154754314,200
ALL,W,3,3.0488305589569027,0.021170486885502625,0.019421867149650274,0.022647281045109675,200
ALL,W,3,3.107367217237633,0.01972998316551061,0.018167022995966755,0.021297655869346486,200
ALL,W,3,3.1659038755183637,0.018368225586474992,0.01694664973169158,0.019781106404610897,200
ALL,W,3,3.2244405337990942,0.01714304224296755,0.01568487873783729,0.01844301772776416,200
ALL,W,3,3.2829771920798256,0.01608103489471317,0.014638087296280184,0.017351912637446263,200
ALL,W,3,3.341513850360556,0.015152107217038531,0.013803532524369909,0.016382607011559646,200
ALL,W,3,3.4000505086412867,0.014276162255423008,0.012933510779369096,0.015506623898535596,200
ALL,W,3,3.458587166922017,0.013360070820734775,0.012013957765789719,0.01457789983279146,200
ALL,W,3,3.5171238252027477,0.012344881904819307,0.010938444764123888,0.013482571275708241,200
ALL,W,3,3.575660483483479,0.011233990540590386,0.009889423746247458,0.012234314014853724,200
ALL,W,3,3.6341971417642096,0.010084484736983054,0.008957205692068922,0.0110273908915427,200
ALL,W,3,3.69273380004494,0.008971665958995213,0.007881442530877083,0.009854294599059213,200
ALL,W,3,3.7512704583256706,0.00795543519023195,0.007001768486711279,0.008970660936247125,200
ALL,W,3,3.809807116606401,0.00706838800741313,0.0061496498598036025,0.008094432489592912,200
ALL,W,3,3.8683437748871317,0.00632184032147514,0.005423855336152434,0.007191944501280385,200
ALL,W,3,3.926880433167863,0.005714353680111102,0.004878463805591182,0.006615664072314101,200
ALL,W,3,3.9854170914485927,0.0052342485771981724,0.004496803502261065,0.0061275309147756,200
ALL,W,3,4.043953749729324,0.004858205053439826,0.004175063446680327,0.005743502474447143,200
ALL,W,5,-4.0926417512922395,0.007360467418594795,0.006160765380600533,0.008979313609314433,200
ALL,W,5,-4.034105093011509,0.007780451546064203,0.006538786394641961,0.009373729425939531,200
ALL,W,5,-3.975568434730778,0.008318987185984868,0.0070083608285511825,0.00983722459101647,200
ALL,W,5,-3.9170317764500475,0.00901449098901309,0.007638307603657768,0.010626428826421331,200
ALL,W,5,-3.858495118169317,0.009876811643135737,0.008379663508281454,0.011620414541024627,200
ALL,W,5,-3.799958459888586,0.010886922940725675,0.00929463570915899,0.012743441733581442,200
ALL,W,5,-3.7414218016078555,0.012007376653249325,0.010365724293523492,0.013860024068527784,200
ALL,W,5,-3.682885143327125,0.013197642165478819,0.011667455362452592,0.014920195728360834,200
ALL,W,5,-3.624348485046394,0.014427457725962753,0.012786687284256533,0.0160963295365783,200
ALL,W,5,-3.5658118267656636,0.015683787312620538,0.0138926625798375,0.017340638990650872,200
ALL,W,5,-3.5072751684849326,0.01697090854931453,0.015021241015990028,0.018693479932407414,200
ALL,W,5,-3.448738510204202,0.01830626473829619,0.016256988008257752,0.020143505189509997,200
ALL,W,5,-3.3902018519234716,0.019715513123188227,0.017566773768700996,0.02169984425436269,200
ALL,W,5,-3.3316651936427406,0.02122864699797933,0.01875924221870874,0.02336272031466395,200
ALL,W,5,-3.27312853536201,0.02287665314645447,0.02043057692037279,0.024950663609455016,200
ALL,W,5,-3.214591877081279,0.024687029808636084,0.02233627203103615,0.0268026770328173,200
ALL,W,5,-3.1560552188005486,0.026677744957419758,0.024223124647283698,0.028880136071206052,200
ALL,W,5,-3.097518560519818,0.02885184451524783,0.02616996401806269,0.03129514000022607,200
ALL,W,5,-3.0389819022390876,0.03119652964643391,0.028497266040815112,0.034007245140852176,200
ALL,W,5,-2.9804452439583566,0.033689375542436756,0.03103253792232079,0.036795680307220274,200
ALL,W,5,-2.921908585677626,0.03631078413564792,0.033523990675892665,0.03951746879841839,200
ALL,W,5,-2.863371927396895,0.0390577854749684,0.03636588694777845,0.04259697064625215,200
ALL,W,5,-2.8048352691161647,0.04195231907142891,0.03909753211140967,0.04606318956698876,200
ALL,W,5,-2.746298610835434,0.045038702512473605,0.04193802108882284,0.04899336058330445,200
ALL,W,5,-2.6877619525547036,0.04837007391396464,0.04489839179316325,0.05212781245777485,200
ALL,W,5,-2.6292252942739727,0.05198996852412385,0.04819128309370339,0.05604857778862014,200
ALL,W,5,-2.5706886359932417,0.055918919129690756,0.05205205087492109,0.05988327653416457,200
ALL,W,5,-2.512151977712511,0.06015360203933485,0.0560480283467909,0.06420257361738409,200
ALL,W,5,-2.4536153194317807,0.0646778026911137,0.06019991558868228,0.06886033025985622,200
ALL,W,5,-2.39507866115105,0.06947560322726785,0.06464394405045246,0.07354636244285791,200
ALL,W,5,-2.336542002870319,0.07453507083204346,0.06950839392636575,0.07823468098562658,200
ALL,W,5,-2.2780053445895887,0.07983859209455174,0.07484156046837943,0.08363260984675976,200
ALL,W,5,-2.2194686863088577,0.08534859851142898,0.08001001975172588,0.0892709650428839,200
ALL,W,5,-2.1609320280281272,0.09100399457672531,0.08559930867616798,0.0952100054921605,200
ALL,W,5,-2.1023953697473967,0.09673637170405254,0.09107625714276277,0.10078771331018453,200
ALL,W,5,-2.0438587114666658,0.10250056818364484,0.09707102867512146,0.10700196297928184,200
ALL,W,5,-1.9853220531859352,0.10830352736246507,0.1029215524036743,0.11340460686284114,200
ALL,W,5,-1.9267853949052047,0.11421674987213315,0.10876229603715351,0.11977785334400012,200
ALL,W,5,-1.8682487366244738,0.12036729844189013,0.1152179263165335,0.12614616785508095,200
ALL,W,5,-1.8097120783437433,0.12691051081718774,0.12205375655241617,0.13287037727075332,200
