slug,slice,I,J,N,ae_mean,ae_p10,ae_p50,ae_p90,an_p95,an_max
ALL_W_14-25_mrc2,ALL_W,124650,337,381031,38.53315118397086,26.5,40.5,53.0,7.991786447638604,11.671457905544148
