slug,slice,I,J,N,ae_mean,ae_p10,ae_p50,ae_p90,an_p95,an_max
Po10_M_14-25_mrc2,Po10_M,32023,252,121520,40.315964849237204,26.5,40.5,55.5,9.007529089664613,11.690622861054072
