slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
Po10_M_14-25_mrc2,Po10_M,inf,spline3-gvarying,spline3,varying,anderson,mean,,157272.1287024417,-249988.2574048834,63361.21287790657,32279,10,True,0.4820087000261992
Po10_M_14-25_mrc2,Po10_M,inf,spline3-gvarying,spline3,varying,anderson,rand0,0.0,157272.12870111622,-249988.25740223244,63361.21288055752,32279,10,True,0.5552204999839887
Po10_M_14-25_mrc2,Po10_M,inf,spline3-gvarying,spline3,varying,anderson,rand1,1.0,157272.12870041264,-249988.25740082527,63361.21288196469,32279,10,True,0.6635690999682993
Po10_M_14-25_mrc2,Po10_M,inf,spline4-goff,spline4,off,anderson,mean,,154368.64253358886,-244183.28506717773,69156.47738147492,32278,9,True,0.2636164999566972
Po10_M_14-25_mrc2,Po10_M,inf,spline4-goff,spline4,off,anderson,rand0,0.0,154368.64253357102,-244183.28506714205,69156.4773815106,32278,9,True,0.27808309998363256
Po10_M_14-25_mrc2,Po10_M,inf,spline4-goff,spline4,off,anderson,rand1,1.0,154368.64253359078,-244183.28506718157,69156.47738147108,32278,9,True,0.27520749997347593
Po10_M_14-25_mrc2,Po10_M,inf,spline4-gscalar,spline4,scalar,anderson,mean,,157269.14059411638,-249982.28118823277,63367.189094557194,32279,11,True,0.5370485000312328
Po10_M_14-25_mrc2,Po10_M,inf,spline4-gscalar,spline4,scalar,anderson,rand0,0.0,157269.1405936415,-249982.281187283,63367.18909550697,32279,11,True,0.5149355999892578
Po10_M_14-25_mrc2,Po10_M,inf,spline4-gscalar,spline4,scalar,anderson,rand1,1.0,157269.1405933064,-249982.2811866128,63367.18909617717,32279,11,True,0.5770965999690816
Po10_M_14-25_mrc2,Po10_M,inf,spline4-gvarying,spline4,varying,anderson,mean,,157310.777758506,-250061.55551701202,63307.33043405245,32281,11,True,0.6331028999993578
Po10_M_14-25_mrc2,Po10_M,inf,spline4-gvarying,spline4,varying,anderson,rand0,0.0,157310.77775375152,-250061.55550750304,63307.33044356143,32281,11,True,0.7291670000413433
Po10_M_14-25_mrc2,Po10_M,inf,spline4-gvarying,spline4,varying,anderson,rand1,1.0,157310.77775830548,-250061.55551661097,63307.3304344535,32281,12,True,0.8255845999810845
Po10_M_14-25_mrc2,Po10_M,inf,spline5-goff,spline5,off,anderson,mean,,154386.8131500109,-244217.62630002177,69131.84398276819,32279,10,True,0.5412348998943344
Po10_M_14-25_mrc2,Po10_M,inf,spline5-goff,spline5,off,anderson,rand0,0.0,154386.81314997375,-244217.6262999475,69131.84398284246,32279,10,True,0.5624613000545651
Po10_M_14-25_mrc2,Po10_M,inf,spline5-goff,spline5,off,anderson,rand1,1.0,154386.81315001447,-244217.62630002893,69131.84398276103,32279,10,True,0.5357716999715194
Po10_M_14-25_mrc2,Po10_M,inf,spline5-gscalar,spline5,scalar,anderson,mean,,157286.18286291178,-250014.36572582356,63344.81239110365,32280,11,True,0.8089155000634491
